business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,url
CLOSED_TEMPORARILY,"RXP8+JMW, Raja Jaya, Penukal, Penukal Abab Lematang Ilir Regency, South Sumatra 31315, Indonesia","{'location': {'lat': -3.1634146, 'lng': 103.9660421}, 'viewport': {'northeast': {'lat': -3.162071270107278, 'lng': 103.9674009298927}, 'southwest': {'lat': -3.164770929892723, 'lng': 103.9647012701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung pering,True,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102284483509362680731"">A Google User</a>'], 'photo_reference': 'AUGGfZmyt-8WtO_1QgtR-axSJ87b_QPpSpUxCE8hDS9kSfa92QnQrjSFcED2DYvoRlNjKp8RuvWpcIbfNau3ZtGH12lcwh7QDav5shPmr8RbBKUiL9vUzTYUHAfqPZuSQQoqGXhsE3aBt606GoHHTdkqFOLvdXV-TENbe_b4Vlnf40gUbBCe', 'width': 720}]",ChIJc306i6lDOi4R6m42a_ABuP8,5.0,ChIJc306i6lDOi4R6m42a_ABuP8,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJc306i6lDOi4R6m42a_ABuP8
OPERATIONAL,"PRJC+5X3, East Talang Ubi, Talang Ubi, Muara Enim Regency, South Sumatra, Indonesia","{'location': {'lat': -3.2696194, 'lng': 103.8224342}, 'viewport': {'northeast': {'lat': -3.268359970107278, 'lng': 103.8237262798927}, 'southwest': {'lat': -3.271059629892722, 'lng': 103.8210266201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Alun-alun PALI dan jajanan Pendopo,,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102920926779575845712"">ekodj sindo</a>'], 'photo_reference': 'AUGGfZmyr4Ktj0AMSZNbjimSWxA9Vy-_p-rrQAdhiigdMxbqosp3Qg-zot8xj03irHxrwX7i3e66FFn-PMyR-lO8Z5-suOluAULYMCdWc28Zy0o9pJhDamDXpAA4CsjnrVhNUHeEPdKJsmVmtG6qhQCxzQjH4MfzbLLi8LpckPUyQY57PrMU', 'width': 3072}]",ChIJZR-bRdVrOi4Rp-dDC7tJlkQ,5.0,ChIJZR-bRdVrOi4Rp-dDC7tJlkQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJZR-bRdVrOi4Rp-dDC7tJlkQ
CLOSED_TEMPORARILY,"H2R8+WQP, Benuang, Talang Ubi, Muara Enim Regency, South Sumatra 31172, Indonesia","{'location': {'lat': -3.4076506, 'lng': 104.0169427}, 'viewport': {'northeast': {'lat': -3.406973670107277, 'lng': 104.0180502798927}, 'southwest': {'lat': -3.409673329892722, 'lng': 104.0153506201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Lamu Desa Dalam Kec Belimbing,True,,ChIJD682_p07Oi4RfNAsSZOWXuY,5.0,ChIJD682_p07Oi4RfNAsSZOWXuY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJD682_p07Oi4RfNAsSZOWXuY
OPERATIONAL,"P3FG+CX, Panta Dewa, Talang Ubi, Muara Enim Regency, South Sumatra 31315, Indonesia","{'location': {'lat': -3.2764375, 'lng': 104.0774375}, 'viewport': {'northeast': {'lat': -3.274840170107277, 'lng': 104.0794166798927}, 'southwest': {'lat': -3.277539829892722, 'lng': 104.0767170201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Jambu Kristal KM FRUIT GARDEN,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103078808571939405990"">Badrie Budiansyah</a>'], 'photo_reference': 'AUGGfZnhKCEd1GSRCA7Ui_2Zwgnmwc_aEgAt5AbJquw_CyBwSgVt_leRZsDRP7k1YloiMZ5v5qmFz43AElryGpdemFML544vd9M9MUZjaXHHzgWQHh4YyBOCYdKsdGlwD3SidM6Arpr2XjsGhiCZuBMVSLf8rWhI0XZ4Tc6TMxkKm0WMzzb6', 'width': 3000}]",ChIJ6aL9L9pHOi4Re1fSHgnM2qg,5.0,ChIJ6aL9L9pHOi4Re1fSHgnM2qg,"['tourist_attraction', 'point_of_interest', 'establishment']",7.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ6aL9L9pHOi4Re1fSHgnM2qg
OPERATIONAL,"H7XG+G2M, Kapitan, kec. Suka merindu, kab. Lahat, Sumatera Selatan 31146, Indonesia","{'location': {'lat': -3.40116, 'lng': 104.27504}, 'viewport': {'northeast': {'lat': -3.399810170107278, 'lng': 104.2763898298927}, 'southwest': {'lat': -3.402509829892723, 'lng': 104.2736901701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pama curung farm,,,ChIJT5zmDQAzOi4R2FWR4Dl_O9w,0.0,ChIJT5zmDQAzOi4R2FWR4Dl_O9w,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJT5zmDQAzOi4R2FWR4Dl_O9w
CLOSED_TEMPORARILY,"MWJ7+6QC, Handayani Mulya, Talang Ubi, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3194374, 'lng': 103.914399}, 'viewport': {'northeast': {'lat': -3.318107120107278, 'lng': 103.9157478798927}, 'southwest': {'lat': -3.320806779892722, 'lng': 103.9130482201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pagaralam,True,,ChIJMwJe0xJrOi4RHRCeoNJP39w,0.0,ChIJMwJe0xJrOi4RHRCeoNJP39w,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJMwJe0xJrOi4RHRCeoNJP39w
OPERATIONAL,"HXHX+978, Bulang, Gunung Megang, Muara Enim Regency, South Sumatra 31352, Indonesia","{'location': {'lat': -3.4215998, 'lng': 103.998205}, 'viewport': {'northeast': {'lat': -3.420299820107278, 'lng': 103.9995821798927}, 'southwest': {'lat': -3.422999479892722, 'lng': 103.9968825201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Bulang Kecik,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109610584392945284933"">Muhammad Syahid</a>'], 'photo_reference': 'AUGGfZkG8Xvl1aj8dnmaz4CwPodsy684q8pg6VMtBAVwRUW1mwofWYLQj1svGWOOXyJ2bisquvSZ9E2_B2UnC34o4da8Bpefx964NcXys9U7lQHBCKsUgydLlNS6hWTBQC8N0WJ0eJ8YthATAXOvYpsmZ3puZW1SWWp-yThJkWgGYw3bLlYH', 'width': 4000}]",ChIJHWivoS89Oi4Rc1KXvULE4_8,5.0,ChIJHWivoS89Oi4Rc1KXvULE4_8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJHWivoS89Oi4Rc1KXvULE4_8
OPERATIONAL,"J3X5+8QX, Bumiayu, Tanah Abang, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3516286, 'lng': 104.0594822}, 'viewport': {'northeast': {'lat': -3.35091755, 'lng': 104.06512235}, 'southwest': {'lat': -3.353761749999999, 'lng': 104.05760215}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talang Padang,,,ChIJzx28aAA5Oi4RRtAidm1Spro,0.0,ChIJzx28aAA5Oi4RRtAidm1Spro,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJzx28aAA5Oi4RRtAidm1Spro
CLOSED_TEMPORARILY,"Q24F+G5M, Babat, Penukal, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.2436674, 'lng': 104.022929}, 'viewport': {'northeast': {'lat': -3.242356870107278, 'lng': 104.0243298298927}, 'southwest': {'lat': -3.245056529892723, 'lng': 104.0216301701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SPN,True,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106665704752909221953"">A Google User</a>'], 'photo_reference': 'AUGGfZlr9jHT0ImI47n7OqG6D_r_wvfGfE5ZppBkE2HBO-g5KD5H2o8GUoGqT60VZgCUB08Nk90_tka_dQ1Dg6bY_qWleQ7Z3n6Vb3R4mhFGFsOUIQIV-o-uWQTlNiKc249d6exGqmE0tB6lO79WHmM56QJOuXVcHTE9URum9AvUz4lGJ591', 'width': 4000}]",ChIJT_gDFStHOi4RX9rXL0cjRvk,5.0,ChIJT_gDFStHOi4RX9rXL0cjRvk,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJT_gDFStHOi4RX9rXL0cjRvk
OPERATIONAL,"M33Q+F3P, Bumiayu, Tanah Abang, Muara Enim Regency, South Sumatra 31314, Indonesia","{'location': {'lat': -3.3462982, 'lng': 104.0876953}, 'viewport': {'northeast': {'lat': -3.344938420107278, 'lng': 104.0890756798927}, 'southwest': {'lat': -3.347638079892722, 'lng': 104.0863760201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,POKDARWIS TEBAT JAMBU,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103214179709183827371"">A Google User</a>'], 'photo_reference': 'AUGGfZkZyxYiI18WRU0qqBUV-rUhV44e0kmhJM_ZEfk3FII-Zu6rm5S___WZjNGAf74X3k9Bki_g2EmP8OnDzJLndm8KM7OLeR8fWnzeNZeBRdZ74skydhdKrxLZiS04yHZ4zddbxUH2McXTdcYw5WqrIe4tNaocfPXGQcylZtD77nR7R_9e', 'width': 3120}]",ChIJR5_Ee-k5Oi4RxQUcy3782jc,4.6,ChIJR5_Ee-k5Oi4RxQUcy3782jc,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJR5_Ee-k5Oi4RxQUcy3782jc
OPERATIONAL,"MJ9X+8R, Semangus, Talang Ubi, Muara Enim Regency, South Sumatra 31214, Indonesia","{'location': {'lat': -3.3316722, 'lng': 103.6496038}, 'viewport': {'northeast': {'lat': -3.329867270107278, 'lng': 103.6514276798927}, 'southwest': {'lat': -3.332566929892723, 'lng': 103.6487280201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batang pelompek,,,ChIJgdn-ZKUNOi4RE8yBPignSUI,0.0,ChIJgdn-ZKUNOi4RE8yBPignSUI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJgdn-ZKUNOi4RE8yBPignSUI
OPERATIONAL,"MWJ7+6QC, Unnamed Road, Handayani Mulya, Kec. Talang Ubi, Kabupaten Muara Enim, Sumatera Selatan 31211, Indonesia","{'location': {'lat': -3.3194374, 'lng': 103.914399}, 'viewport': {'northeast': {'lat': -3.318107120107278, 'lng': 103.9157478798927}, 'southwest': {'lat': -3.320806779892722, 'lng': 103.9130482201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curup Kebayan,,,ChIJ88GtqYdrOi4RcbVskJi5g-4,0.0,ChIJ88GtqYdrOi4RcbVskJi5g-4,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ88GtqYdrOi4RcbVskJi5g-4
OPERATIONAL,"MRWP+F8, South Talang Ubi, Talang Ubi, Penukal Abab Lematang Ilir Regency, South Sumatra, Indonesia","{'location': {'lat': -3.3038156, 'lng': 103.8358098}, 'viewport': {'northeast': {'lat': -3.302374670107278, 'lng': 103.8372559298927}, 'southwest': {'lat': -3.305074329892722, 'lng': 103.8345562701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau banyu urip,,,ChIJjzASRQBrOi4RQNzG8Y4Ktdw,0.0,ChIJjzASRQBrOi4RQNzG8Y4Ktdw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJjzASRQBrOi4RQNzG8Y4Ktdw
OPERATIONAL,"PR4W+GMC, Jl. Merdeka, Talang Ubi Sel., Timur, Kab. Penukal Abab Lematang Ilir, Sumatera Selatan, Indonesia","{'location': {'lat': -3.2936923, 'lng': 103.8466559}, 'viewport': {'northeast': {'lat': -3.292396770107278, 'lng': 103.8479718298927}, 'southwest': {'lat': -3.295096429892722, 'lng': 103.8452721701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Adat Kabupaten Penukal Abab Lematang Ilir,,,ChIJDV7kbwBrOi4RquWmwvKPsQs,0.0,ChIJDV7kbwBrOi4RquWmwvKPsQs,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJDV7kbwBrOi4RquWmwvKPsQs
