formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,url
"Pasar Pangururan, Pangururan, Samosir Regency, North Sumatra 22392, Indonesia","{'location': {'lat': 2.609126, 'lng': 98.69591659999999}, 'viewport': {'northeast': {'lat': 2.610543529892722, 'lng': 98.69732632989272}, 'southwest': {'lat': 2.607843870107278, 'lng': 98.69462667010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman SITOLUHAE HORBO,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101912475938241102538"">Edwan Dolly</a>'], 'photo_reference': 'AUGGfZmi-UKPFRnXGR2aFgYfOh-mIvi9T0DNg4TrCbQPUZt3QLzdakI-MUBL2bxiNbOx6JkLCBVHvqwrS8VlBxk6y7K10KgrCO61jk3gLevBhI8U2obwtJ-4ChVorf2_vkHXILI8oaOEX3VdPbrCTVsLd8lt_hPlUntSD_OFPPG1G10g_owq', 'width': 4160}]",ChIJsf66jxjFMTARKENwWbLSrH0,ChIJsf66jxjFMTARKENwWbLSrH0,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.2,266.0,{'open_now': True},"{'compound_code': 'JM5W+M9 Pasar Pangururan, Samosir Regency, North Sumatra, Indonesia', 'global_code': '6MJWJM5W+M9'}",https://www.google.com/maps/place/?q=place_id:ChIJsf66jxjFMTARKENwWbLSrH0
"MMWQ+6WH, Situngkir, Pangururan, Samosir Regency, North Sumatra 22392, Indonesia","{'location': {'lat': 2.6955706, 'lng': 98.6898657}, 'viewport': {'northeast': {'lat': 2.696747779892723, 'lng': 98.69145032989273}, 'southwest': {'lat': 2.694048120107278, 'lng': 98.68875067010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pantai pasir putih,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104339844084622646385"">Bambang Suprianto</a>'], 'photo_reference': 'AUGGfZmzASpSNHYlQzxA3cCKFeNuNT976SJOvt5wofL5fbItPWX-WbtOhgQblWJOyZPQhpeOZFUGkiH2wJH5w9mpp9Cqu8-dBbxtKW3kNsaE6AZL2i898ju30BjwEt0JnyZDALbbGt8geoTSpYNqoZLiUb1qdVAgOa7BbPepoIpvRaApZJ1H', 'width': 4000}]",ChIJkVayKr3FMTARwlrWiewsIrQ,ChIJkVayKr3FMTARwlrWiewsIrQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.2,406.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJkVayKr3FMTARwlrWiewsIrQ
"Lumban Suhi-Suhi Toruan, Pangururan, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6514377, 'lng': 98.69719579999999}, 'viewport': {'northeast': {'lat': 2.6555149, 'lng': 98.70704479999999}, 'southwest': {'lat': 2.645639, 'lng': 98.68494489999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lumban Suhi-Suhi Toruan,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101806861416146026958"">A Google User</a>'], 'photo_reference': 'AUGGfZnNlOdU88pxku2FGTv_wJUOCSyvoAouJeLk3eINiAKhGccTBJPzYYLl-X4Jst3Elc3UbC9_xZjEWtd-GoXUqya4VZUFifzWtAwGwtNvqmBskrYLa7OYw2c6DEHYX2QZ3XgX-WndpW5xqOiRvIRTseg90LBqj9eF3e5rhWz67xxj0y_S', 'width': 4160}]",ChIJFcbMA8nFMTAR4Ijmya-ZXrM,ChIJFcbMA8nFMTAR4Ijmya-ZXrM,"['administrative_area_level_4', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJFcbMA8nFMTAR4Ijmya-ZXrM
"Jl. Pangururan, Siboro, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392, Indonesia","{'location': {'lat': 2.6249395, 'lng': 98.6573607}, 'viewport': {'northeast': {'lat': 2.626259829892722, 'lng': 98.65872117989272}, 'southwest': {'lat': 2.623560170107277, 'lng': 98.65602152010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Alam Sosor Simoellop,"[{'height': 689, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111874564301074532205"">leonardo sitanggang</a>'], 'photo_reference': 'AUGGfZm1YTIcE-Zls9KYOwv6i7F1_2lvRfaSxODZRTUoFG5Tq5ron2OP9YDdqKHr9dIsHb5jTbHadNI4MEpFWaU-rDk9jLqbXeQdi6jYX-zC_giJLIiL79Q5S17RC5vTJq3n_1nJ6cVh3xUUL_Llbqwn9ITPX7-4voI-t8PnlN-zhLTG1OVt', 'width': 1078}]",ChIJB8nppHjPMTARMqpxaSCQWbs,ChIJB8nppHjPMTARMqpxaSCQWbs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,2.0,{'open_now': True},"{'compound_code': 'JMF4+XW Siboro, Samosir Regency, North Sumatra, Indonesia', 'global_code': '6MJWJMF4+XW'}",https://www.google.com/maps/place/?q=place_id:ChIJB8nppHjPMTARMqpxaSCQWbs
"GPJM+6F5, Rianiate, Pangururan, Samosir Regency, North Sumatra 22393, Indonesia","{'location': {'lat': 2.5305201, 'lng': 98.73373219999999}, 'viewport': {'northeast': {'lat': 2.532052879892722, 'lng': 98.73527252989273}, 'southwest': {'lat': 2.529353220107278, 'lng': 98.73257287010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Air Panas Rianiate,"[{'height': 2997, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103733763964361395773"">Pantas Samosir</a>'], 'photo_reference': 'AUGGfZlCiO9ieId5UPh7zU_koRmI_ioDP2YKNI-nI4rHOQS7lq0yfP8I_u7lwef4f2gI7gpk4ZqSN5fdl0Hhl-Ru3D0qqyxLuAOsSp_7KhhLGIcr0cOqkjbNNI-i4RsAoXlDGrJU-4kr56xY607VoQd00hGFFOPy6SwroSS3Xo0L_JliN8HY', 'width': 5328}]",ChIJCZ8jJZPbMTARX_uS6yFkgSk,ChIJCZ8jJZPbMTARX_uS6yFkgSk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.1,144.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJCZ8jJZPbMTARX_uS6yFkgSk
"HMVQ+229, Tanjung Bunga, Pangururan, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.5925292, 'lng': 98.68761049999999}, 'viewport': {'northeast': {'lat': 2.593887329892722, 'lng': 98.6889507798927}, 'southwest': {'lat': 2.591187670107277, 'lng': 98.68625112010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,I Love Samosir Danau Toba,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109554163721834487526"">Yui san</a>'], 'photo_reference': 'AUGGfZn2t_uJna3I4SfI6vbrVZ7LYns_3pbX1Lb3m34ib_wdzXtzt9tm825EV_cgoRyphR0QdCROlKzB-3fnAPMeUkCD1ekBJz2uL-HpWL9ptyuKcPPaIfeb41RwFxZrECyV4UzdJuES7NktsGit0MFryR7pAZ5acHk_qxmGOrIdmAOMkn0W', 'width': 4000}]",ChIJtaeOmq_FMTAR4a6ANmVUUXY,ChIJtaeOmq_FMTAR4a6ANmVUUXY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtaeOmq_FMTAR4a6ANmVUUXY
"JP22+FR3, Unnamed Road, Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392, Indonesia","{'location': {'lat': 2.6011438, 'lng': 98.70205329999999}, 'viewport': {'northeast': {'lat': 2.602584529892723, 'lng': 98.70333912989273}, 'southwest': {'lat': 2.599884870107278, 'lng': 98.70063947010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterfront City Pangururan,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104706895021063350655"">A Google User</a>'], 'photo_reference': 'AUGGfZlP0zAt6851i3BuZy4oF5Mz9jlbA8S4ICdBKL9ofrHg8FjbFybU_uV8sXFOUfjv3sb8BljvdmLuFkoJz2CPQFyc1Dr1pgxj2fRSWvw7QQmendwuMU0uvwro5mTj58S1CL4fXeXJxH6dX2HgLfRIJZjv1MavRbk5P1PVSKZwYA0JcrKU', 'width': 3264}]",ChIJXS6iE6rFMTARaHVoB1fyChQ,ChIJXS6iE6rFMTARaHVoB1fyChQ,"['amusement_park', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,211.0,,,https://www.google.com/maps/place/?q=place_id:ChIJXS6iE6rFMTARaHVoB1fyChQ
"JMJ3+MXF, Siboro, Sianjur Mula Mula, Samosir Regency, North Sumatra, Indonesia","{'location': {'lat': 2.6316978, 'lng': 98.6549115}, 'viewport': {'northeast': {'lat': 2.632712779892722, 'lng': 98.65655817989271}, 'southwest': {'lat': 2.630013120107278, 'lng': 98.65385852010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Burung,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110021272728188017185"">Fadhli Alfarisy</a>'], 'photo_reference': 'AUGGfZnTXdeBhopaHZwijVnLoVgaGLzJGtxC_jc_eeeGK2a4NJNhvPzxlZrVE6dFSvH6yBkXO-7H596W270wFp9KoW-s7C7HcD6WLq3JK201fg0HvGZV8ny8iaV19FoTXGvWhsISukXBR_XqBI_Eow8rJwxrQ5IrfETPBT-0CNVdZd3v7q2B', 'width': 1920}]",ChIJf6ufzn7PMTAR9Cca5Ee-y8c,ChIJf6ufzn7PMTAR9Cca5Ee-y8c,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,129.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJf6ufzn7PMTAR9Cca5Ee-y8c
"GPVM+H3R, Rianiate, Pangururan, Samosir Regency, North Sumatra 22392, Indonesia","{'location': {'lat': 2.543993, 'lng': 98.73265529999999}, 'viewport': {'northeast': {'lat': 2.545345079892722, 'lng': 98.73400312989273}, 'southwest': {'lat': 2.542645420107278, 'lng': 98.73130347010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pandumpasan,"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113584969878726152128"">Esman Simbolon</a>'], 'photo_reference': 'AUGGfZnp6zb9Mk5bMLrXHYpZveRpFoyBem9kykrwCu4R3g4LumK8mChGDgNlXytqeASGGcf9aRV_mjifhHVf68GDfhy7G6--cc1NgLACgyWKAuDaZCy6oUiK4fTKFc2bfGCvHn8IM2Po8EjA5hNjLy_m7zg8tURjerrUJPPmRfynL19N6iDa', 'width': 1888}]",ChIJ--MjFBfbMTARNhoudZYtx-0,ChIJ--MjFBfbMTARNhoudZYtx-0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.8,5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ--MjFBfbMTARNhoudZYtx-0
"JM9J+42J Batu Porpor, Jl. Aek Rangat, Siogung-Ogung, Kabupaten Samosir, Sumatera Utara, Indonesia","{'location': {'lat': 2.6178626, 'lng': 98.6800259}, 'viewport': {'northeast': {'lat': 2.619170829892722, 'lng': 98.68137207989274}, 'southwest': {'lat': 2.616471170107278, 'lng': 98.67867242010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Porpor Panorama Nauli,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104032159326593500632"">A Google User</a>'], 'photo_reference': 'AUGGfZlqpV4CzYWCQvetsSGzdLVUM3C7LcAKozJ2djlA1mrAMOXvp4tbk8ilfiI-E19XsYOOvR3iuf6xCyP8pnUcxY6Kb5Vx6SitFJnn_SQ0rhAq-AfNAIX4Rlc4ZnQ1paelnweUPw6hkPv0cSE8KFNdt6al_btjDcIXsU4meuBdinGA6DlF', 'width': 1800}]",ChIJfYAGcvXFMTARe7RvS4XFOqg,ChIJfYAGcvXFMTARe7RvS4XFOqg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,4.0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJfYAGcvXFMTARe7RvS4XFOqg
"JP22+CJF, Pardomuan I, Pangururan, Samosir Regency, North Sumatra 22392, Indonesia","{'location': {'lat': 2.6010505, 'lng': 98.7015571}, 'viewport': {'northeast': {'lat': 2.602475829892722, 'lng': 98.70294302989272}, 'southwest': {'lat': 2.599776170107277, 'lng': 98.70024337010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelataran Totem Dunia Water Front Pangururan,,ChIJh2gDZADFMTARfuiD0sltjWU,ChIJh2gDZADFMTARfuiD0sltjWU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJh2gDZADFMTARfuiD0sltjWU
