business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,price_level,url
OPERATIONAL,"RJ22+G4R, Sikumana, Maulafa, Kupang City, East Nusa Tenggara 85142, Indonesia","{'location': {'lat': -10.1985904, 'lng': 123.6001078}, 'viewport': {'northeast': {'lat': -10.19720127010727, 'lng': 123.6014425298927}, 'southwest': {'lat': -10.19990092989272, 'lng': 123.5987428701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata air Lobang,ChIJpezcJ0KbViwRjVWtEZA_YXk,4.0,ChIJpezcJ0KbViwRjVWtEZA_YXk,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106667405172468821117"">Frandi Huan</a>'], 'photo_reference': 'AUGGfZm-ZKhUU_Qu-FCMYll-Xwp8XTL2rR4RGMHoj6KqEpyN8aYNK3kIDbS7WV0VHqd8Mq_svQ1NptGqVuJcpBuyH9KE1YP_CvVoHY7qWjVkUHVvT1zU1rUDilMHoGBakwsIGIaak8xheX57sjIklQbZ7tXv-YBPoGJrQTVQD23fKISCNLRJ', 'width': 3000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJpezcJ0KbViwRjVWtEZA_YXk
OPERATIONAL,"Jl. Ikan Tongkol, Lahilai Bissi Kopan, Kec. Kota Lama, Kota Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1613125, 'lng': 123.5766875}, 'viewport': {'northeast': {'lat': -10.16002637010728, 'lng': 123.5779936798927}, 'southwest': {'lat': -10.16272602989272, 'lng': 123.5752940201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Koepan LLBK,ChIJHYsdNIucViwRNzjrbybixoA,4.5,ChIJHYsdNIucViwRNzjrbybixoA,"['tourist_attraction', 'point_of_interest', 'establishment']",1142,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106266911468410029837"">Iwan Isdarwanto</a>'], 'photo_reference': 'AUGGfZkq7PhuOgmiLkG6ZyaFWitu7ybpdNZRjVP3qISS6m5wqDhAjVnWMvmPe0eDeqgFHY7ZFrMhcF28_ZFxGewt91L36X-PlxwjR5BYzflhdavS64KEwvH5ezmnkdaJeljt7CpCBB5W1Ky7HkdY-_1tVEItVD6nlbeXnWIlOUU7RHqbY3xq', 'width': 4160}]",,"{'compound_code': 'RHQG+FM Lahilai Bissi Kopan, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RHQG+FM'}",1.0,https://www.google.com/maps/place/?q=place_id:ChIJHYsdNIucViwRNzjrbybixoA
OPERATIONAL,"VJ36+CWC, Jl. Terusan Timor Raya, Kec. Klp. Lima, Kota Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1464327, 'lng': 123.6122642}, 'viewport': {'northeast': {'lat': -10.14504347010728, 'lng': 123.6137078798927}, 'southwest': {'lat': -10.14774312989272, 'lng': 123.6110082201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pasir Panjang Kupang,ChIJp1ZpHNKcViwRmZqHeYuHwOg,4.2,ChIJp1ZpHNKcViwRmZqHeYuHwOg,"['tourist_attraction', 'point_of_interest', 'establishment']",242,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106979486182408027351"">rendy junaedy</a>'], 'photo_reference': 'AUGGfZn7NuGYZaKwWf6xrnZRQfB49v0TzC-GKVVfZV9nTMmbfDsCGKxuaOLENmh8bqbmd7m6W98VrdCd9i0Fe5gn3Eqvv0b_rKmQlLz6NGHwBb7vauBOue2BdSvxf9gdXkle26qQQUvlpWBhhfxdxnuPL-niB3Nv4NgBjjZhCzq9XVn7SL0O', 'width': 4608}]",{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJp1ZpHNKcViwRmZqHeYuHwOg
OPERATIONAL,"Mercusuar Kota Kupang, Fatufeto, Kec. Alak, Kota Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1618864, 'lng': 123.5748373}, 'viewport': {'northeast': {'lat': -10.16055217010728, 'lng': 123.5761965298927}, 'southwest': {'lat': -10.16325182989272, 'lng': 123.5734968701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Vuurtoren aan de Kust van Kupang,ChIJ3f0HP9adViwR5LkwNRGiY8A,4.7,ChIJ3f0HP9adViwR5LkwNRGiY8A,"['tourist_attraction', 'point_of_interest', 'establishment']",21,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113432950181563121653"">Palti</a>'], 'photo_reference': 'AUGGfZk-0XYk_BMBaO0flWTdyIKKu_PMqdm7NXLuz52KnasfK_wKrEEHMHpmHD47ljjhQCp2A6OtjFkE3YFdSrRjlLZjHFsZYQ7lQ2bHvV8ctgVzu0ndh4WLpvAVFKdpxHLM-4n9YVRCyzd6VnDBDxnemXfYuUwNbB0JrHOaC6gTEMAqLVty', 'width': 3264}]",,"{'compound_code': 'RHQF+6W Fatufeto, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5RHQF+6W'}",,https://www.google.com/maps/place/?q=place_id:ChIJ3f0HP9adViwR5LkwNRGiY8A
OPERATIONAL,"RH2J+92P, Batuplat, Alak, Kupang City, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1991002, 'lng': 123.5800908}, 'viewport': {'northeast': {'lat': -10.19778307010728, 'lng': 123.5814395298927}, 'southwest': {'lat': -10.20048272989272, 'lng': 123.5787398701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RUMAH FRYDOM MULLE,ChIJE5UOC5qbViwREHEh0La6QrM,5.0,ChIJE5UOC5qbViwREHEh0La6QrM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112211992303133558236"">A Google User</a>'], 'photo_reference': 'AUGGfZlEVWTsHiQwadzLMDxNbHjzYV10OVdG3nLDp0HuxB5GvXwmiC4LQ8AQlcra7SyqeWu2daYuSERonm_kV3iCx-qcyBjcC43VGuI948pGTp3FS0o-DrYPKvs6hSTjhqwgawo98NlpLaN0zDBsy6RsXaPfX5124pKakVobkxZXm3DLLXdK', 'width': 1080}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJE5UOC5qbViwREHEh0La6QrM
OPERATIONAL,"RJF4+4RF, Oebobo, Kupang City, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1771997, 'lng': 123.6070329}, 'viewport': {'northeast': {'lat': -10.17575352010728, 'lng': 123.6088964798927}, 'southwest': {'lat': -10.17845317989272, 'lng': 123.6061968201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tengah laut,ChIJR83qO8-bViwRCRJaXtEP4TA,0.0,ChIJR83qO8-bViwRCRJaXtEP4TA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJR83qO8-bViwRCRJaXtEP4TA
OPERATIONAL,"RH9P+C5V, Air Nona, Kota Raja, Kupang City, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1813891, 'lng': 123.5854388}, 'viewport': {'northeast': {'lat': -10.18004502010728, 'lng': 123.5868195298927}, 'southwest': {'lat': -10.18274467989272, 'lng': 123.5841198701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Airnona,ChIJpXyu5WKbViwRch3UKzoQrWk,4.1,ChIJpXyu5WKbViwRch3UKzoQrWk,"['tourist_attraction', 'point_of_interest', 'establishment']",151,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100005721618757523934"">Iwan Lulu</a>'], 'photo_reference': 'AUGGfZnx6MHKloSUdXfXdrsA52IsLMVyLkvAYdg8zS9-_QutgYV4ydhl2qNMCDufGI0jAnsmsbGit1HGtgV0kbw-avMT1W47VaCCCGquWGbzxzm7kmJry1usc27a7Sk6BECInyVf5NjPjpIg3E0v_-nTDJBxJPlpzYljoX34Rk2B1gdVmV0F', 'width': 4032}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJpXyu5WKbViwRch3UKzoQrWk
OPERATIONAL,"RJG2+4GM, Oebobo, Kupang City, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1747842, 'lng': 123.6014375}, 'viewport': {'northeast': {'lat': -10.17345402010728, 'lng': 123.6027997298927}, 'southwest': {'lat': -10.17615367989272, 'lng': 123.6001000701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jagung bakar dan kelapa muda CINTA,ChIJHdFgydydViwRXqReUf7BWmk,0.0,ChIJHdFgydydViwRXqReUf7BWmk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106090648986639629205"">A Google User</a>'], 'photo_reference': 'AUGGfZl-7FFPZG1pNkDr--g9uullHBc8Wlrfx0gjdzoKewnv1ncbGbj3LEwluvKbq7XpSrRgPSt2pcpTSqrMM93lv9tDX_aAZoxxrCPZeBWQl_0RV3gIDLF1at5seBPUijLg34ep2EPWPCzdeuvSFcKsr4RP0XD8_QuI6QKbFA8y7Z-tFtpQ', 'width': 4608}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJHdFgydydViwRXqReUf7BWmk
OPERATIONAL,"RJF4+4RF, Oebobo, Kupang City, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1771997, 'lng': 123.6070329}, 'viewport': {'northeast': {'lat': -10.17575352010728, 'lng': 123.6088964798927}, 'southwest': {'lat': -10.17845317989272, 'lng': 123.6061968201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Amarasi timur,ChIJTQfc6L6bViwR1KDhUhItb30,0.0,ChIJTQfc6L6bViwR1KDhUhItb30,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJTQfc6L6bViwR1KDhUhItb30
OPERATIONAL,"RH59+X3W, Batuplat, Alak, Kupang City, East Nusa Tenggara, Indonesia","{'location': {'lat': -10.1900027, 'lng': 123.5677512}, 'viewport': {'northeast': {'lat': -10.18856122010728, 'lng': 123.5690527298927}, 'southwest': {'lat': -10.19126087989272, 'lng': 123.5663530701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah kebun,ChIJr6UOFACbViwRCzTpnRF6THU,4.0,ChIJr6UOFACbViwRCzTpnRF6THU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJr6UOFACbViwRCzTpnRF6THU
OPERATIONAL,"Jl. Terusan Timor Raya No.135, Pasir Panjang, Kec. Kota Lama, Kota Kupang, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.1486838, 'lng': 123.6079425}, 'viewport': {'northeast': {'lat': -10.14758712010728, 'lng': 123.6093325298927}, 'southwest': {'lat': -10.15028677989272, 'lng': 123.6066328701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Subasuka,ChIJWa0veZGdViwR3AjwBF7-VI8,3.6,ChIJWa0veZGdViwR3AjwBF7-VI8,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106090648986639629205"">A Google User</a>'], 'photo_reference': 'AUGGfZl0IpLZpJDT94oH4cgmMq9eAyee8I37ymrt0_zn5fFqSk0fAYT1OvWkf0tch30KgE098fjJoiWEg7rDXhJPODEjpvIL7C_vRxpooZnAJlkPqwDEmRLcIj1pNT_rJUkwGtz3786IPf3pdyTz4SRfz6aXUCgXhCIFxGBGipNHuVLwW1mL', 'width': 4160}]",,"{'compound_code': 'VJ25+G5 Pasir Panjang, Kupang City, East Nusa Tenggara, Indonesia', 'global_code': '5QX5VJ25+G5'}",,https://www.google.com/maps/place/?q=place_id:ChIJWa0veZGdViwR3AjwBF7-VI8
OPERATIONAL,"RJX7+QM2, Jalan Doktor Samratulangi Raya, Klp. Lima, Kec. Klp. Lima, Kota Kupang, Nusa Tenggara Tim. 85228, Indonesia","{'location': {'lat': -10.1506092, 'lng': 123.6141317}, 'viewport': {'northeast': {'lat': -10.14944442010728, 'lng': 123.6154892298927}, 'southwest': {'lat': -10.15214407989272, 'lng': 123.6127895701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Tourism Monkey,ChIJYUGQtM6cViwRnpe4-wtvqt0,4.0,ChIJYUGQtM6cViwRnpe4-wtvqt0,"['tourist_attraction', 'point_of_interest', 'establishment']",291,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112529707418763601640"">Oliver Kramer</a>'], 'photo_reference': 'AUGGfZkKo5VE2QGoGBeXZ55VGTSUPmEBYH5Ga6URVeQFXf3fWnIQqJ6-njjRLyEWdcUrtarFaf7vbb9s7LQO_0bej3DVOhYVEVGwl_9p53vR2B2u05O0xdidyM_giksMywxj8LZTMRWFPYPRzPJBQTGzqr41vNgs9ux9JotGSOYbQ_ql_tJ5', 'width': 3984}]",{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJYUGQtM6cViwRnpe4-wtvqt0
