business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"74PF+J4J, Olakile, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.713411599999999, 'lng': 121.1227505}, 'viewport': {'northeast': {'lat': -8.712254720107278, 'lng': 121.1242565298927}, 'southwest': {'lat': -8.714954379892722, 'lng': 121.1215568701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Cinta Dena Biko,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109974960019144862698"">John Stefanus Chandra</a>'], 'photo_reference': 'AUGGfZmUrdjXOeOoys2FJKLtCRXnmdFUFvtV0Fhll_DhcvHV4YHCrOFkShwu10jPv0-3LAfk-4GlFM5-gXKvDkqWDIgdshpEC-6ZlxUD7YUIVN6fxr5lhCg1lt80D-Pi1pmVP2QX5a9dp559bElO5le3Uy3mcCo8UzWrSnZto5tZTYe7q648', 'width': 4000}]",ChIJ_dT9md3vsi0R_LH_vubo1cI,,4.8,ChIJ_dT9md3vsi0R_LH_vubo1cI,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJ_dT9md3vsi0R_LH_vubo1cI
CLOSED_TEMPORARILY,"868C+R3, Dhereisa, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6828545, 'lng': 121.2201121}, 'viewport': {'northeast': {'lat': -8.680706449999997, 'lng': 121.2217310798927}, 'southwest': {'lat': -8.683628650000001, 'lng': 121.2190314201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Greenhouse,,ChIJtTJEQxvtsi0RZdO0gn6CyCs,,0.0,ChIJtTJEQxvtsi0RZdO0gn6CyCs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJtTJEQxvtsi0RZdO0gn6CyCs
OPERATIONAL,"86M7+9C6, Tengatiba, Aesesa Selatan, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.666577, 'lng': 121.2135085}, 'viewport': {'northeast': {'lat': -8.664544649999996, 'lng': 121.2151952298927}, 'southwest': {'lat': -8.667254450000003, 'lng': 121.2124955701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air panas dadhowawo,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106878716911864241391"">A Google User</a>'], 'photo_reference': 'AUGGfZndxa0vvgovTNvxpSYgbXSnm2pzkbPOWlZqmM6cW2sse_o1aId7gf0BCZiptnYPLpkn_6QccE0tXMQd8Iz0j6kdPn1qxNC-2RnTOUMIz88WY6f6bvzXgNV1BpMLXW2f9B83pEuoWrH7MIkCXMkHna2gySiWQi4k0t3mPxc_TWeejsww', 'width': 960}]",ChIJJwgZIi_tsi0R0XUqzI9EorE,,0.0,ChIJJwgZIi_tsi0R0XUqzI9EorE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJJwgZIi_tsi0R0XUqzI9EorE
CLOSED_TEMPORARILY,"93GM+8V, Focolodorawe, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.624219499999999, 'lng': 121.0846822}, 'viewport': {'northeast': {'lat': -8.622897370107276, 'lng': 121.0862897798927}, 'southwest': {'lat': -8.62559702989272, 'lng': 121.0835901201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Aeledhu,,ChIJ52IJ8jvxsi0RpRfOqRBsjEk,,0.0,ChIJ52IJ8jvxsi0RpRfOqRBsjEk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJ52IJ8jvxsi0RpRfOqRBsjEk
CLOSED_TEMPORARILY,"66HW+28, Wolowea, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.772437499999999, 'lng': 121.2458125}, 'viewport': {'northeast': {'lat': -8.770789870107276, 'lng': 121.2468991798927}, 'southwest': {'lat': -8.77348952989272, 'lng': 121.2441995201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,wolonila,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115623171623071600529"">A Google User</a>'], 'photo_reference': 'AUGGfZldvmbpCTq9ZAn6xybI2P9ov6C9ba-0dxzpNO8LmiDuM6nMIzBGwS3Xj8J23j8laFZ64H0wcs0WIyW7YQjxeDdvEA74AOwhWPA5xNlvE5hLqHkGd3QNOb0us94-P2NFilW1W_bGGzaPrEm0x5G-xUjMnjOCQ1mKSmKYPYbeS51LT4dv', 'width': 3000}]",ChIJnVvjUr7rsi0R4IFdpgsFFS0,,0.0,ChIJnVvjUr7rsi0R4IFdpgsFFS0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJnVvjUr7rsi0R4IFdpgsFFS0
OPERATIONAL,"873G+6Q4, Rendu Butowe, Aesesa Selatan, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.696976099999999, 'lng': 121.2769483}, 'viewport': {'northeast': {'lat': -8.695626270107278, 'lng': 121.2782981298928}, 'southwest': {'lat': -8.698325929892722, 'lng': 121.2755984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngaba Tata Waterfall,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116064225925210143840"">pejuang tangguh</a>'], 'photo_reference': 'AUGGfZnCoex92zwQDv10lwb4RDI7M8VTfIhQr8lVb7OBdYHQ42FuubgMqQx6p2nmETmd9eqTgPwM97AhAkZZDpQoliv24Kvoe4RBS_-eaej5hU-MQBcTxfEW1lr8EvdeWQEVX5GItlFslkN6jaWHb9N5hjPJ6Y2o9ljUxMMRp_HlXXbasoC-', 'width': 3456}]",ChIJbaD1hziTsi0RnIuv8veyjf8,,4.6,ChIJbaD1hziTsi0RnIuv8veyjf8,"['tourist_attraction', 'point_of_interest', 'establishment']",19,,https://www.google.com/maps/place/?q=place_id:ChIJbaD1hziTsi0RnIuv8veyjf8
OPERATIONAL,"Labolewa, Aesesa, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.671544299999999, 'lng': 121.2854834}, 'viewport': {'northeast': {'lat': -8.670194470107276, 'lng': 121.2868332298927}, 'southwest': {'lat': -8.67289412989272, 'lng': 121.2841335701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawa traditional village,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100062465987879167733"">kasimirus dhoy</a>'], 'photo_reference': 'AUGGfZl1ZsIEYtZE_fXxjW21uQuUOxtakl6KTZQWQ7z-jrY9UiQDmTH9d5s1c-kKkoi-l_aJaFM0vuJO-lcLccOguFDILJuiZyYk0u8xDR1aSTd5aRq6d-NQfcvtT5aTS8dE8L0_BK-iyT5cXlEL-yktILHWJQXCd6lbKUw_LHxt9AQNR6Q', 'width': 1920}]",ChIJFcjRW2aTsi0R4fdYxNoIiPY,"{'compound_code': '87HP+95 Labolewa, Nagekeo Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q3387HP+95'}",4.8,ChIJFcjRW2aTsi0R4fdYxNoIiPY,"['tourist_attraction', 'point_of_interest', 'establishment']",17,,https://www.google.com/maps/place/?q=place_id:ChIJFcjRW2aTsi0R4fdYxNoIiPY
CLOSED_TEMPORARILY,"66J4+2W8, Rega, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7700629, 'lng': 121.2076283}, 'viewport': {'northeast': {'lat': -8.768703820107278, 'lng': 121.2089819798928}, 'southwest': {'lat': -8.771403479892722, 'lng': 121.2062823201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Adat Natameze,,ChIJWTmm1J_rsi0RtacP2sb8Y08,,0.0,ChIJWTmm1J_rsi0RtacP2sb8Y08,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJWTmm1J_rsi0RtacP2sb8Y08
OPERATIONAL,"Ululoga, Nuamuri, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8454219, 'lng': 121.195845}, 'viewport': {'northeast': {'lat': -8.844071120107277, 'lng': 121.1972118298927}, 'southwest': {'lat': -8.84677077989272, 'lng': 121.1945121701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Ululoga,"[{'height': 5184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103845755141282051468"">A Google User</a>'], 'photo_reference': 'AUGGfZk60JI7VDFQn-qJIlYTGOHa1tdKrGnqVPTVJsLYS7Zm2mW7H2vSptgTeJq8DmWAOekZ8_ifDAsbkDR0ltqphk-FqAbiSBZSTy_Ga1yT-gX-9VBp_echXMlg8zXrXfdMgSD8r57S1HyXSg-rD9j9gGHEbU8h-UiBjCNBRhbjaphNBY7A', 'width': 3456}]",ChIJxy_5H0rBsi0RcUJQV6YsVZU,"{'compound_code': '553W+R8 Ululoga, Nagekeo Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q33553W+R8'}",5.0,ChIJxy_5H0rBsi0RcUJQV6YsVZU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,https://www.google.com/maps/place/?q=place_id:ChIJxy_5H0rBsi0RcUJQV6YsVZU
OPERATIONAL,"45WX+MX, Ululoga, Mauponggo, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8533674, 'lng': 121.1998837}, 'viewport': {'northeast': {'lat': -8.852591220107279, 'lng': 121.2006441298927}, 'southwest': {'lat': -8.855290879892722, 'lng': 121.1979444701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Panas-Lowobana,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103845755141282051468"">A Google User</a>'], 'photo_reference': 'AUGGfZklkUFB9GYV63Z8qBL-TTGbT-xN0XxkEmpcf5N9aTAdY7BUqcjiXzw9FztQOlEnYX-gy4xZUppVesnxnbI9f1FpzYN0TqhJvv2sBt9lvMP0tTIzQ_aYjjcYrbZPhSqM6sVKF-wd7qHYOJ8UD_IDMW6C-693kmkAYps5-go_7V7L7QpA', 'width': 1080}]",ChIJ91edMB_Bsi0RNfPolEkyHZc,,4.0,ChIJ91edMB_Bsi0RNfPolEkyHZc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJ91edMB_Bsi0RNfPolEkyHZc
OPERATIONAL,"Jln. Ampera Rt. 014 Nagepada, Natanage Tim., Kec. Boawae, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.764005, 'lng': 121.1729715}, 'viewport': {'northeast': {'lat': -8.762658920107278, 'lng': 121.1743068798927}, 'southwest': {'lat': -8.765358579892721, 'lng': 121.1716072201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Lorong Dolog Boawae,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109608097798848042560"">A Google User</a>'], 'photo_reference': 'AUGGfZl0CRTCnQl5NkQ5bWICK3InTxS6ldsa5QKmSSjFkL2ThPmIUsqjR8cklre76jhc4uEpOuZhy7Eiozzms8XW-26TktGGAE_v2kG1NBaWkGO4YTjnkJdwVTcbgyPO3wcPlnwdrcwfLMWI3y4uRsmXadYZ4amKpO4Q-9xjFnDv9jlbNeQX', 'width': 1080}]",ChIJB0zYHA3rsi0RWs5fiaH_Nec,"{'compound_code': '65PF+95 Natanage Timur, Nagekeo Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q3365PF+95'}",4.7,ChIJB0zYHA3rsi0RWs5fiaH_Nec,"['park', 'point_of_interest', 'establishment']",6,,https://www.google.com/maps/place/?q=place_id:ChIJB0zYHA3rsi0RWs5fiaH_Nec
OPERATIONAL,"57WH+WQ2, Gezu, Kotakeo, Kec. Nangaroro, Kabupaten Nagekeo, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8027319, 'lng': 121.2793804}, 'viewport': {'northeast': {'lat': -8.801372620107278, 'lng': 121.2807240798927}, 'southwest': {'lat': -8.804072279892722, 'lng': 121.2780244201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gezu,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112659871199558865983"">A Google User</a>'], 'photo_reference': 'AUGGfZnpWZQ0A3STipYqJkO8ecJbwilq5RqZkIPtjYQhdBu2xXf8esc5X7cHs_y16q3YU111DjpMj5JsJv5S0s4uvK5OisoMM_DSDiVQRQ0f0W7RIpmXYvdYBfdQGgbH0BKmm57tIDRcQKPBvcFs03AAyyaaq9km-a2TOojPs8r5jQ4eyLpF', 'width': 1200}]",ChIJZZD81Dq_si0Rap4OlQk_Qfk,,5.0,ChIJZZD81Dq_si0Rap4OlQk_Qfk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJZZD81Dq_si0Rap4OlQk_Qfk
OPERATIONAL,"649F+V73, Rowa, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7803536, 'lng': 121.1231806}, 'viewport': {'northeast': {'lat': -8.779215720107278, 'lng': 121.1239246798927}, 'southwest': {'lat': -8.781915379892721, 'lng': 121.1212250201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kebun Bheku,,ChIJhcJ5YwDpsi0RYOBYfDykjqs,,0.0,ChIJhcJ5YwDpsi0RYOBYfDykjqs,"['park', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJhcJ5YwDpsi0RYOBYfDykjqs
OPERATIONAL,"56XP+X5X, Wea Au, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.800015, 'lng': 121.2354887}, 'viewport': {'northeast': {'lat': -8.798665170107277, 'lng': 121.2368385298927}, 'southwest': {'lat': -8.801364829892723, 'lng': 121.2341388701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Sawah Eghodoa,,ChIJYR-c0A3Bsi0RAelyqq3BbI0,,3.0,ChIJYR-c0A3Bsi0RAelyqq3BbI0,"['park', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJYR-c0A3Bsi0RAelyqq3BbI0
