business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,price_level,permanently_closed,url
OPERATIONAL,"4XPV+8VC, Tiworiwu, Jerebuu, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.864198199999999, 'lng': 120.9946518}, 'viewport': {'northeast': {'lat': -8.86279377010728, 'lng': 120.9960016298927}, 'southwest': {'lat': -8.865493429892723, 'lng': 120.9933019701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Manulalu Panorama,{'open_now': True},ChIJ4e0svS7csi0RK4oHVuLxAOo,4.6,ChIJ4e0svS7csi0RK4oHVuLxAOo,"['tourist_attraction', 'point_of_interest', 'establishment']",394,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117382147254391933899"">Paulina Ping</a>'], 'photo_reference': 'AUGGfZnPGr9eso5kpZdbfG8XyUCpZ7FiGyGZLg44DK5U44-UXvql8a4xOpOO0o1GOriKffZxT_EgrkyaGCRE_oZgS2yUG9arUwXejxHgsBwN_0C9GgRHrUxpJaXE_apdt-yGV1VJ3hEzQwnu9rduCLtsxQDZB94McLz-ZcM2-JgJ0m8ZkZei', 'width': 1920}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ4e0svS7csi0RK4oHVuLxAOo
OPERATIONAL,"5XF6+WH7, Bomari, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8252057, 'lng': 120.9614367}, 'viewport': {'northeast': {'lat': -8.823855870107277, 'lng': 120.9627865298927}, 'southwest': {'lat': -8.82655552989272, 'lng': 120.9600868701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BOMUZI COOL,{'open_now': True},ChIJY_Cl3Bffsi0RBgeI66wPZzU,4.9,ChIJY_Cl3Bffsi0RBgeI66wPZzU,"['tourist_attraction', 'point_of_interest', 'establishment']",10,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111110680305520569099"">A Google User</a>'], 'photo_reference': 'AUGGfZkSJ9rameRKQ0hzhre1piq5JgNqLg6xabtnf27PbplGsEPJogKqGSjCQN2ZzwetO884UZVqJoNJ-nL5CgGROGwa3QwdKyl6mkx4akrQTqUJg-U1FfkYHlfgVBVSYWQQNJG3Hwu9BMEHMC8jtMO1g6ST-72cX89W1WjwRmhulY0dLZST', 'width': 1952}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJY_Cl3Bffsi0RBgeI66wPZzU
CLOSED_TEMPORARILY,"Jalan Soga Rea No.1, Mangulewa, Golewa Bar., Kabupaten Ngada, Nusa Tenggara Tim. 86460, Indonesia","{'location': {'lat': -8.8063652, 'lng': 121.0301616}, 'viewport': {'northeast': {'lat': -8.804989720107278, 'lng': 121.0314161798927}, 'southwest': {'lat': -8.807689379892722, 'lng': 121.0287165201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok Tanatoro,,ChIJPX2irV7nsi0RaklO2gfScZU,0.0,ChIJPX2irV7nsi0RaklO2gfScZU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109256664505341838186"">cletus nono</a>'], 'photo_reference': 'AUGGfZl_OEyt-veTxbOEjtXntmowgb9NWt2DdnbCKe-74J-SulrLfquZWx-ibMAIsyKar7WkrqMrbraEr3DIlXwukiuQMt4NC5vVP0i8NATK7KQZ-suS31trsZwTge_ub8xN_wOZ2bOGr-3maRkfqKk6mPqt6CpWyAxrPm1G-bn98uO-vQJw', 'width': 4160}]","{'compound_code': '52VJ+F3 Mangulewa, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q3352VJ+F3'}",,True,https://www.google.com/maps/place/?q=place_id:ChIJPX2irV7nsi0RaklO2gfScZU
OPERATIONAL,"62PM+C3G, Faobata, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7639255, 'lng': 121.0327124}, 'viewport': {'northeast': {'lat': -8.762751470107276, 'lng': 121.0337143798927}, 'southwest': {'lat': -8.76545112989272, 'lng': 121.0310147201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Waeseso,,ChIJs_pgEPbmsi0RAsad1dfIlz0,3.0,ChIJs_pgEPbmsi0RAsad1dfIlz0,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102953515178681373900"">A Google User</a>'], 'photo_reference': 'AUGGfZmouRBbQLtuP72O9JSrJS69pRk9O_wwzumg9_Rc8p1G1q47kR8VZN6NnawBoSCw9tykll8Gwa0UKlqS20SkGh1UiyuR_oYCYhQWX1IYT8fJPSyX7VcoS35Fu38Ab62q5P1-EvQ6_RNW5Hu8xm-nEBlftuA1mlBw44UoXeLc3znH2v5R', 'width': 3120}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJs_pgEPbmsi0RAsad1dfIlz0
OPERATIONAL,"5X7J+VGF, Unnamed Road, Beja, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8353214, 'lng': 120.9813048}, 'viewport': {'northeast': {'lat': -8.833971570107279, 'lng': 120.9826546298927}, 'southwest': {'lat': -8.836671229892723, 'lng': 120.9799549701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Flores above the clouds,,ChIJhduLbazfsi0RH68mOLJ4SD0,4.7,ChIJhduLbazfsi0RH68mOLJ4SD0,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110313213243457163871"">A Google User</a>'], 'photo_reference': 'AUGGfZnEIC8IUgMzFtkklqICp-16pjs8_rNb-UAo3WmIDSuNcLMFLQdsTvTh22fQ_j8Gg-K0rwmumhvfKt3m2FqDQdBAmhR-eGWWicgN3As6kZJ-F_KWIEuSBd-eRpJgAsbZsqXFTKbQbh6Ar4sV9wKnE7KshDHtp6YJpGrIpwb0jLzC0jyq', 'width': 960}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJhduLbazfsi0RH68mOLJ4SD0
OPERATIONAL,"62H9+FVR, Faobata, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.771270399999999, 'lng': 121.0196366}, 'viewport': {'northeast': {'lat': -8.769832420107278, 'lng': 121.0209762298928}, 'southwest': {'lat': -8.772532079892722, 'lng': 121.0182765701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Desa Pape kec. Bajawa kabupaten Ngada,,ChIJf3kriKznsi0Rht8TK27mbqA,4.7,ChIJf3kriKznsi0Rht8TK27mbqA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105068973380272925490"">A Google User</a>'], 'photo_reference': 'AUGGfZmfk3wsEvgY0bekO4K-5v7mMPpQWIEgzsn-MbRu3w_Vv5YlQSOKje6wpdHV-DBC9Tbo3x4HzjU1k9aiLpp-DMzjBcKtoLLgJqpbNZE0uN_7jIt3jtBT0LEQF6W5DBjEKutvfoEtkFNdj7-3VYTTq3k9iXSS_0joSI_as1bi4fOATcWr', 'width': 1920}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJf3kriKznsi0Rht8TK27mbqA
OPERATIONAL,"5XG7+8P3, Borani, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.824226099999999, 'lng': 120.9643013}, 'viewport': {'northeast': {'lat': -8.822886470107276, 'lng': 120.9657651298927}, 'southwest': {'lat': -8.82558612989272, 'lng': 120.9630654701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pengrajin Tenun Ikat Indigo Pewarna AlamiKampung Borani,,ChIJKzAKQmHfsi0R_PINEODfoOg,0.0,ChIJKzAKQmHfsi0R_PINEODfoOg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJKzAKQmHfsi0R_PINEODfoOg
CLOSED_TEMPORARILY,"52VG+H6C, Mangulewa, Golewa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8060557, 'lng': 121.0255041}, 'viewport': {'northeast': {'lat': -8.805170820107278, 'lng': 121.0271130298927}, 'southwest': {'lat': -8.807870479892722, 'lng': 121.0244133701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Wolo Mude,,ChIJcQ3i1qvnsi0RfBOcRVY1514,0.0,ChIJcQ3i1qvnsi0RfBOcRVY1514,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJcQ3i1qvnsi0RfBOcRVY1514
CLOSED_TEMPORARILY,"5X7J+PP, Rakateda II, Golewa Bar., Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8356775, 'lng': 120.9817521}, 'viewport': {'northeast': {'lat': -8.833711620107277, 'lng': 120.98444445}, 'southwest': {'lat': -8.83641127989272, 'lng': 120.98085465}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kawah Wolobobo,,ChIJc6Ukkyzfsi0RvJL5V-HAlTo,0.0,ChIJc6Ukkyzfsi0RvJL5V-HAlTo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJc6Ukkyzfsi0RvJL5V-HAlTo
OPERATIONAL,"4XV7+92F, Beja, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8565646, 'lng': 120.9625488}, 'viewport': {'northeast': {'lat': -8.85524607010728, 'lng': 120.9637930798927}, 'southwest': {'lat': -8.857945729892723, 'lng': 120.9610934201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,So'a,,ChIJ8a7vZgDfsi0RHJc_AidzhWc,0.0,ChIJ8a7vZgDfsi0RHJc_AidzhWc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8a7vZgDfsi0RHJc_AidzhWc
OPERATIONAL,"7X4Q+Q3J, Inelika, North Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7430424, 'lng': 120.9876321}, 'viewport': {'northeast': {'lat': -8.741423970107277, 'lng': 120.99222045}, 'southwest': {'lat': -8.744123629892721, 'lng': 120.98610265}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngada,,ChIJcWW2NQDhsi0RWwZ4yByPkSw,0.0,ChIJcWW2NQDhsi0RWwZ4yByPkSw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJcWW2NQDhsi0RWwZ4yByPkSw
OPERATIONAL,"33P2+873, Boba, South Golewa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.9142482, 'lng': 121.0506738}, 'viewport': {'northeast': {'lat': -8.912898370107278, 'lng': 121.0520236298928}, 'southwest': {'lat': -8.915598029892722, 'lng': 121.0493239701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Soatoga Waterfall,{'open_now': True},ChIJrz1wBP_bsi0Rzu3r_hSNZmw,5.0,ChIJrz1wBP_bsi0Rzu3r_hSNZmw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116613774031449438525"">A Google User</a>'], 'photo_reference': 'AUGGfZkxyoKeeueplAhMRQMAuIZpcJpiiuiO0t8ajGI3WgK20QG2W5yMEkm0xKCx4fR0fWFAE0SeNSoNAV1Rhe3u6ja3d20DYZGKpSjOW1FHVFSMxCogWYrnvPS52lX8BJhOxTblyxfd_SJDe1GQF46poSRBV2xqxSkiGJDzpqemwjVlC_Ws', 'width': 560}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJrz1wBP_bsi0Rzu3r_hSNZmw
