business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,plus_code,url
OPERATIONAL,"9V2V+5X, Uluwae, North Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6495912, 'lng': 120.8949149}, 'viewport': {'northeast': {'lat': -8.648241370107279, 'lng': 120.8962647298927}, 'southwest': {'lat': -8.650941029892723, 'lng': 120.8935650701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Bpk Darius Mbolang,ChIJ22G1RQADsy0RBkbcXp5KeoU,0,ChIJ22G1RQADsy0RBkbcXp5KeoU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ22G1RQADsy0RBkbcXp5KeoU
OPERATIONAL,"83C4+MR, Waepana, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6782696, 'lng': 121.0570776}, 'viewport': {'northeast': {'lat': -8.676399570107277, 'lng': 121.05783305}, 'southwest': {'lat': -8.67909922989272, 'lng': 121.05481125}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Malamara,ChIJX3sNbwDlsi0RGNntphkvQjQ,0,ChIJX3sNbwDlsi0RGNntphkvQjQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115063472445746123489"">A Google User</a>'], 'photo_reference': 'AUGGfZnzwCG8qjeLQlRpHW-TsYn9TZBCrLJRyfopAHEDAIaJWdJr3-BjV-vCcBE5b5vZ6VyjL7dmCoERVVgYM8PCkGOPMBbDOqWAGh1cRKhSmeL1rO0PX71v_aTYSSo8U6cj6rkrHD3HhXM6bQpWhVwIXjzhzR6y4vYamwZVQ9WEbVl5HM0M', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJX3sNbwDlsi0RGNntphkvQjQ
OPERATIONAL,"Pantai No.L.B, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656032070107278, 'lng': 121.0807203298927}, 'southwest': {'lat': -8.658731729892722, 'lng': 121.0780206701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai L.B,ChIJEQ88JgDlsi0RVZbgB_jqq6g,0,ChIJEQ88JgDlsi0RVZbgB_jqq6g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"{'compound_code': '83VH+2P Nginamanu, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q3383VH+2P'}",https://www.google.com/maps/place/?q=place_id:ChIJEQ88JgDlsi0RVZbgB_jqq6g
OPERATIONAL,"9X95+5Q, Nginamanu, selatan, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.632062500000002, 'lng': 120.9594375}, 'viewport': {'northeast': {'lat': -8.630712670107277, 'lng': 120.9607873298927}, 'southwest': {'lat': -8.633412329892721, 'lng': 120.9580876701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gunung wolomeze,ChIJI1QAAgD9si0RUua7SjKQE-k,0,ChIJI1QAAgD9si0RUua7SjKQE-k,"['park', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJI1QAAgD9si0RUua7SjKQE-k
OPERATIONAL,"82M7+H7G, Waepana, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.665573, 'lng': 121.0125298}, 'viewport': {'northeast': {'lat': -8.664024920107277, 'lng': 121.0139372298927}, 'southwest': {'lat': -8.66672457989272, 'lng': 121.0112375701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Kolupenu,ChIJHZ1dHwDlsi0RqcJk8SxHDxg,0,ChIJHZ1dHwDlsi0RqcJk8SxHDxg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJHZ1dHwDlsi0RqcJk8SxHDxg
OPERATIONAL,"FX77+GPF, Wolomeze, Riung Barat, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5361794, 'lng': 120.9642869}, 'viewport': {'northeast': {'lat': -8.534749270107278, 'lng': 120.9657090298927}, 'southwest': {'lat': -8.537448929892722, 'lng': 120.9630093701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Teletubies Maronggela,ChIJK0W_LUT_si0R30Ff8oxNMKM,2,ChIJK0W_LUT_si0R30Ff8oxNMKM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108499616981701711035"">A Google User</a>'], 'photo_reference': 'AUGGfZkmDdQQol7aGPDiXSAmv8pIEs249LbRBs-9NOg_YGXzqz3L6j6Bvpfi0cZnBdrKvkx6QxnX9guKU7GB0PDcEEg0vO6hSdWdS7VzHQWf5jaVeDhUCw7TD4yJLTH1fAM1vA4nc-W4voeN4pJlbFEl6L99U89XxZVdoa6jYbYmcHSnEcgv', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJK0W_LUT_si0R30Ff8oxNMKM
OPERATIONAL,"83VH+2PX, Jln, Nginamanu, Wolomeze, Ukin, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Ukin, Nusa Tenggara Timur",ChIJf1buXADlsi0RVy1izXwobsU,0,ChIJf1buXADlsi0RVy1izXwobsU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJf1buXADlsi0RVy1izXwobsU
OPERATIONAL,"9WM8+2F5, Benteng Tawa, Riung Barat, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6174795, 'lng': 120.916221}, 'viewport': {'northeast': {'lat': -8.616129670107277, 'lng': 120.9175708298927}, 'southwest': {'lat': -8.618829329892721, 'lng': 120.9148711701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Flores,ChIJyQ5xxED9si0Re-BPo31mTH8,5,ChIJyQ5xxED9si0Re-BPo31mTH8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJyQ5xxED9si0Re-BPo31mTH8
OPERATIONAL,"83VH+2PX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Ngada,ChIJFeWsqpTlsi0RnoYOQ3C6mr4,0,ChIJFeWsqpTlsi0RnoYOQ3C6mr4,"['park', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJFeWsqpTlsi0RnoYOQ3C6mr4
CLOSED_TEMPORARILY,"83VH+2PX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Loh Liang Komodo National Park,ChIJT6AuAoHlsi0ROBd_tJuuLUg,0,ChIJT6AuAoHlsi0ROBd_tJuuLUg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJT6AuAoHlsi0ROBd_tJuuLUg
CLOSED_TEMPORARILY,"83VH+2PX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Cinta Oelbinose,ChIJF01QMfblsi0R2GvEwJfU9oA,0,ChIJF01QMfblsi0R2GvEwJfU9oA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 9000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106479530279273048287"">A Google User</a>'], 'photo_reference': 'AUGGfZlbUIFN_4MpAwhPIrxQXyPhcjFcJ0Vdyjgt-cmeTv80_E-fj3INtYFM_fP-ULcZ-OO_7naMyajUgU_lb3J_e1DUEcXzXjJZll1ohzIQTCyiT7AQJOpfLiY7rzKViuXFqxcAokCcU2F0o1IxmPiYJii4OLRw7qhUlT5wkn9jxJjg9C4u', 'width': 12000}]",,https://www.google.com/maps/place/?q=place_id:ChIJF01QMfblsi0R2GvEwJfU9oA
CLOSED_TEMPORARILY,"83VH+2PX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Iligetang,ChIJU-E5V6zlsi0RR2-LV70Y7Cw,0,ChIJU-E5V6zlsi0RR2-LV70Y7Cw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJU-E5V6zlsi0RR2-LV70Y7Cw
CLOSED_TEMPORARILY,"93GH+W9, Denatana, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.622643, 'lng': 121.078438}, 'viewport': {'northeast': {'lat': -8.617047399999999, 'lng': 121.0801627798927}, 'southwest': {'lat': -8.624508200000001, 'lng': 121.0774631201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Ricokoli,ChIJS1CpWen7si0R-j5pRh0lWf0,0,ChIJS1CpWen7si0R-j5pRh0lWf0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJS1CpWen7si0R-j5pRh0lWf0
CLOSED_TEMPORARILY,"83VH+2PX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.657381899999999, 'lng': 121.0793705}, 'viewport': {'northeast': {'lat': -8.656493020107277, 'lng': 121.08020355}, 'southwest': {'lat': -8.65919267989272, 'lng': 121.07687135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalimantan timur,ChIJnySexIflsi0RF4Ea0CagGPo,0,ChIJnySexIflsi0RF4Ea0CagGPo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJnySexIflsi0RF4Ea0CagGPo
CLOSED_TEMPORARILY,"822M+8MC, Waepana, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6991961, 'lng': 121.0341254}, 'viewport': {'northeast': {'lat': -8.697824220107279, 'lng': 121.0354555798927}, 'southwest': {'lat': -8.700523879892723, 'lng': 121.0327559201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Wirase,ChIJBTik74vlsi0Rl5ZZ8eVukKM,5,ChIJBTik74vlsi0Rl5ZZ8eVukKM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105623955163554692185"">Elias Uma</a>'], 'photo_reference': 'AUGGfZlP5F-AgLBSa8fOkxelMP_MEEFsSQZ7JMm74dw9KIMruvWBIP-H2h3rs-kLb0tMvlFwz2YYHu-hZKa7Fi1Eoqzhr1pFQ-_cV95fgmXr5e-oVTvMKr3FVIEH_ZR-uOfo2Xt4rRVr8oRMTCFqyWSwOFwvMk3URbsvUMRLtE_gCDY-dbVq', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJBTik74vlsi0Rl5ZZ8eVukKM
CLOSED_TEMPORARILY,"FX88+RX, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.532943399999999, 'lng': 120.9674881}, 'viewport': {'northeast': {'lat': -8.531347470107276, 'lng': 120.9686866798928}, 'southwest': {'lat': -8.53404712989272, 'lng': 120.9659870201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ranch OCD Maronggela,ChIJG0kZZSn_si0ROPdGSkueS9g,0,ChIJG0kZZSn_si0ROPdGSkueS9g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJG0kZZSn_si0ROPdGSkueS9g
CLOSED_TEMPORARILY,"8XF2+G4G, Watukapu, North Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6761921, 'lng': 120.9503435}, 'viewport': {'northeast': {'lat': -8.675294470107277, 'lng': 120.9513555798927}, 'southwest': {'lat': -8.67799412989272, 'lng': 120.9486559201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kam.malamawu,ChIJBdgNo-Xjsi0RpDi_resHSss,0,ChIJBdgNo-Xjsi0RpDi_resHSss,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJBdgNo-Xjsi0RpDi_resHSss
CLOSED_TEMPORARILY,"FX56+37, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5423125, 'lng': 120.9606875}, 'viewport': {'northeast': {'lat': -8.540962670107277, 'lng': 120.9620373298927}, 'southwest': {'lat': -8.54366232989272, 'lng': 120.9593376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit teletabies,ChIJmbKZdsD_si0RJnmHr-9fLSA,0,ChIJmbKZdsD_si0RJnmHr-9fLSA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJmbKZdsD_si0RJnmHr-9fLSA
CLOSED_TEMPORARILY,"F4R7+5GR, West Lengkosambi, Riung, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.509517299999999, 'lng': 121.1137544}, 'viewport': {'northeast': {'lat': -8.508167470107276, 'lng': 121.1151042298928}, 'southwest': {'lat': -8.51086712989272, 'lng': 121.1124045701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah telak ci'e,ChIJsUHWyQv3si0R4KDe2K5JV08,1,ChIJsUHWyQv3si0R4KDe2K5JV08,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,"[{'height': 1104, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116536098354167804739"">A Google User</a>'], 'photo_reference': 'AUGGfZmTG4JcAfYFtRIGuznIwdIOb6N5jT_GHbZ5efpZ-CU7BX0m6RFZv-UR8frHsCWOhc1YVnClxnj1LsYUDxjuUMcmc0wRTNR6Vq8UtMqHuGneSyKwpE8H50MS8mtVbjUIU9wgNv3uLBd_URy2Z7mUZ3tNHbOhb_7zpsfLONC6B4TFXp38', 'width': 920}]",,https://www.google.com/maps/place/?q=place_id:ChIJsUHWyQv3si0R4KDe2K5JV08
CLOSED_TEMPORARILY,"93GM+8V, Focolodorawe, Boawae, Nagekeo Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.624219499999999, 'lng': 121.0846822}, 'viewport': {'northeast': {'lat': -8.622897370107276, 'lng': 121.0862897798927}, 'southwest': {'lat': -8.62559702989272, 'lng': 121.0835901201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Aeledhu,ChIJ52IJ8jvxsi0RpRfOqRBsjEk,0,ChIJ52IJ8jvxsi0RpRfOqRBsjEk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJ52IJ8jvxsi0RpRfOqRBsjEk
