business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,url
OPERATIONAL,"6WGV+HR9 @gamail.com, Beiwali, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7735753, 'lng': 120.9446058}, 'viewport': {'northeast': {'lat': -8.772225470107276, 'lng': 120.9459556298927}, 'southwest': {'lat': -8.77492512989272, 'lng': 120.9432559701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ratusemesta alam Beiwali,ChIJ71q1SQDhsi0RVdTyBoECvdQ,0.0,ChIJ71q1SQDhsi0RVdTyBoECvdQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ71q1SQDhsi0RVdTyBoECvdQ
CLOSED_TEMPORARILY,"8XF2+G4G, Watukapu, North Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6761921, 'lng': 120.9503435}, 'viewport': {'northeast': {'lat': -8.675294470107277, 'lng': 120.9513555798927}, 'southwest': {'lat': -8.67799412989272, 'lng': 120.9486559201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kam.malamawu,ChIJBdgNo-Xjsi0RpDi_resHSss,0.0,ChIJBdgNo-Xjsi0RpDi_resHSss,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJBdgNo-Xjsi0RpDi_resHSss
OPERATIONAL,"728X+JW5, Tarawaja, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7328166, 'lng': 121.0501266}, 'viewport': {'northeast': {'lat': -8.731922570107278, 'lng': 121.0515707798927}, 'southwest': {'lat': -8.734622229892722, 'lng': 121.0488711201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tika Farm,ChIJ-yFMQRblsi0RZymXXLjnP-Y,0.0,ChIJ-yFMQRblsi0RZymXXLjnP-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ-yFMQRblsi0RZymXXLjnP-Y
OPERATIONAL,"9WM8+2F5, Benteng Tawa, Riung Barat, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6174795, 'lng': 120.916221}, 'viewport': {'northeast': {'lat': -8.616129670107277, 'lng': 120.9175708298927}, 'southwest': {'lat': -8.618829329892721, 'lng': 120.9148711701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Flores,ChIJyQ5xxED9si0Re-BPo31mTH8,5.0,ChIJyQ5xxED9si0Re-BPo31mTH8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJyQ5xxED9si0Re-BPo31mTH8
OPERATIONAL,"6X72+V5F, Wawowae, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7855285, 'lng': 120.9505506}, 'viewport': {'northeast': {'lat': -8.78412827010728, 'lng': 120.9518692798927}, 'southwest': {'lat': -8.786827929892723, 'lng': 120.9491696201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,watu ata,ChIJXSpyYxzhsi0RlTybhBpx_ak,5.0,ChIJXSpyYxzhsi0RlTybhBpx_ak,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 589, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103065250160742652736"">A Google User</a>'], 'photo_reference': 'AUGGfZlUqGAJ05AcKiLzyXhI3jq4wys9DipUZ3fvqaAuhGhwAnt616xbX5ZQ8ImngfUMEEC4m2DnCDSEl7tJnwRyOTLDdgNSxce51IZQS3BPMRXIRvBOncvyZu7fxoRCL4ERTRDu2hHzeFq70IpD9BZrnVvBufPjG8g-17s8bLaL2ulbCkHL', 'width': 1280}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXSpyYxzhsi0RlTybhBpx_ak
OPERATIONAL,"82M7+H7G, Waepana, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.665573, 'lng': 121.0125298}, 'viewport': {'northeast': {'lat': -8.664024920107277, 'lng': 121.0139372298927}, 'southwest': {'lat': -8.66672457989272, 'lng': 121.0112375701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Kolupenu,ChIJHZ1dHwDlsi0RqcJk8SxHDxg,0.0,ChIJHZ1dHwDlsi0RqcJk8SxHDxg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJHZ1dHwDlsi0RqcJk8SxHDxg
OPERATIONAL,"7V2M+C39, Heawea, Aimere, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.749398, 'lng': 120.8819102}, 'viewport': {'northeast': {'lat': -8.748020070107277, 'lng': 120.8832377298928}, 'southwest': {'lat': -8.75071972989272, 'lng': 120.8805380701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lopijo Village,ChIJi0aUMgwdsy0RKT4foSc3Oco,3.0,ChIJi0aUMgwdsy0RKT4foSc3Oco,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJi0aUMgwdsy0RKT4foSc3Oco
OPERATIONAL,"8WCR+PX, Watukapu, North Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6781264, 'lng': 120.9424557}, 'viewport': {'northeast': {'lat': -8.676559120107276, 'lng': 120.9438887798927}, 'southwest': {'lat': -8.67925877989272, 'lng': 120.9411891201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,ka'e dongga,ChIJl55D68jjsi0R17SVSc5T9Yo,0.0,ChIJl55D68jjsi0R17SVSc5T9Yo,"['park', 'point_of_interest', 'establishment']",0,"[{'height': 3018, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114971175274213556364"">A Google User</a>'], 'photo_reference': 'AUGGfZnOzsVus3xA5IOd84y_dhgLwtmxbkREArzu-Yb_nWZVmvlCa666DGD9j89IwF50aGYbX1keX3cIyHzX2gRxNSBQSOnUxbgf2DlxgdH3xuGFeKBvGtOM4RmzOTX9RjZPZIcZxeL5DU1zV-4ZX2b7K9HMZy4gzkMRTP82pGKhF-5dRyNa', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJl55D68jjsi0R17SVSc5T9Yo
OPERATIONAL,"Wature'o Desa, Turekisa, Kec. Golewa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.794676899999999, 'lng': 121.0255653}, 'viewport': {'northeast': {'lat': -8.793388920107278, 'lng': 121.0269167298927}, 'southwest': {'lat': -8.796088579892722, 'lng': 121.0242170701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wature'o,ChIJ40GlRY7nsi0RXljlOK0jnpQ,5.0,ChIJ40GlRY7nsi0RXljlOK0jnpQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108263987145797670206"">Aurelius Geu</a>'], 'photo_reference': 'AUGGfZmkswHi1YJJ54APnHLg2TOjqigCkRGheKoOUZ4zB-e7xtOxGUZ9Y8t07EC_ZN-sVVcvmmJCAs9JQiDnj2IDx22ImhDpolYXLtjMNaeSI-7Zep1qqz9u6hfNKDPBKN0Jx1L_nHxNEcB2f7F9Oy_8CYQkzuj7mfw9STr-_pJqR5Cir3q2', 'width': 3264}]",,"{'compound_code': '624G+46 Mangulewa, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q33624G+46'}",https://www.google.com/maps/place/?q=place_id:ChIJ40GlRY7nsi0RXljlOK0jnpQ
OPERATIONAL,"82P8+JX, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6634647, 'lng': 121.0173906}, 'viewport': {'northeast': {'lat': -8.66198367010728, 'lng': 121.0186863798927}, 'southwest': {'lat': -8.664683329892723, 'lng': 121.0159867201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Persawahan Malato'e,ChIJRYeQCgDlsi0RfKXQNsmzviI,0.0,ChIJRYeQCgDlsi0RfKXQNsmzviI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJRYeQCgDlsi0RfKXQNsmzviI
OPERATIONAL,"5XH5+9VF, Borani, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8215643, 'lng': 120.9596644}, 'viewport': {'northeast': {'lat': -8.820343999999997, 'lng': 120.9609378298927}, 'southwest': {'lat': -8.825225200000002, 'lng': 120.9582381701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air Tudha Radja,ChIJlyQXBcPhsi0RJy5YWf7fxmE,3.6,ChIJlyQXBcPhsi0RJy5YWf7fxmE,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 2880, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106525022602409388306"">A Google User</a>'], 'photo_reference': 'AUGGfZmIpU1H8yfG3dlbDOHmTjmKKtwucQtfTNL-L7KuySEcIR09_Ez2C-6pbhTBCrpwJG1bKzOkyXP1VtWSdhj4P1p-DzYWNl9GPLBK3Xy0cy18xAqlNMvNt9oNCy91O4MHTM2-Jodbl8Pu8zj1JklT65g-CPgEfuch13-Dm3NcxQ67ana6', 'width': 2160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJlyQXBcPhsi0RJy5YWf7fxmE
OPERATIONAL,"7W7J+PM, Waewea, North Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7357255, 'lng': 120.9316266}, 'viewport': {'northeast': {'lat': -8.734375670107276, 'lng': 120.9329764298927}, 'southwest': {'lat': -8.73707532989272, 'lng': 120.9302767701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gunung lobobutu,ChIJZ6ZSSorjsi0ROuN9HdTlHf4,0.0,ChIJZ6ZSSorjsi0ROuN9HdTlHf4,"['park', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ6ZSSorjsi0ROuN9HdTlHf4
OPERATIONAL,"9W9V+J2V, Selatan, Nginamanu, Kec. Riung Bar., Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.630890299999999, 'lng': 120.9425586}, 'viewport': {'northeast': {'lat': -8.629540470107276, 'lng': 120.9439084298927}, 'southwest': {'lat': -8.63224012989272, 'lng': 120.9412087701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Wolomeze,ChIJ3x3UA279si0REEjXEEwQVQM,0.0,ChIJ3x3UA279si0REEjXEEwQVQM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3x3UA279si0REEjXEEwQVQM
OPERATIONAL,"83C4+MR, Waepana, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6782696, 'lng': 121.0570776}, 'viewport': {'northeast': {'lat': -8.676399570107277, 'lng': 121.05783305}, 'southwest': {'lat': -8.67909922989272, 'lng': 121.05481125}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Malamara,ChIJX3sNbwDlsi0RGNntphkvQjQ,0.0,ChIJX3sNbwDlsi0RGNntphkvQjQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115063472445746123489"">A Google User</a>'], 'photo_reference': 'AUGGfZkNMI_Wm2YA2qF_8KuTjW36tJvuYSi5wnBnbUG0u58ITU7cFcVKe8oRjMT9ORqytMcYyZNtTYIliVXI6_pS5zPuuIoDO2hAsIXzgKxreMiEqriIBWM-YlNlSka_Rgu6vtYTptRVbGM7qM_IpVGuqafEL7o_Eghej6BzYliKVSOC54zl', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJX3sNbwDlsi0RGNntphkvQjQ
OPERATIONAL,"5X7J+VGF, Unnamed Road, Beja, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.8353214, 'lng': 120.9813048}, 'viewport': {'northeast': {'lat': -8.833971570107279, 'lng': 120.9826546298927}, 'southwest': {'lat': -8.836671229892723, 'lng': 120.9799549701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Flores above the clouds,ChIJhduLbazfsi0RH68mOLJ4SD0,4.7,ChIJhduLbazfsi0RH68mOLJ4SD0,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110313213243457163871"">A Google User</a>'], 'photo_reference': 'AUGGfZkzLI6z8gq8O0b4smet2OxrW63a0-9ZG8-T1mtnE_y_UpXE6DN91QPvKwQrsC54NJo0ZyCRJXFlkcCCZoLaM4v2t1N_KA4b5uC8pg4S6bD2s7j9jXr28LPdDuvUG5dWhXwa0aYkOSr1YgkhpXUzRtwPN7609-qI3QMFLKWVObiwxZv9', 'width': 960}]",,,https://www.google.com/maps/place/?q=place_id:ChIJhduLbazfsi0RH68mOLJ4SD0
