business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,price_level,url
OPERATIONAL,"62H9+FVR, Faobata, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.771270399999999, 'lng': 121.0196366}, 'viewport': {'northeast': {'lat': -8.769832420107278, 'lng': 121.0209762298928}, 'southwest': {'lat': -8.772532079892722, 'lng': 121.0182765701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Desa Pape kec. Bajawa kabupaten Ngada,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105068973380272925490"">A Google User</a>'], 'photo_reference': 'AUGGfZmjwQncJG93mmzB2FLLPCItPJg9pRGxXflYOgoTIq82Bl5sKXvdx6kY8TOsYES-Tvz_TL8YhubukGtkEc9uBn2y3IfIgR-y0tox6hJKhkqnUQXa4JypmObHeReGf1h1sVOZ1lfqVW8cwT-K4X_fkyU9kltecHmRbEg8ATcozdYROse0', 'width': 1920}]",ChIJf3kriKznsi0Rht8TK27mbqA,4.7,ChIJf3kriKznsi0Rht8TK27mbqA,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,,https://www.google.com/maps/place/?q=place_id:ChIJf3kriKznsi0Rht8TK27mbqA
OPERATIONAL,"7X4Q+Q3J, Inelika, North Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7430424, 'lng': 120.9876321}, 'viewport': {'northeast': {'lat': -8.741423970107277, 'lng': 120.99222045}, 'southwest': {'lat': -8.744123629892721, 'lng': 120.98610265}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngada,,ChIJcWW2NQDhsi0RWwZ4yByPkSw,0.0,ChIJcWW2NQDhsi0RWwZ4yByPkSw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJcWW2NQDhsi0RWwZ4yByPkSw
OPERATIONAL,"5XF4+W62, Langagedha, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8252118, 'lng': 120.9555095}, 'viewport': {'northeast': {'lat': -8.823861970107275, 'lng': 120.9568593298928}, 'southwest': {'lat': -8.82656162989272, 'lng': 120.9541596701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Adat Langagedha,,ChIJj-7Zvdnfsi0Rto6Zm5UXcgk,5.0,ChIJj-7Zvdnfsi0Rto6Zm5UXcgk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJj-7Zvdnfsi0Rto6Zm5UXcgk
OPERATIONAL,"5XG7+8P3, Borani, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.824226099999999, 'lng': 120.9643013}, 'viewport': {'northeast': {'lat': -8.822886470107276, 'lng': 120.9657651298927}, 'southwest': {'lat': -8.82558612989272, 'lng': 120.9630654701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pengrajin Tenun Ikat Indigo Pewarna AlamiKampung Borani,,ChIJKzAKQmHfsi0R_PINEODfoOg,0.0,ChIJKzAKQmHfsi0R_PINEODfoOg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJKzAKQmHfsi0R_PINEODfoOg
OPERATIONAL,"62PM+C3G, Faobata, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7639255, 'lng': 121.0327124}, 'viewport': {'northeast': {'lat': -8.762751470107276, 'lng': 121.0337143798927}, 'southwest': {'lat': -8.76545112989272, 'lng': 121.0310147201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Waeseso,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102953515178681373900"">A Google User</a>'], 'photo_reference': 'AUGGfZmpGL5dFUeM_Dpb_X8XUrMkzE_0gj9x7d4I80gtxw5RLDzFODg1JSY7quYJWVaafiKM7eXRZgIN5s0sHDBsIY9OsJ3w6GRy42bhybeqFdqGGjxqXvU1ZfUzCyMuaH-l3H5g_MiGFxNTV5Nl09s0D2hpBvOZpXLl7qYqH5cgayODbk9z', 'width': 3120}]",ChIJs_pgEPbmsi0RAsad1dfIlz0,3.0,ChIJs_pgEPbmsi0RAsad1dfIlz0,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,,https://www.google.com/maps/place/?q=place_id:ChIJs_pgEPbmsi0RAsad1dfIlz0
OPERATIONAL,"4XV7+92F, Beja, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8565646, 'lng': 120.9625488}, 'viewport': {'northeast': {'lat': -8.85524607010728, 'lng': 120.9637930798927}, 'southwest': {'lat': -8.857945729892723, 'lng': 120.9610934201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,So'a,,ChIJ8a7vZgDfsi0RHJc_AidzhWc,0.0,ChIJ8a7vZgDfsi0RHJc_AidzhWc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8a7vZgDfsi0RHJc_AidzhWc
OPERATIONAL,"5X74+FV4, Beja, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.8368374, 'lng': 120.9560773}, 'viewport': {'northeast': {'lat': -8.835602170107279, 'lng': 120.9574737298927}, 'southwest': {'lat': -8.838301829892723, 'lng': 120.9547740701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Lenazi,a",,ChIJC8IacQDfsi0R-Uh88TcLTXY,0.0,ChIJC8IacQDfsi0R-Uh88TcLTXY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJC8IacQDfsi0R-Uh88TcLTXY
OPERATIONAL,"62H8+CR4, Faobata, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.771486399999999, 'lng': 121.0170848}, 'viewport': {'northeast': {'lat': -8.77012887010728, 'lng': 121.0184358798927}, 'southwest': {'lat': -8.772828529892724, 'lng': 121.0157362201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OGI,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106836564573390655805"">Jan Siderius</a>'], 'photo_reference': 'AUGGfZllKVx-RNm3qwusYd15DJRChFQBupL_TXlzMjvr1ipuRxUmRC9nCY8h5130i4MUj2vkJsGnOHVwD-3sGUmrFe5q4j1YLJQWhI1d_0EUUd6oKXgannYP8tEHvRKReu8dqGng1OraKMjtXCp29k1LvNB_NISdzZtISP20cLDlJ5vqijo_', 'width': 3000}]",ChIJw2lmLS3nsi0RYdsS-Sr7oDM,4.0,ChIJw2lmLS3nsi0RYdsS-Sr7oDM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJw2lmLS3nsi0RYdsS-Sr7oDM
OPERATIONAL,"5WFQ+HCP, Langagedha, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.826025, 'lng': 120.938575}, 'viewport': {'northeast': {'lat': -8.824675170107277, 'lng': 120.9399248298927}, 'southwest': {'lat': -8.82737482989272, 'lng': 120.9372251701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Langagedha,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114576117240861345026"">Bwylli Nataka</a>'], 'photo_reference': 'AUGGfZnE-bOOWP4_lFy_ZBsjkX8yEcE-9otrtfxU7gU1ovzKlZyOrVxz-NT7Gt75X5N1nz_Xz_CLoZzkT--veY_r7CtH0XrgE20BVThyYy41X8ED5t59bNxdFvtOFYreTzlDCUtXTPiNoFSZchA-fOZN8OJkGMbXUjggG9meB4M8lGFUYsga', 'width': 4160}]",ChIJH0zHntXfsi0RrOY8AtNe9bA,2.5,ChIJH0zHntXfsi0RrOY8AtNe9bA,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJH0zHntXfsi0RrOY8AtNe9bA
OPERATIONAL,"Puncak Wolobobo Hills, Bomari, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim. 86413, Indonesia","{'location': {'lat': -8.833507899999999, 'lng': 120.9817015}, 'viewport': {'northeast': {'lat': -8.832158070107278, 'lng': 120.9830513298927}, 'southwest': {'lat': -8.834857729892722, 'lng': 120.9803516701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pariwisata Wolobobo,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117290018771756114679"">Devi dwi kurniawati</a>'], 'photo_reference': 'AUGGfZnwcGIkcgFGBkvjhqoAwwK5-_y-8axH1gIBPdPNfXNqx6b6ovOJlSFnpwh_NaPcajSt9ZfWICjixbGAKnps8gTfbinMEkTL_Ca9L6EEhUHc3eHJzMg6_rTLYYJSb8yiXeBqO-ozBrFE22LEyzsCkcKQNAVAGbPHmUdkYQY9M6WcNCTy', 'width': 4208}]",ChIJUUYSYhffsi0RcJoB2x-odPU,4.6,ChIJUUYSYhffsi0RcJoB2x-odPU,"['tourist_attraction', 'point_of_interest', 'establishment']",22,,{'open_now': True},"{'compound_code': '5X8J+HM Bomari, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q325X8J+HM'}",,https://www.google.com/maps/place/?q=place_id:ChIJUUYSYhffsi0RcJoB2x-odPU
OPERATIONAL,"52PC+38M, Jalan Raya Trans Flores Mangulewa Golewa Barat, Mangulewa, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim. 86460, Indonesia","{'location': {'lat': -8.8147942, 'lng': 121.0208016}, 'viewport': {'northeast': {'lat': -8.813421920107276, 'lng': 121.0220132798928}, 'southwest': {'lat': -8.81612157989272, 'lng': 121.0193136201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CBT MANGULEWA,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110945264153504627774"">A Google User</a>'], 'photo_reference': 'AUGGfZkeY0Oofz8-h4-mVS1KGiZ34moQrYsHhymyulaoV3riEK3JB4KNvtscyBmPxPxNDIhwPnQtJ93Siog-r-zIVOgDMofkCVKOsSEdpCZbLqFaJO990W8-Gmq6cIBRvl24AbVoqDXDyFfG_Cix8GDIN8jEu2YLzd4jXJ3WiUwyJvyzTBcM', 'width': 4160}]",ChIJ2f1fOnLnsi0RsYpahRQrEEg,5.0,ChIJ2f1fOnLnsi0RsYpahRQrEEg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2f1fOnLnsi0RsYpahRQrEEg
OPERATIONAL,"5X8H+8V4, Bomari, Bajawa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.834235099999999, 'lng': 120.9796969}, 'viewport': {'northeast': {'lat': -8.832885270107276, 'lng': 120.9810467298927}, 'southwest': {'lat': -8.83558492989272, 'lng': 120.9783470701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WOLOBOBO HILLS VECTOR,"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113541303202609032913"">Tia Indra</a>'], 'photo_reference': 'AUGGfZkEP9PtcL7foTRDG9g6zn0qzs0tJjdY7UhEBu_vabbab-5e8AbL8lx8Yt_hOl0kB8Ps4D8nG-cQvTdlenxJge5vpJEAGGfTMh0gXAt0GVqi3UXxBuqfMxdVyuYC7hxDabrmIkRgynluzzD_fM71N2YbYZZx9yCou-tlk6v8oFNKMwc', 'width': 8000}]",ChIJzbL1JlDfsi0RVLqN7EQN_BU,4.6,ChIJzbL1JlDfsi0RVLqN7EQN_BU,"['tourist_attraction', 'point_of_interest', 'establishment']",105,,{'open_now': True},,1.0,https://www.google.com/maps/place/?q=place_id:ChIJzbL1JlDfsi0RVLqN7EQN_BU
OPERATIONAL,"Kecamatan Jerebuu, Tiworiwu, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim. 86451, Indonesia","{'location': {'lat': -8.874809299999999, 'lng': 120.9844928}, 'viewport': {'northeast': {'lat': -8.873572070107278, 'lng': 120.9858301298927}, 'southwest': {'lat': -8.876271729892721, 'lng': 120.9831304701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,wisata Kampung Megalith Luba,"[{'height': 2176, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117458385575671219121"">tomverhoeff</a>'], 'photo_reference': 'AUGGfZmAmEsiRM-Wan755Onmeui5omMiMtIL8d1E5uBo4EsaUsJIeixnyDSuSTww4q4kaJJzLPzIotu10Dbmfh6MRMpD2AbkccjHIgWmIm_Pm4vRfEPoeP-0p7ApMNCjEFwc_ghjDqu_-cIMmdJew2ckNblMuuiFAkytB-HDIzBa_GL7gYaQ', 'width': 4608}]",ChIJdXJ5Mpzfsi0R8mDG6_jbpDM,4.8,ChIJdXJ5Mpzfsi0R8mDG6_jbpDM,"['tourist_attraction', 'point_of_interest', 'establishment']",11,,{'open_now': False},"{'compound_code': '4XGM+3Q Tiworiwu, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q324XGM+3Q'}",,https://www.google.com/maps/place/?q=place_id:ChIJdXJ5Mpzfsi0R8mDG6_jbpDM
