business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,price_level,plus_code,permanently_closed,url
OPERATIONAL,"855C+R8G, Unnamed Road, Area Sawah/ Ladang, Bunton, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.690444500000001, 'lng': 109.1708137}, 'viewport': {'northeast': {'lat': -7.689188370107279, 'lng': 109.17646465}, 'southwest': {'lat': -7.691888029892723, 'lng': 109.16893005}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Bunton,{'open_now': False},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109896467827775046653"">A Google User</a>'], 'photo_reference': 'AUGGfZnvfE360cFbzXL3BQmrwtrvXFNeAYM0jcm_eCZSmBhl_De3vupbXnfxTSQELvEHz5ilB1YHj7Zo-iSk9iK1TuMHtAYJGc-fYFGp_gx97Zy7WlMcNlsq7n-0Jou0waF3ROoUZ16sMswNGATOFYJelj_jfuqp7pMkf0MzrN7s7ad8MtCY', 'width': 3468}]",ChIJGQU1k2EVZS4Rix4XMCLZtVk,3.5,ChIJGQU1k2EVZS4Rix4XMCLZtVk,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,,,https://www.google.com/maps/place/?q=place_id:ChIJGQU1k2EVZS4Rix4XMCLZtVk
OPERATIONAL,"Jl. Seloka Maya, Sawah,Ladang, Karangbenda, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.6894055, 'lng': 109.1829158}, 'viewport': {'northeast': {'lat': -7.687867920107278, 'lng': 109.1842743798927}, 'southwest': {'lat': -7.690567579892722, 'lng': 109.1815747201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Konservasi penyu cilacap,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117567680598553073699"">A Google User</a>'], 'photo_reference': 'AUGGfZkAAJK-Ik9fCkpx5qxJ4XC4pIhYSibmO7ANeVT3qT_z6KQD76RBomgEiadhRfgTLRsjwtXFCHZ16_X9LxW1kHSv57XfS3lWHgoF4doEz37G3u9wvPLwV3O8Xb0aM-flxHaw7CGlx4_eD-V7MPPLNkxWyvLfFcjojiqSPngb6TUPzW9o', 'width': 3264}]",ChIJI9A5250VZS4RCZiBsLg3V0I,4.8,ChIJI9A5250VZS4RCZiBsLg3V0I,"['tourist_attraction', 'point_of_interest', 'establishment']",108,,"{'compound_code': '856M+65 Karangbenda, Cilacap Regency, Central Java, Indonesia', 'global_code': '6P4F856M+65'}",,https://www.google.com/maps/place/?q=place_id:ChIJI9A5250VZS4RCZiBsLg3V0I
OPERATIONAL,"858R+3G8, Sawah,Ladang, Glempangpasir, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.684997999999999, 'lng': 109.190677}, 'viewport': {'northeast': {'lat': -7.683648970107278, 'lng': 109.1920461798927}, 'southwest': {'lat': -7.686348629892722, 'lng': 109.1893465201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RUMAH SINGGAH,,,ChIJtQU9MQBBZS4RQMPoycaEjMs,0.0,ChIJtQU9MQBBZS4RQMPoycaEjMs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJtQU9MQBBZS4RQMPoycaEjMs
OPERATIONAL,"8573+F6, Area Sawah/ Ladang, Bunton, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah, Indonesia","{'location': {'lat': -7.6863381, 'lng': 109.1530578}, 'viewport': {'northeast': {'lat': -7.684985920107278, 'lng': 109.1543920798927}, 'southwest': {'lat': -7.687685579892721, 'lng': 109.1516924201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Popert,,,ChIJsUuhXABrZS4REpwLTSlISGQ,0.0,ChIJsUuhXABrZS4REpwLTSlISGQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJsUuhXABrZS4REpwLTSlISGQ
OPERATIONAL,"8567+HGJ, Area Sawah/ Ladang, Bunton, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah, Indonesia","{'location': {'lat': -7.6885423, 'lng': 109.1637789}, 'viewport': {'northeast': {'lat': -7.687212670107278, 'lng': 109.1650658798927}, 'southwest': {'lat': -7.689912329892722, 'lng': 109.1623662201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Mangrove Bunton,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114819762825985980095"">erbi bunya</a>'], 'photo_reference': 'AUGGfZkr9de9pxd0h9Z6Hgy0_zcNAgJMc85_uG7gLGKEb833kvMJB4V_nQatgdErhg9Ca_MhUcbF76otsxzL_08b3z8v07w13ZYt3ZDa7sdN_f7qOUSYW_mcprDYD7tXIGLwdDSExMSGtoYoEf_eSUPom35ioS5zzbh-nX2kLutpP00oFhfV', 'width': 3000}]",ChIJIZGdef1rZS4RSLpL1V0sCEE,3.9,ChIJIZGdef1rZS4RSLpL1V0sCEE,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,,,https://www.google.com/maps/place/?q=place_id:ChIJIZGdef1rZS4RSLpL1V0sCEE
OPERATIONAL,"85HC+VXX, Karanganyar, Adiraja, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.670260499999999, 'lng': 109.1724743}, 'viewport': {'northeast': {'lat': -7.668904720107278, 'lng': 109.1738172298927}, 'southwest': {'lat': -7.671604379892722, 'lng': 109.1711175701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Air Jala Bahari,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101678742233930100875"">UniK NA</a>'], 'photo_reference': 'AUGGfZmFHWidKpq6zTH1Z1qTmbuaKVrxR6Q9OukmqtvTODbqT_eoqSdu9-dihbBDARdkwvRs3pcnpjxsNOczc-N7FPxHakLDckeC4yptKugWy6qS4QU-K3KRWZXdtnSbLjtxeH_pOE2dO76sjm7l1W9YYx0GaBSSI4Xb4xS1gQ-MZBZ5WNc', 'width': 4160}]",ChIJcVI6Y8RrZS4R044W4i1iCBk,4.5,ChIJcVI6Y8RrZS4R044W4i1iCBk,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJcVI6Y8RrZS4R044W4i1iCBk
OPERATIONAL,"859H+3JQ, Sawah,Ladang, Karangbenda, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.682276799999999, 'lng': 109.1790977}, 'viewport': {'northeast': {'lat': -7.677819700000002, 'lng': 109.1802500798927}, 'southwest': {'lat': -7.683762499999998, 'lng': 109.1775504201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panoramic View Selok,,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114712452361800850209"">A Google User</a>'], 'photo_reference': 'AUGGfZlbsp0pAztPbuDtRalRAaQnWCpH8emi7C-pmL7uhd2lAT5bhrQ1kfK8DWLaJM6rqYZ16q6Z4J14S5ikFANFp1JJvNiUdSnn_HCRcuu24lDxKbqwRSevXvPVkpB1TYtSD4yX_sSe1MTPCTmAbR-kU0o42dhmg6o2IZGCYmk2xXBFGuAw', 'width': 2448}]",ChIJ0RVBfa5qZS4RsFL5KDY7_-Y,4.3,ChIJ0RVBfa5qZS4RsFL5KDY7_-Y,"['tourist_attraction', 'point_of_interest', 'establishment']",23,,,,https://www.google.com/maps/place/?q=place_id:ChIJ0RVBfa5qZS4RsFL5KDY7_-Y
OPERATIONAL,"8642+M9W, Sawah,Ladang, Glempangpasir, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah, Indonesia","{'location': {'lat': -7.693258699999999, 'lng': 109.2009651}, 'viewport': {'northeast': {'lat': -7.689011150000001, 'lng': 109.2052764}, 'southwest': {'lat': -7.694674549999998, 'lng': 109.199528}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kubangan Cemara,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102113346338706865403"">A Google User</a>'], 'photo_reference': 'AUGGfZnpGwzpkmrj-bRC334NLPELUD9GY6tl656TVYiCW13ZiOv9ulZxpRMNlNOn8ArOLOAOnveSDCMsL2qnE3q3NBUVU6YU48yGL8TWtjQR_1Uq1fxjrAJNQ-mVRTc2NF9047gkvmlunJCXW11LNcdccWZXHOwGqubM5uvx6alpCDB_HPF-', 'width': 4160}]",ChIJUzSHRak_ZS4R1mp8G5HHxu0,4.6,ChIJUzSHRak_ZS4R1mp8G5HHxu0,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,,https://www.google.com/maps/place/?q=place_id:ChIJUzSHRak_ZS4R1mp8G5HHxu0
OPERATIONAL,"84PG+F3M, Sawah,Ladang,Kali, Wlahar, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.6637857, 'lng': 109.1251631}, 'viewport': {'northeast': {'lat': -7.662840320107277, 'lng': 109.12858445}, 'southwest': {'lat': -7.665539979892721, 'lng': 109.12402265}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Serayu,{'open_now': True},,ChIJXw5kVjBrZS4RMtWP6Gfc0ng,0.0,ChIJXw5kVjBrZS4RMtWP6Gfc0ng,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJXw5kVjBrZS4RMtWP6Gfc0ng
OPERATIONAL,"Jl. Alpukat, RT.02 rw03, Gombol, Gombolharjo, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.6637663, 'lng': 109.1115759}, 'viewport': {'northeast': {'lat': -7.662503170107277, 'lng': 109.1129367798927}, 'southwest': {'lat': -7.665202829892721, 'lng': 109.1102371201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mr_K0p14k home,{'open_now': True},"[{'height': 1942, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102462288791921859308"">A Google User</a>'], 'photo_reference': 'AUGGfZn0xYwzJZ_2QDB5wdyEPChf7lKeqlSUOSRdWfWvjl6-Xnjf8MGUIwKmTrHmHlv8l34nQt8o0kBqNCFTeo29WPUYefzmvYZG9fuuqk_eznj_svTPu1cfaxKepJ9-yDfVrD6i6KgNl1cfShgKvdaEsgrsj9cBWbGq4aNCmBw2yxMzUF_-', 'width': 1456}]",ChIJf8-CSylrZS4RCzkiRAFd9d4,3.3,ChIJf8-CSylrZS4RCzkiRAFd9d4,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"{'compound_code': '84P6+FJ Gombolharjo, Cilacap Regency, Central Java, Indonesia', 'global_code': '6P4F84P6+FJ'}",,https://www.google.com/maps/place/?q=place_id:ChIJf8-CSylrZS4RCzkiRAFd9d4
OPERATIONAL,"942P+V55, Jatikemplang, Penggalang, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.6478638, 'lng': 109.135486}, 'viewport': {'northeast': {'lat': -7.646547570107277, 'lng': 109.1371476798927}, 'southwest': {'lat': -7.649247229892722, 'lng': 109.1344480201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Tepi Sawah,{'open_now': False},,ChIJSzVrXWZrZS4R-YvRSRM-AMw,0.0,ChIJSzVrXWZrZS4R-YvRSRM-AMw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJSzVrXWZrZS4R-YvRSRM-AMw
OPERATIONAL,"84MF+6C3, Sawah,Ladang,Kali, Wlahar, Kec. Adipala, Kabupaten Cilacap, Jawa Tengah 53271, Indonesia","{'location': {'lat': -7.6669806, 'lng': 109.1235418}, 'viewport': {'northeast': {'lat': -7.66617225, 'lng': 109.1255163798927}, 'southwest': {'lat': -7.669405650000002, 'lng': 109.1228167201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Serayu peemai,,,ChIJhVPYv0ZrZS4RQtJKty3bauE,0.0,ChIJhVPYv0ZrZS4RQtJKty3bauE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJhVPYv0ZrZS4RQtJKty3bauE
