business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,url
OPERATIONAL,"Jl. Kemuning No.18, Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur 66134, Indonesia","{'location': {'lat': -8.109020600000001, 'lng': 112.1654548}, 'viewport': {'northeast': {'lat': -8.107665920107278, 'lng': 112.1668063798927}, 'southwest': {'lat': -8.110365579892722, 'lng': 112.1641067201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Opak Gambir,{'open_now': False},ChIJ57rrwQrseC4R5S_YunmJruc,"{'compound_code': 'V5R8+95 Plosokerep, Blitar City, East Java, Indonesia', 'global_code': '6P3JV5R8+95'}",4.5,ChIJ57rrwQrseC4R5S_YunmJruc,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112894344733533706652"">A Google User</a>'], 'photo_reference': 'AUGGfZkFb3Fx6iEqT0fpvERTMgphKMU8pOj__dVuuOrP5ydM9qM19wcY02P7Fn-9Km3ZFsXESTursIiz92RaE2E0ZP3EvsJ3FY4guWX4RJGehc7rGaAfo-pb7aca7f80Ecu17fl_-ciS6W3LEwSUcI1MT-xQNJy8cUGCyWp7AQIFlm4JbY_c', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJ57rrwQrseC4R5S_YunmJruc
OPERATIONAL,"Jl. Melati No.43, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117, Indonesia","{'location': {'lat': -8.1037846, 'lng': 112.1631234}, 'viewport': {'northeast': {'lat': -8.102375420107279, 'lng': 112.1644849798927}, 'southwest': {'lat': -8.105075079892723, 'lng': 112.1617853201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pesanggrahan Djojodigdan,{'open_now': False},ChIJ-UioWwzseC4RVJ8EZ7XHBbQ,"{'compound_code': 'V5W7+F6 Kepanjen Kidul, Blitar City, East Java, Indonesia', 'global_code': '6P3JV5W7+F6'}",4.5,ChIJ-UioWwzseC4RVJ8EZ7XHBbQ,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",269.0,"[{'height': 2620, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117400394084528444050"">A Google User</a>'], 'photo_reference': 'AUGGfZkUW5GyctycAwKFJlisAv17Hmwq0lDjScz1u_5mdIqatG-6LadxdJsVBzmE0uFP-rJpGrBVVdnEQaJUv4ulVQZkcPIcLxNSKWfwJW1DsDQHkVnBg9OsJGqvrYV_tvwF6yg25D6ZycUFGzPCLaWFc17Oddw4qxjiAEUPNiNgY4005dUZ', 'width': 4656}]",https://www.google.com/maps/place/?q=place_id:ChIJ-UioWwzseC4RVJ8EZ7XHBbQ
OPERATIONAL,"Jl. Ir. Soekarno No.169-181, Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113, Indonesia","{'location': {'lat': -8.0845143, 'lng': 112.1757877}, 'viewport': {'northeast': {'lat': -8.083294570107277, 'lng': 112.1770510798927}, 'southwest': {'lat': -8.085994229892721, 'lng': 112.1743514201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Citywalk Kawasan Wisata MBK,{'open_now': False},ChIJDd6QrLXteC4RPFPlneOzU10,"{'compound_code': 'W58G+58 Sentul, Blitar City, East Java, Indonesia', 'global_code': '6P3JW58G+58'}",3.8,ChIJDd6QrLXteC4RPFPlneOzU10,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102458286970896109727"">Info Seputaran Blitar</a>'], 'photo_reference': 'AUGGfZnCWlP9L-IAWDQ7Q6SRYcFoaZRemLYqLXNv7T9Yj5ucRJ90zi-B46N9cT7gzEPtcSzdBXTBcLOVJHXQ7yoTF9Vuhmwt20XS_XF6OCA-ChYkRf7DzH8e6yFDPc9TZEsGXSHLlnQPcrhZfBkm3lV6y_NtvvdE5OicrL1_iu7MMto4uXYb', 'width': 3120}]",https://www.google.com/maps/place/?q=place_id:ChIJDd6QrLXteC4RPFPlneOzU10
OPERATIONAL,"Jl. Masjid No.13, Kauman, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117, Indonesia","{'location': {'lat': -8.0981022, 'lng': 112.1643118}, 'viewport': {'northeast': {'lat': -8.096755370107278, 'lng': 112.1656900298927}, 'southwest': {'lat': -8.099455029892722, 'lng': 112.1629903701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Masjid Agung Kota Blitar,{'open_now': False},ChIJl_Kj_xLseC4RwwD4iJTUiMM,"{'compound_code': 'W527+QP Kauman, Blitar City, East Java, Indonesia', 'global_code': '6P3JW527+QP'}",4.7,ChIJl_Kj_xLseC4RwwD4iJTUiMM,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",2182.0,"[{'height': 641, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109995726507724010620"">A Google User</a>'], 'photo_reference': 'AUGGfZkvYDsbuL5r2VO8N7LZaXLYF0IZdwgN8EFWuiDFMugGOdNPtdxipRByDvWabyXrqRCHf5LOIA8TmUgeN974wNGQGM-BJxyMDIgpEO7i2kTnA0DUw4QHM4AOd4A3uaGT6HeE0EXPakpmWkfor54WeESSgv6G1QN2f-nD-eRqeqDMcudv', 'width': 960}]",https://www.google.com/maps/place/?q=place_id:ChIJl_Kj_xLseC4RwwD4iJTUiMM
OPERATIONAL,"V5P4+MR4, Karangsari, Sukorejo, Blitar City, East Java 67125, Indonesia","{'location': {'lat': -8.113575299999999, 'lng': 112.157271}, 'viewport': {'northeast': {'lat': -8.112225470107278, 'lng': 112.1586208298927}, 'southwest': {'lat': -8.114925129892722, 'lng': 112.1559211701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Menara Karangsari,,ChIJj53Yd9PreC4RGtXZWgJi3wc,,5.0,ChIJj53Yd9PreC4RGtXZWgJi3wc,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111696104875345359559"">Fery Irfan Nurrahman</a>'], 'photo_reference': 'AUGGfZmCjSGst3g_2lwHNl5WlCNL7MxrtGGOX1RVZWouvzlFoQfQ9EPlTxor4zzpdioy-gT6gZdI6-ghUkrZ_ubXAQlBhLCOJ6j6kWV8Dh0Lk2ipZ-o36OJ5nXqla_YimWeIpeKCZmQKWbGhVDGdoYwrNmes8jWF3utH6NlGqHmwiThAqCBA', 'width': 4032}]",https://www.google.com/maps/place/?q=place_id:ChIJj53Yd9PreC4RGtXZWgJi3wc
OPERATIONAL,"Jl. Kali Glagah No.34, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122, Indonesia","{'location': {'lat': -8.0894911, 'lng': 112.1513611}, 'viewport': {'northeast': {'lat': -8.088157420107278, 'lng': 112.1528085798927}, 'southwest': {'lat': -8.090857079892722, 'lng': 112.1501089201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAMPUNG BATHOK,,ChIJ3WERZqjteC4RsXs20s_K5Yw,"{'compound_code': 'W562+6G Tanjungsari, Blitar City, East Java, Indonesia', 'global_code': '6P3JW562+6G'}",4.8,ChIJ3WERZqjteC4RsXs20s_K5Yw,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105561637160835740465"">A Google User</a>'], 'photo_reference': 'AUGGfZkDXgu1RnegCIikqGPluPvx33L2WM746U6HK5f8Hg97EfhxUCcJD76A2m0IXbO670Yfjkqo1k254_1SZXfH60FC2tGNbq9b53dnscnnJfF-6_k-XhRhhQu7rIcPY2hfx6IEi2zmTJjcxZYeDmLO0qO2LBBJf87YMjqvTCyzGy6BqE-U', 'width': 3456}]",https://www.google.com/maps/place/?q=place_id:ChIJ3WERZqjteC4RsXs20s_K5Yw
OPERATIONAL,"W43X+XHC, Pakunden, Sukorejo, Blitar City, East Java 67122, Indonesia","{'location': {'lat': -8.095062, 'lng': 112.1488861}, 'viewport': {'northeast': {'lat': -8.09375647010728, 'lng': 112.1501961798927}, 'southwest': {'lat': -8.096456129892724, 'lng': 112.1474965201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sumber Jaran,,ChIJz878HmrteC4RSx1-oKd9JK0,,0.0,ChIJz878HmrteC4RSx1-oKd9JK0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107134594598314516689"">Aries Pambudi</a>'], 'photo_reference': 'AUGGfZnx_eyTDcjAcSyox0x6SovdTa6sVppspMhmRMif-mfA1C3F4cvFS3TOXZEtWCqoxgyinGokxtvU26Aba9qSya07ddbgI8R8eL7r7WnZ3woX3HcJW7Lp8131ya7su70a60RPa7EkWN3JwzFoW8TVhaiKdrP7Me1a1ywwl8P0uCfDS_pB', 'width': 4000}]",https://www.google.com/maps/place/?q=place_id:ChIJz878HmrteC4RSx1-oKd9JK0
OPERATIONAL,"V5VH+QR9, Sananwetan, Blitar City, East Java 66137, Indonesia","{'location': {'lat': -8.105531299999999, 'lng': 112.1796287}, 'viewport': {'northeast': {'lat': -8.104187120107278, 'lng': 112.1809761298927}, 'southwest': {'lat': -8.106886779892722, 'lng': 112.1782764701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cak themo home,,ChIJ0zcA0ZDteC4RdLRocIdCT90,,0.0,ChIJ0zcA0ZDteC4RdLRocIdCT90,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,https://www.google.com/maps/place/?q=place_id:ChIJ0zcA0ZDteC4RdLRocIdCT90
OPERATIONAL,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133, Indonesia","{'location': {'lat': -8.0961454, 'lng': 112.1744657}, 'viewport': {'northeast': {'lat': -8.094655650000002, 'lng': 112.1759929298927}, 'southwest': {'lat': -8.097598649999997, 'lng': 112.1732932701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Kebon Rojo Park,{'open_now': False},ChIJiex08G7seC4RmRigauK-RX4,"{'compound_code': 'W53F+GQ Bendogerit, Blitar City, East Java, Indonesia', 'global_code': '6P3JW53F+GQ'}",4.5,ChIJiex08G7seC4RmRigauK-RX4,"['tourist_attraction', 'amusement_park', 'park', 'point_of_interest', 'establishment']",10986.0,"[{'height': 1462, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110773441190343992551"">Bahtiar Yunus</a>'], 'photo_reference': 'AUGGfZlkPTfh6w26LQb9G5DPsAYJq8p55kvWaGjtJ_y8r7zkRUSBrVPVkwGX5LW0TwpkdBF849ozfr4GHET5xXbe7Qkd137s7WYmQcBcdoe_Bd0FOc_lPRA5y4eQGsseDfH1UjDUBwlcHWqLxo8qKbehIwbcpfF8sSFkk7n1oPQEISZSyHHu', 'width': 2048}]",https://www.google.com/maps/place/?q=place_id:ChIJiex08G7seC4RmRigauK-RX4
OPERATIONAL,"Jl. Jeruk, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125, Indonesia","{'location': {'lat': -8.1124368, 'lng': 112.156925}, 'viewport': {'northeast': {'lat': -8.111115870107277, 'lng': 112.1582657798927}, 'southwest': {'lat': -8.11381552989272, 'lng': 112.1555661201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TBB CREW,{'open_now': False},ChIJG67EebHreC4Rz5qJjYr6peE,"{'compound_code': 'V5Q4+2Q Karangsari, Blitar City, East Java, Indonesia', 'global_code': '6P3JV5Q4+2Q'}",5.0,ChIJG67EebHreC4Rz5qJjYr6peE,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 1278, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109975016910269357777"">A Google User</a>'], 'photo_reference': 'AUGGfZmAbuQhsr1-OBRHfcoV56hyun4OYCnghi61Yu9eRYzAWPvBJ6iTISQ1z9CNdRIjP2cTP-0hYPeUFQ9OpZfVqMVz0jizm6uP1X-SEY8_HtPkpjhXjkw_vm9fDYYPCek3huiTvXBtWlW84yN3EvyXm-ybyDSUXxQr-9wU6uTgEyl2b4kH', 'width': 1280}]",https://www.google.com/maps/place/?q=place_id:ChIJG67EebHreC4Rz5qJjYr6peE
OPERATIONAL,"W54G+9VJ, Jl. Sudanco Supriyadi, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133, Indonesia","{'location': {'lat': -8.0940313, 'lng': 112.1771479}, 'viewport': {'northeast': {'lat': -8.092741220107277, 'lng': 112.1785201798927}, 'southwest': {'lat': -8.09544087989272, 'lng': 112.1758205201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Monumen PETA,{'open_now': True},ChIJ____P13seC4RQaq3yHGPeuQ,,4.7,ChIJ____P13seC4RQaq3yHGPeuQ,"['tourist_attraction', 'point_of_interest', 'establishment']",675.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104843800864767429614"">EgaTeza Tjahya</a>'], 'photo_reference': 'AUGGfZlJuzobJByKQpdEtiJI0ZmBZIVtB8RZu_IT0oAKZmxY-gmx_HQ0Pw3sC4IQCeIe8h0YgfrHxXcm6RI4oO7c2huoNCckJ8_bgSFZID2hPtAFz2rPbESxxTXeS9zLd5JfeDhfpo8kB8L5zv4pt_U632wd8Lit_ZLA6qOXH9Q05qy4PSo', 'width': 6000}]",https://www.google.com/maps/place/?q=place_id:ChIJ____P13seC4RQaq3yHGPeuQ
