name,reviews,main_category,categories,rating,address,link,coordinates
Monumen Yogya Kembali,13583,Monumen,"[""Monumen"", ""Museum Sejarah"", ""Museum"", ""Tujuan Wisata""]",4.5,"Jl. Ring Road Utara, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",https://www.google.com/maps/place/Monumen+Yogya+Kembali/data=!4m7!3m6!1s0x2e7a58f99013c989:0x2a96db25b8ff4333!8m2!3d-7.7495904!4d110.3696068!16s%2Fm%2F0gfgg53!19sChIJickTkPlYei4RM0P_uCXblio?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7495904, ""longitude"": 110.3696068}"
Masjid Gedhe Keraton Yogyakarta,13499,Masjid,"[""Masjid"", ""Tujuan Wisata""]",4.8,"Alun-Alun Keraton, Jl. Kauman, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",https://www.google.com/maps/place/Masjid+Gedhe+Keraton+Yogyakarta/data=!4m7!3m6!1s0x2e7a578e5026fa8d:0xdc2b00d17c73aa18!8m2!3d-7.8039518!4d110.3626385!16s%2Fg%2F11jgf7_l6!19sChIJjfomUI5Xei4RGKpzfNEAK9w?authuser=0&hl=id&rclk=1,"{""latitude"": -7.803951799999999, ""longitude"": 110.36263849999999}"
Pasar Klithikan Pakuncen,13323,Pusat Bisnis,"[""Pusat Bisnis"", ""Pasar Loak"", ""Tujuan Wisata""]",4.3,"Jl. HOS Cokroaminoto No.34, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",https://www.google.com/maps/place/Pasar+Klithikan+Pakuncen/data=!4m7!3m6!1s0x2e7a57f5664d16f1:0x40c72b40294c7912!8m2!3d-7.7973553!4d110.3534996!16s%2Fg%2F1hm49zct5!19sChIJ8RZNZvVXei4REnlMKUArx0A?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7973552999999995, ""longitude"": 110.35349959999999}"
Taman Pintar Yogyakarta,7420,Museum Sains,"[""Museum Sains"", ""Pusat Pendidikan"", ""Taman bermain"", ""Pusat Rekreasi"", ""Tujuan Wisata""]",4.5,"Jl. Panembahan Senopati No.1-3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Taman+Pintar+Yogyakarta/data=!4m7!3m6!1s0x2e7a57860f2fb9af:0xa9f6007074b62dd8!8m2!3d-7.8006715!4d110.3676551!16s%2Fm%2F0y6kq2z!19sChIJr7kvD4ZXei4R2C22dHAA9qk?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8006715, ""longitude"": 110.3676551}"
Museum Sonobudoyo Unit I,5892,Museum Seni,"[""Museum Seni"", ""Museum Pusaka"", ""Museum"", ""Tujuan Wisata""]",4.8,"Jl. Pangurakan No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Museum+Sonobudoyo+Unit+I/data=!4m7!3m6!1s0x2e7a578f83070a4f:0x9d10431ac43ec5ee!8m2!3d-7.8023333!4d110.3639441!16s%2Fg%2F11h1v81d_!19sChIJTwoHg49Xei4R7sU-xBpDEJ0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8023333, ""longitude"": 110.3639441}"
Alun-Alun Lor Yogyakarta,5874,Taman,"[""Taman"", ""Taman Kota"", ""Tujuan Wisata""]",4.6,"59W7+CQV, Jl. Alun-Alun Utara, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Alun-Alun+Lor+Yogyakarta/data=!4m7!3m6!1s0x2e7a578eff189057:0xfa69e0635f45b96d!8m2!3d-7.8038975!4d110.3644232!16s%2Fg%2F11d_d50f96!19sChIJV5AY_45Xei4RbblFX2Pgafo?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8038975, ""longitude"": 110.36442319999999}"
Yogyatourium Dagadu Djokdja,3958,Toko Pakaian,"[""Toko Pakaian"", ""Kedai Kopi"", ""Ruang berkarya"", ""Restoran"", ""Toko Suvenir"", ""Tujuan Wisata""]",4.5,"Jl. Gedongkuning Selatan No.128, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",https://www.google.com/maps/place/Yogyatourium+Dagadu+Djokdja/data=!4m7!3m6!1s0x2e7a571552fd84ef:0x6370aba201892c73!8m2!3d-7.8149139!4d110.4018825!16s%2Fg%2F12m9dxtwn!19sChIJ74T9UhVXei4RcyyJAaKrcGM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8149139, ""longitude"": 110.4018825}"
Embung Langensari,3092,Taman Kota,"[""Taman Kota"", ""Tujuan Wisata""]",4.3,"Jl. Kusbini No.35, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",https://www.google.com/maps/place/Embung+Langensari/data=!4m7!3m6!1s0x2e7a59d258bc6935:0xd72d8d2e7140104a!8m2!3d-7.7866148!4d110.3819311!16s%2Fg%2F11bwkhd4d1!19sChIJNWm8WNJZei4RShBAcS6NLdc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7866148, ""longitude"": 110.38193109999999}"
Monumen Serangan Umum 1 Maret 1949,2495,Monumen,"[""Monumen"", ""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.6,"Jl. Margo Mulyo No.6, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Monumen+Serangan+Umum+1+Maret+1949/data=!4m7!3m6!1s0x2e7a5788b5ba6d3b:0x6722b1744aec3f53!8m2!3d-7.80137!4d110.365259!16s%2Fg%2F1pzwsh_3l!19sChIJO226tYhXei4RUz_sSnSxImc?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8013699999999995, ""longitude"": 110.365259}"
Kids Fun Galeria Mall,2020,Taman Bermain Dalam Ruangan,"[""Taman Bermain Dalam Ruangan"", ""Taman bermain"", ""Tujuan Wisata""]",4.5,"Galeria Mall - Yogyakarta, Jl. Jend. Sudirman No.99 - 101, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",https://www.google.com/maps/place/Kids+Fun+Galeria+Mall/data=!4m7!3m6!1s0x2e7a5833b3ea4029:0x5b5f4a5f0908065b!8m2!3d-7.7823797!4d110.3791605!16s%2Fg%2F1pzrv1lg2!19sChIJKUDqszNYei4RWwYICV9KX1s?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7823797, ""longitude"": 110.3791605}"
Pojok Benteng Kulon,1781,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.5,"Jalan Letjend. Haryono, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55142",https://www.google.com/maps/place/Pojok+Benteng+Kulon/data=!4m7!3m6!1s0x2e7a5794bdc7e00f:0x8292915ace4a3dcc!8m2!3d-7.8128305!4d110.3561412!16s%2Fg%2F11b63f94cn!19sChIJD-DHvZRXei4RzD1KzlqRkoI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8128305, ""longitude"": 110.3561412}"
Es Coklat Impian Alun-Alun Kidul,1616,Kafe Coklat,"[""Kafe Coklat"", ""Toko Roti"", ""Tujuan Wisata""]",4.8,"kt 1, Jl. Ngadisuryan No.04, RT.10/RW.02, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Es+Coklat+Impian+Alun-Alun+Kidul/data=!4m7!3m6!1s0x2e7a57ea718e957f:0x1ec02ccea40c06b5!8m2!3d-7.8114706!4d110.3622653!16s%2Fg%2F11s7hs_lj2!19sChIJf5WOcepXei4RtQYMpM4swB4?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8114706, ""longitude"": 110.36226529999999}"
Rumah Hantu Malioboro,1409,Tujuan Wisata,"[""Tujuan Wisata""]",4.5,"6938+P4X, Jl. Malioboro, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta",https://www.google.com/maps/place/Rumah+Hantu+Malioboro/data=!4m7!3m6!1s0x2e7a59a8c1161f4d:0xaca66c8a28a3d11c!8m2!3d-7.7956378!4d110.3653538!16s%2Fg%2F11rv7wyy56!19sChIJTR8WwahZei4RHNGjKIpspqw?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7956378, ""longitude"": 110.3653538}"
Museum Kereta Keraton,1174,Museum Sejarah,"[""Museum Sejarah"", ""Tujuan Wisata""]",4.7,"Jl. Rotowijayan, Kadipaten, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55132",https://www.google.com/maps/place/Museum+Kereta+Keraton/data=!4m7!3m6!1s0x2e7a578e39a1cabb:0x3fd2057b8163d7e6!8m2!3d-7.805467!4d110.363062!16s%2Fg%2F11bztgcysj!19sChIJu8qhOY5Xei4R5tdjgXsF0j8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.805466999999999, ""longitude"": 110.363062}"
Ramayana Ballet Purawisata,1092,Amfiteater,"[""Amfiteater"", ""Pusat kebudayaan"", ""Restoran Keluarga"", ""Restoran Indonesia"", ""Pusat Rekreasi"", ""Tujuan Wisata"", ""Restoran Masakan Barat""]",4.5,"Jl. Brigjen Katamso Jl. Ireda, Keparakan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55152",https://www.google.com/maps/place/Ramayana+Ballet+Purawisata/data=!4m7!3m6!1s0x2e7a579ae1f9a68b:0x609fc9d5b639fff!8m2!3d-7.8089788!4d110.3707148!16s%2Fg%2F11x7vpp5g!19sChIJi6b54ZpXei4R_59jW538CQY?authuser=0&hl=id&rclk=1,"{""latitude"": -7.808978799999999, ""longitude"": 110.3707148}"
Jogja Gallery,1070,Galeri Seni,"[""Galeri Seni"", ""Tujuan Wisata""]",4.7,"JL. Pekapalan No.7, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121",https://www.google.com/maps/place/Jogja+Gallery/data=!4m7!3m6!1s0x2e7a578f9af30ba5:0x3ec8a5fb55f24f4!8m2!3d-7.8028741!4d110.3656893!16s%2Fg%2F1hc0r_cbx!19sChIJpQvzmo9Xei4R9CRftV-K7AM?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8028740999999995, ""longitude"": 110.3656893}"
Pesona Desa Wisata Gerabah Kasongan Yogyakarta,1041,Tujuan Wisata,"[""Tujuan Wisata""]",4.5,"Jl. Kasongan No.3, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",https://www.google.com/maps/place/Pesona+Desa+Wisata+Gerabah+Kasongan+Yogyakarta/data=!4m7!3m6!1s0x2e7a562ec443e609:0xdd8f6df4e1b97dfc!8m2!3d-7.8455358!4d110.3379568!16s%2Fg%2F11hbprbclw!19sChIJCeZDxC5Wei4R_H254fRtj90?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8455357999999995, ""longitude"": 110.3379568}"
Bentara Budaya Yogyakarta (BBY),1022,Pusat Kesenian,"[""Pusat Kesenian"", ""Tujuan Wisata""]",4.6,"Jl. Suroto No.2, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",https://www.google.com/maps/place/Bentara+Budaya+Yogyakarta+%28BBY%29/data=!4m7!3m6!1s0x2e7a583243c99907:0x1f679cc2cf3c3e82!8m2!3d-7.7857242!4d110.3746954!16s%2Fg%2F1tf559f0!19sChIJB5nJQzJYei4Rgj48z8KcZx8?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7857242, ""longitude"": 110.3746954}"
Masjid Soko Tunggal꧋꧋ꦩꦱ꧀ꦗꦶꦣ꧀ꦱꦾꦸꦲꦣ,896,Masjid,"[""Masjid"", ""Tujuan Wisata""]",4.8,"Jl. Taman 1 No.318, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",https://www.google.com/maps/place/Masjid+Soko+Tunggal%EA%A7%8B%EA%A7%8B%EA%A6%A9%EA%A6%B1%EA%A7%80%EA%A6%97%EA%A6%B6%EA%A6%A3%EA%A7%80%EA%A6%B1%EA%A6%BE%EA%A6%B8%EA%A6%B2%EA%A6%A3/data=!4m7!3m6!1s0x2e7a5793d60be435:0xd6ad86ad6eb9e050!8m2!3d-7.810415!4d110.3604666!16s%2Fg%2F120tb33s!19sChIJNeQL1pNXei4RUOC5bq2GrdY?authuser=0&hl=id&rclk=1,"{""latitude"": -7.810415, ""longitude"": 110.3604666}"
Taman Burung Gembira Loka,389,Kebun Binatang,"[""Kebun Binatang"", ""Tujuan Wisata""]",4.7,"Jl. Veteran No.51, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55165",https://www.google.com/maps/place/Taman+Burung+Gembira+Loka/data=!4m7!3m6!1s0x2e7a576eea89f16d:0x1dfe6411e397bf68!8m2!3d-7.8079912!4d110.3945075!16s%2Fg%2F11dxmdgfdb!19sChIJbfGJ6m5Xei4RaL-X4xFk_h0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8079912, ""longitude"": 110.39450749999999}"
Museum Gembira Loka Zoo,383,Museum,"[""Museum"", ""Tujuan Wisata""]",4.5,"Gembira Loka Zoo, Jl. Kebun Raya No.2, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",https://www.google.com/maps/place/Museum+Gembira+Loka+Zoo/data=!4m7!3m6!1s0x2e7a5768983bbcc9:0xd2ebc6bb1d5255c7!8m2!3d-7.8053736!4d110.3980597!16s%2Fg%2F11dz2t650b!19sChIJybw7mGhXei4Rx1VSHbvG69I?authuser=0&hl=id&rclk=1,"{""latitude"": -7.805373599999999, ""longitude"": 110.39805969999999}"
Kraton Jogja,347,Tujuan Wisata,"[""Tujuan Wisata"", ""Museum""]",4.8,"59V7+6H7, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",https://www.google.com/maps/place/Kraton+Jogja/data=!4m7!3m6!1s0x2e7a575c262d5709:0xf11a324efb8b84ec!8m2!3d-7.8069587!4d110.3639266!16s%2Fg%2F122zq88b!19sChIJCVctJlxXei4R7ISL-04yGvE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8069587, ""longitude"": 110.3639266}"
Bangsal Magangan,214,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.7,"59R7+FFX, Jl. Magangan Kulon, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",https://www.google.com/maps/place/Bangsal+Magangan/data=!4m7!3m6!1s0x2e7a5791aba11707:0x5e5f8e6a90204599!8m2!3d-7.8087595!4d110.3637221!16s%2Fg%2F11dz2n_5g4!19sChIJBxehq5FXei4RmUUgkGqOX14?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8087595, ""longitude"": 110.36372209999999}"
Bangsal Sri Manganti ꦧꦁꦱꦭ꧀ꦱꦿꦶꦩꦔꦤ꧀ꦠꦶ,167,Bangunan Bersejarah,"[""Bangunan Bersejarah"", ""Tujuan Wisata""]",4.7,"Jl. Rotowijayan No.1, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",https://www.google.com/maps/place/Bangsal+Sri+Manganti+%EA%A6%A7%EA%A6%81%EA%A6%B1%EA%A6%AD%EA%A7%80%EA%A6%B1%EA%A6%BF%EA%A6%B6%EA%A6%A9%EA%A6%94%EA%A6%A4%EA%A7%80%EA%A6%A0%EA%A6%B6/data=!4m7!3m6!1s0x2e7a5793e5555555:0x795e394b70a8178e!8m2!3d-7.8071425!4d110.3637818!16s%2Fg%2F1pzq_63m7!19sChIJVVVV5ZNXei4RjheocEs5Xnk?authuser=0&hl=id&rclk=1,"{""latitude"": -7.807142499999999, ""longitude"": 110.3637818}"
Monumen Sanapati,79,Monumen,"[""Monumen"", ""Tujuan Wisata""]",4.8,"696C+PJM, Jl. Abu Bakar Ali, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",https://www.google.com/maps/place/Monumen+Sanapati/data=!4m7!3m6!1s0x2e7a582e8911b189:0xb6db6161fea85fbf!8m2!3d-7.7881728!4d110.3715403!16s%2Fg%2F11bbyn4wcl!19sChIJibERiS5Yei4Rv1-o_mFh27Y?authuser=0&hl=id&rclk=1,"{""latitude"": -7.7881728, ""longitude"": 110.37154029999999}"
Kampung Wisata Rejowinangun,60,Tujuan Wisata,"[""Tujuan Wisata""]",4.5,"Jalan Nyi Adisari, Gg. Dahlia I pilahan KG I No.722, Rejowinangun, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55171",https://www.google.com/maps/place/Kampung+Wisata+Rejowinangun/data=!4m7!3m6!1s0x2e7a576c91b42bc9:0x3d6b43545f6606be!8m2!3d-7.8152776!4d110.3988359!16s%2Fg%2F11d_2bd91y!19sChIJySu0kWxXei4RvgZmX1RDaz0?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8152776, ""longitude"": 110.3988359}"
DINO Adventure,59,Tujuan Wisata,"[""Tujuan Wisata""]",4.2,"Gedung Kotak, Jl. Panembahan Senopati No.1-3, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/DINO+Adventure/data=!4m7!3m6!1s0x2e7a57861251a79f:0x71773acf2fb374de!8m2!3d-7.8005969!4d110.3676789!16s%2Fg%2F11bxd7024b!19sChIJn6dREoZXei4R3nSzL886d3E?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8005968999999995, ""longitude"": 110.3676789}"
Kampung Wisata Pandeyan,50,Tujuan Wisata,"[""Tujuan Wisata""]",4.7,"59PP+6F3, Jl. Pandeyan, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",https://www.google.com/maps/place/Kampung+Wisata+Pandeyan/data=!4m7!3m6!1s0x2e7a57733faba62f:0x549b89f4ce016d6b!8m2!3d-7.814481!4d110.386165!16s%2Fg%2F11b6d00x3b!19sChIJL6arP3NXei4Ra20BzvSJm1Q?authuser=0&hl=id&rclk=1,"{""latitude"": -7.814481, ""longitude"": 110.38616499999999}"
Kampung Wisata Sosromenduran,43,Taman Hiburan,"[""Taman Hiburan"", ""Tujuan Wisata""]",4.1,"001, Jl. Sosrowijayan No.69, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271",https://www.google.com/maps/place/Kampung+Wisata+Sosromenduran/data=!4m7!3m6!1s0x2e7a5826be29978d:0xe41a56956d58b8c7!8m2!3d-7.79219!4d110.362151!16s%2Fg%2F1pzs29j25!19sChIJjZcpviZYei4Rx7hYbZVWGuQ?authuser=0&hl=id&rclk=1,"{""latitude"": -7.79219, ""longitude"": 110.362151}"
Pendapa Lawang Pethuk Kotagede,34,Tujuan Wisata,"[""Tujuan Wisata"", ""Toko Suvenir"", ""Bangunan pusaka"", ""Perajin perak"", ""Biro Perjalanan dan Wisata""]",4.7,"Jl. Alun-Alun Utara, RT.37/RW.09, Purbayan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55173",https://www.google.com/maps/place/Pendapa+Lawang+Pethuk+Kotagede/data=!4m7!3m6!1s0x2e7a571f25e0c0af:0x32e2d3f76f3f7bd9!8m2!3d-7.8311211!4d110.3998181!16s%2Fg%2F11cp5g016q!19sChIJr8DgJR9Xei4R2Xs_b_fT4jI?authuser=0&hl=id&rclk=1,"{""latitude"": -7.8311211, ""longitude"": 110.39981809999999}"
Yogyakarta Night Tours - Meeting Point Klasik : Historical Walking and Food Tour,15,Biro Perjalanan dan Wisata,"[""Biro Perjalanan dan Wisata"", ""Tujuan Wisata""]",4.9,"Jl. Ketandan Kulon, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",https://www.google.com/maps/place/Yogyakarta+Night+Tours+-+Meeting+Point+Klasik+:+Historical+Walking+and+Food+Tour/data=!4m7!3m6!1s0x2e7a57cf3a3343f5:0x31d851d76761d840!8m2!3d-7.797444!4d110.3653174!16s%2Fg%2F11j1czz38c!19sChIJ9UMzOs9Xei4RQNhhZ9dR2DE?authuser=0&hl=id&rclk=1,"{""latitude"": -7.797444, ""longitude"": 110.3653174}"
