business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,permanently_closed,price_level,url
OPERATIONAL,"VCXF+CQC, Marga Mulya, Bumi Agung, East Lampung Regency, Lampung 34182, Indonesia","{'location': {'lat': -5.1013307, 'lng': 105.4247591}, 'viewport': {'northeast': {'lat': -5.099884520107278, 'lng': 105.4260089798927}, 'southwest': {'lat': -5.102584179892721, 'lng': 105.4233093201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kang kemill,ChIJy95YIqyXQC4RtyA97QWr8wo,4.0,ChIJy95YIqyXQC4RtyA97QWr8wo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110237858331242450892"">A Google User</a>'], 'photo_reference': 'AUGGfZlB7ow2dEuHXyBJj0t8gg6vM1PhXoNFxWEFvVNv6nh57UwdeG0E6iLXKrf7vBckmRagfwysmJrCkN-Ph2555q8XQgKJorHaEuJuyMo5POATLy_-9st96ZWZZMUsVvKZsgHdXN2Qvoh4CtrNxulS8JrMngV9y0HhhBspQiBURFTGB4jE', 'width': 1080}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJy95YIqyXQC4RtyA97QWr8wo
OPERATIONAL,"R9CH+MCG, Buana Sakti, Batanghari, East Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.178311799999999, 'lng': 105.3785854}, 'viewport': {'northeast': {'lat': -5.176961970107278, 'lng': 105.3799352298927}, 'southwest': {'lat': -5.179661629892721, 'lng': 105.3772355701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Desa Buana Sakti,ChIJhxAJCwC_QC4R-vZ3KtDMWkE,0.0,ChIJhxAJCwC_QC4R-vZ3KtDMWkE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhxAJCwC_QC4R-vZ3KtDMWkE
OPERATIONAL,"QFQX+953, Jl. Raya Ps. Melaris, Negeri Jemanten, Kec. Marga Tiga, Kabupaten Lampung Timur, Lampung 34386, Indonesia","{'location': {'lat': -5.2116162, 'lng': 105.4979241}, 'viewport': {'northeast': {'lat': -5.210294220107278, 'lng': 105.4993538298927}, 'southwest': {'lat': -5.212993879892722, 'lng': 105.4966541701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah ferdyy muarifin,ChIJV1HrSiHrQC4RTnV_WMtuHuw,0.0,ChIJV1HrSiHrQC4RTnV_WMtuHuw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117433954094222707746"">A Google User</a>'], 'photo_reference': 'AUGGfZkO_qNHOLAlyL39beC-lQWr107SYNFewmAeFSaWPe30P3APhUM4XOD8-r-K_fpQ-bHcDZKHmIVuU-uO1eTFd9XdOfK_orce5jKkAEiepzECYpyEb_4UZcoG9hoEOGi_TkSFvn3rLUWe6pkYOsDPpsrZEQzcO-99HM0N0A0t8VoONhik', 'width': 1080}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJV1HrSiHrQC4RTnV_WMtuHuw
OPERATIONAL,"PF9W+J9R, Gunung Agung, Sekampung Udik, East Lampung Regency, Lampung 34385, Indonesia","{'location': {'lat': -5.280869699999999, 'lng': 105.4959009}, 'viewport': {'northeast': {'lat': -5.279606120107277, 'lng': 105.4971824298927}, 'southwest': {'lat': -5.282305779892721, 'lng': 105.4944827701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah anak muda,ChIJXxv3LYnpQC4RO1eTxnWoXdI,5.0,ChIJXxv3LYnpQC4RO1eTxnWoXdI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"[{'height': 416, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110780368054564604780"">A Google User</a>'], 'photo_reference': 'AUGGfZk3QiCjzAlieP9n2wYa4b6dhoGsmhwe57p6hmr7IVKJ38V32M2txApadTy3wwuPKE5ROIOm1nRMIXTBfEPLAPCgAKsub7TP9Holp7pRUpjc7N17UblecPq1ZtO27cLLvhuU4gw1Okv0uVX2I46CtLnjSA4oFUloqlZ0D-w6-Tfh11XC', 'width': 720}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJXxv3LYnpQC4RO1eTxnWoXdI
OPERATIONAL,"QHPJ+VHJ, Unnamed Rd, Purwo Kencono, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34386, Indonesia","{'location': {'lat': -5.212782799999999, 'lng': 105.5813843}, 'viewport': {'northeast': {'lat': -5.211462320107277, 'lng': 105.5827568798927}, 'southwest': {'lat': -5.214161979892721, 'lng': 105.5800572201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah,ChIJ9XGMI53tQC4Rtok_K9Ig4Gc,0.0,ChIJ9XGMI53tQC4Rtok_K9Ig4Gc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ9XGMI53tQC4Rtok_K9Ig4Gc
OPERATIONAL,"RGV5+8PG Tjung kari, Jl. Tj. Harapan, Sumber Gede, Kec. Marga Tiga, Kabupaten Lampung Timur, Lampung 34386, Indonesia","{'location': {'lat': -5.156688, 'lng': 105.5093436}, 'viewport': {'northeast': {'lat': -5.155566770107278, 'lng': 105.5104638298927}, 'southwest': {'lat': -5.158266429892722, 'lng': 105.5077641701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Negri Katon marga tiga lamtim,ChIJ4X0d_C2TQC4RC-CGMOfqOw8,0.0,ChIJ4X0d_C2TQC4RC-CGMOfqOw8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4X0d_C2TQC4RC-CGMOfqOw8
OPERATIONAL,"PGHV+5WC, Banjar Agung, Sekampung Udik, East Lampung Regency, Lampung 34385, Indonesia","{'location': {'lat': -5.2720704, 'lng': 105.5447611}, 'viewport': {'northeast': {'lat': -5.270720170107278, 'lng': 105.5461104798927}, 'southwest': {'lat': -5.273419829892722, 'lng': 105.5434108201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arah ke Jembat Batu,ChIJFccUZwDtQC4RjC0m6n0dNVU,0.0,ChIJFccUZwDtQC4RjC0m6n0dNVU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJFccUZwDtQC4RjC0m6n0dNVU
OPERATIONAL,"Donomulyo, Bumi Agung, East Lampung Regency, Lampung 34382, Indonesia","{'location': {'lat': -5.1014636, 'lng': 105.4782682}, 'viewport': {'northeast': {'lat': -5.100109970107278, 'lng': 105.4794532798927}, 'southwest': {'lat': -5.102809629892722, 'lng': 105.4767536201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Saung Mancing Donomulyo,ChIJgezJNr6WQC4RMk96V_55w8I,4.0,ChIJgezJNr6WQC4RMk96V_55w8I,"['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",37,{'open_now': False},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100416301735443153584"">Hanifa Nurmira Tama</a>'], 'photo_reference': 'AUGGfZldBV9e-h3PaJKsnAX8QhMA8mZKisieiQb_rXfVrSyNVyigy1T3CsZhyPxB38k0n-uHq__xQQqED-ya49Df-sZY_HuHIHxVoG4_8PxQiMdqJ31LCTTd_S5GnJej-3Qcc5gYZ7EfsvnC1rki6CK9IN1Wa8u5tf64RXtj-P6wkdOQ5lXU', 'width': 4000}]","{'compound_code': 'VFXH+C8 Donomulyo, East Lampung Regency, Lampung, Indonesia', 'global_code': '6P67VFXH+C8'}",,1.0,https://www.google.com/maps/place/?q=place_id:ChIJgezJNr6WQC4RMk96V_55w8I
OPERATIONAL,"QH83+R8V, Dusun 1, RT.004/RW.001, Bumi Mulyo, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung, Indonesia","{'location': {'lat': -5.2328776, 'lng': 105.5532993}, 'viewport': {'northeast': {'lat': -5.231520120107279, 'lng': 105.5548170298927}, 'southwest': {'lat': -5.234219779892722, 'lng': 105.5521173701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Petani buah naga,ChIJG0FEIADtQC4RiBjntOum3ic,0.0,ChIJG0FEIADtQC4RiBjntOum3ic,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJG0FEIADtQC4RiBjntOum3ic
OPERATIONAL,"MGHF+VRM, Gunung Agung, Sekampung Udik, East Lampung Regency, Lampung 34376, Indonesia","{'location': {'lat': -5.3202886, 'lng': 105.5245426}, 'viewport': {'northeast': {'lat': -5.318938770107278, 'lng': 105.5258924298927}, 'southwest': {'lat': -5.321638429892722, 'lng': 105.5231927701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Way sekampung.area pemancingan,ChIJ5-Z5Op7vQC4RDI0AXhAvRss,5.0,ChIJ5-Z5Op7vQC4RDI0AXhAvRss,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5-Z5Op7vQC4RDI0AXhAvRss
OPERATIONAL,"RGJG+83, Sumber Gede, Marga Tiga, East Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.169236499999999, 'lng': 105.5252256}, 'viewport': {'northeast': {'lat': -5.167939720107277, 'lng': 105.5266792298927}, 'southwest': {'lat': -5.170639379892721, 'lng': 105.5239795701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kebun kiyay dedi,ChIJ7VR-RgCTQC4R0NF-AVjK9Mg,0.0,ChIJ7VR-RgCTQC4R0NF-AVjK9Mg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7VR-RgCTQC4R0NF-AVjK9Mg
OPERATIONAL,"PH28+6J9, Jl. Jenderal Sudirman, Pugung Raharjo, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung 34384, Indonesia","{'location': {'lat': -5.2994739, 'lng': 105.5665973}, 'viewport': {'northeast': {'lat': -5.298185970107276, 'lng': 105.5679588298927}, 'southwest': {'lat': -5.30088562989272, 'lng': 105.5652591701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Seni dan Budaya RANDU MAS,ChIJZ3f5-OPvQC4RTbpV5o53zOo,4.3,ChIJZ3f5-OPvQC4RTbpV5o53zOo,"['tourist_attraction', 'point_of_interest', 'establishment']",112,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109188365789357306522"">efan. sugandi</a>'], 'photo_reference': 'AUGGfZlz1t6eOojMZettZtRYYvBcvmHTOjIfty4AjKpYVctOfkbOfN-XKYsfh7ZFS8ADxba8l1qbEw4OIlq_JVK1Jbnho6_gIMPkmPyCLODbz8LGzJxMB1oIi9eKrfBTZb-SamcRAkYxjXymiAgexTHAsE2jaDkLPV097nBc1CgG5TZxaIPq', 'width': 1920}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJZ3f5-OPvQC4RTbpV5o53zOo
OPERATIONAL,"VCP4+PJR, Bumi MAS, Batanghari, East Lampung Regency, Lampung 34381, Indonesia","{'location': {'lat': -5.1137298, 'lng': 105.4053875}, 'viewport': {'northeast': {'lat': -5.112140670107278, 'lng': 105.4071713298927}, 'southwest': {'lat': -5.114840329892722, 'lng': 105.4044716701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan 51,ChIJF9yv8UK9QC4RNSWKO5bGFbo,4.0,ChIJF9yv8UK9QC4RNSWKO5bGFbo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},,,,,https://www.google.com/maps/place/?q=place_id:ChIJF9yv8UK9QC4RNSWKO5bGFbo
OPERATIONAL,"VCJ4+CX8, Sri Basuki, Batanghari, East Lampung Regency, Lampung 34381, Indonesia","{'location': {'lat': -5.1189506, 'lng': 105.4074424}, 'viewport': {'northeast': {'lat': -5.117619520107278, 'lng': 105.4089947298927}, 'southwest': {'lat': -5.120319179892722, 'lng': 105.4062950701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Banyu Langit,ChIJRbUsdRuXQC4Rot4U_HdcMZs,4.3,ChIJRbUsdRuXQC4Rot4U_HdcMZs,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 366, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113384402338168401815"">kang haris</a>'], 'photo_reference': 'AUGGfZnBLJ9bd7LbM_lB4kbgjsMUAn3C_S8iEaRt94pk_7aIUPdBYWcy6tsi2oUnKnFFm-KO7qjx63Klc0uKM7TwqQpgPTYxHfZ9mX7UGsk1cZvOyJNB6VeVFEEJ59VvOHqwrWgsZGfZg5U_S6pF5sgsGLzTd99hMVhijZ2zVgjhol-WMv77', 'width': 720}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJRbUsdRuXQC4Rot4U_HdcMZs
OPERATIONAL,"QH4V+QG7, Purwo Kencono, Sekampung Udik, East Lampung Regency, Lampung, Indonesia","{'location': {'lat': -5.2430752, 'lng': 105.5938023}, 'viewport': {'northeast': {'lat': -5.241484420107278, 'lng': 105.5951393798927}, 'southwest': {'lat': -5.244184079892722, 'lng': 105.5924397201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertanian selaras alam,ChIJJbPJAADzQC4RD5JBXwf4V30,0.0,ChIJJbPJAADzQC4RD5JBXwf4V30,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJbPJAADzQC4RD5JBXwf4V30
OPERATIONAL,"MHXC+6RV, Taman Purbakala, Pugung Raharjo, Kec. Sekampung Udik, Kabupaten Lampung Timur, Lampung, Indonesia","{'location': {'lat': -5.3018752, 'lng': 105.5720358}, 'viewport': {'northeast': {'lat': -5.300131720107276, 'lng': 105.5732349298927}, 'southwest': {'lat': -5.30283137989272, 'lng': 105.5705352701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Megalitik Pugung Raharjo,ChIJiavUFQDvQC4R1ypxK4lAQyk,5.0,ChIJiavUFQDvQC4R1ypxK4lAQyk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116731727549291277889"">Erric Syah</a>'], 'photo_reference': 'AUGGfZnoE3ubIScaCV1lZsv4DTDLZQaLed9-9RrFz55uAjqfhImGorYuC_tTL3D2TxFp396j2BLHhE7TZ1O4EG9xXw1Jo04lyZ_lfhJRqEgEeLLkAXqxzpjYtb0nuiHS56rgalNy5mmi73xc8IbyUFx9cF7eirseMvVCCu9Sj_pITpmYLKe0', 'width': 1600}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJiavUFQDvQC4R1ypxK4lAQyk
