business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,plus_code,rating,reference,types,user_ratings_total,photos,price_level,permanently_closed,url
OPERATIONAL,"Jl. Candi 3D No.444, RT.8/RW.3, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia","{'location': {'lat': -7.9624617, 'lng': 112.6068391}, 'viewport': {'northeast': {'lat': -7.961092670107277, 'lng': 112.6081207298927}, 'southwest': {'lat': -7.963792329892721, 'lng': 112.6054210701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DEKA TOUR AND TRAVEL,{'open_now': False},ChIJYeBBHxaDeC4R5vXFAMP5ke0,"{'compound_code': '2JQ4+2P Karangbesuki, Malang City, East Java, Indonesia', 'global_code': '6P4J2JQ4+2P'}",4.7,ChIJYeBBHxaDeC4R5vXFAMP5ke0,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 1013, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102217758090447988643"">A Google User</a>'], 'photo_reference': 'AUGGfZk5YtEmkpQP2HOpQfoo5I9F6TZHo3n_J_CWBLxm2JQpd28YdGupzhKU4EJgbO3-fyMrPh-ja2-_xnZJDXet-K3W15VfHcOzanaK-bJMEG5uOlkSA9Ig4-KhlV5R4GAWNze2ieb33xs3jDR_uhwb5-lkhbjRGc89uEeBQp05EhJQG7fH', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJYeBBHxaDeC4R5vXFAMP5ke0
OPERATIONAL,"Jl. Janti Bar. Padepokan No.101, Sukun, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","{'location': {'lat': -8.0000582, 'lng': 112.6233186}, 'viewport': {'northeast': {'lat': -7.998825870107278, 'lng': 112.6245919298927}, 'southwest': {'lat': -8.00152552989272, 'lng': 112.6218922701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata River Tubing Itnaj Paradise,,ChIJL1qrHwAp1i0RiwVi2VGDvDw,"{'compound_code': 'XJXF+X8 Sukun, Malang City, East Java, Indonesia', 'global_code': '6P3JXJXF+X8'}",0.0,ChIJL1qrHwAp1i0RiwVi2VGDvDw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJL1qrHwAp1i0RiwVi2VGDvDw
OPERATIONAL,"2JCH+95H, Kauman, Klojen, Malang City, East Java 65119, Indonesia","{'location': {'lat': -7.9790588, 'lng': 112.6279964}, 'viewport': {'northeast': {'lat': -7.977716970107278, 'lng': 112.6293829298927}, 'southwest': {'lat': -7.980416629892722, 'lng': 112.6266832701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pojok Dolanan,,ChIJeSTqAQQp1i0RElU53Z98XNw,,3.0,ChIJeSTqAQQp1i0RElU53Z98XNw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111878005888234166218"">Indi Eria</a>'], 'photo_reference': 'AUGGfZnS9e5eyUllQYLS7ug86-AaamkW1R5FqTNch_oUZWvDveuuVPN-m7KzTWgp5z1IC0YQJ9ZDthuVW-1aqC9sDm7WVW6m8-ohQy-3plB-Nnbjv9HvZyssVf7JojNlr3wErDmzTquQ6QRoNdcA_NrH3niZKNeUp_BK7k79C-g97P1V4rOR', 'width': 3024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJeSTqAQQp1i0RElU53Z98XNw
OPERATIONAL,"2JX2+574, Jl. Raya Candi VI C, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia","{'location': {'lat': -7.952003500000001, 'lng': 112.6009456}, 'viewport': {'northeast': {'lat': -7.950658270107279, 'lng': 112.6023196798927}, 'southwest': {'lat': -7.953357929892722, 'lng': 112.5996200201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Belik air,,ChIJ77A-FK6DeC4RZ4ojLdv3hLk,,0.0,ChIJ77A-FK6DeC4RZ4ojLdv3hLk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ77A-FK6DeC4RZ4ojLdv3hLk
OPERATIONAL,"Jl. Lowokdoro No.5, Kebonsari, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia","{'location': {'lat': -8.0315621, 'lng': 112.626905}, 'viewport': {'northeast': {'lat': -8.030205620107278, 'lng': 112.6281938798927}, 'southwest': {'lat': -8.032905279892722, 'lng': 112.6254942201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Gantangan Malang Satu Titik,,ChIJH6SAPQYn1i0R4KZaIDqlFDo,"{'compound_code': 'XJ9G+9Q Kebonsari, Malang City, East Java, Indonesia', 'global_code': '6P3JXJ9G+9Q'}",4.3,ChIJH6SAPQYn1i0R4KZaIDqlFDo,"['tourist_attraction', 'point_of_interest', 'establishment']",12,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111835623777305924837"">A Google User</a>'], 'photo_reference': 'AUGGfZnr9xKUS9Vkev-s2kTvsrV3XlEZK056TvPXfQRQJENwCQ2nH-iqeE2lEBRyDDqh4ZQU0pauch2--9eGAvgXhoK2eedopK7na81KOFzPoVxF6zS_IJXw_VtRIgd4gpHgyofrNzuZGB6uaRIGph1W5r2C8rtS34kyT0ps3jzZg-P4ysxj', 'width': 540}]",,,https://www.google.com/maps/place/?q=place_id:ChIJH6SAPQYn1i0R4KZaIDqlFDo
OPERATIONAL,"2J28+M8X, Klayatan Gg.1, Bandungrejosari, Sukun, Malang City, East Java 65148, Indonesia","{'location': {'lat': -7.998258, 'lng': 112.615857}, 'viewport': {'northeast': {'lat': -7.996909470107277, 'lng': 112.6172214798927}, 'southwest': {'lat': -7.999609129892721, 'lng': 112.6145218201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Pak de Anto ( Citra ),,ChIJ4SMsL82DeC4RwVrk1d-J_Jo,,5.0,ChIJ4SMsL82DeC4RwVrk1d-J_Jo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101804546151905887336"">A Google User</a>'], 'photo_reference': 'AUGGfZmaUkI9IAycxJzYrTJmKQfYh0VDA6BImPs6KOgNKccKW-1QAna3fQeI79vO5bskXpCoR9fz7mYtjqpMFEloj8PEOhTCWoRoRdnSjWdJNAF8QTC5607fFbOKCiEgX2A3WYoQLy4NlulEl3rDJuLOxr4yQwJzevjtfz1sfypSxQOg3D2z', 'width': 2256}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ4SMsL82DeC4RwVrk1d-J_Jo
OPERATIONAL,"Jl. Aries Munandar, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur, Indonesia","{'location': {'lat': -7.9826109, 'lng': 112.6363119}, 'viewport': {'northeast': {'lat': -7.981203820107278, 'lng': 112.6377059298927}, 'southwest': {'lat': -7.983903479892722, 'lng': 112.6350062701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,kampoeng heritage teman-sukoharjo- KOTA MALANG,{'open_now': True},ChIJSXvT8m8p1i0RK3Bfr2mYiws,"{'compound_code': '2J8P+XG Kiduldalem, Malang City, East Java, Indonesia', 'global_code': '6P4J2J8P+XG'}",4.3,ChIJSXvT8m8p1i0RK3Bfr2mYiws,"['tourist_attraction', 'point_of_interest', 'establishment']",12,"[{'height': 899, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116435243923175082520"">A Google User</a>'], 'photo_reference': 'AUGGfZlD47qiQbqFTyHMYMsd-IfI0lhe6JbhljqQsBllRF-k1H_7DeMfpvyClKLZu8PqimqoL0akALV9TVw2NW-jvxLG0gZCJx_00N5QJespOJFyCwZIsstL7_lCc7q_VvOey9fa79sZneacKT0PH8FdAQayXo4hXLIRJqX5oUz1Jfz8Dku4', 'width': 1599}]",,,https://www.google.com/maps/place/?q=place_id:ChIJSXvT8m8p1i0RK3Bfr2mYiws
OPERATIONAL,"Jalan Tumapel No.1, Kiduldalem, Klojen, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia","{'location': {'lat': -7.978193800000001, 'lng': 112.6327924}, 'viewport': {'northeast': {'lat': -7.976780620107277, 'lng': 112.6341491298927}, 'southwest': {'lat': -7.979480279892721, 'lng': 112.6314494701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisma Tumapel,{'open_now': True},ChIJaV23xjwo1i0RrcWd9L1FjOQ,"{'compound_code': '2JCM+P4 Kauman, Malang City, East Java, Indonesia', 'global_code': '6P4J2JCM+P4'}",4.3,ChIJaV23xjwo1i0RrcWd9L1FjOQ,"['tourist_attraction', 'point_of_interest', 'establishment']",351,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111421884042097637634"">Syamsul Arifin</a>'], 'photo_reference': 'AUGGfZmlsxVNZPPjUA8uFEqhD43EkoMv0k0pvxNaRLNoSVHX3NnsN3pvfrowantsq37pcbaqpwDJb8F99p91yITM0Om31YxQxmnUys-b9gibmEe0n5kbkpZ1FF6vuk7rLGsZbe2AVwPOqYzbcRhnV4DU9DMDja_yZDfhckOZFS5Vqeb2DIRv', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJaV23xjwo1i0RrcWd9L1FjOQ
OPERATIONAL,"2JFM+4JW, Jl. Tugu, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","{'location': {'lat': -7.9771351, 'lng': 112.6340638}, 'viewport': {'northeast': {'lat': -7.975801220107279, 'lng': 112.6353775298927}, 'southwest': {'lat': -7.978500879892723, 'lng': 112.6326778701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Alun-Alun Tugu Malang,{'open_now': True},ChIJ-83vmjwo1i0RkV1oV4hiiOI,,4.6,ChIJ-83vmjwo1i0RkV1oV4hiiOI,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",13221,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116718689841530997309"">ida dida</a>'], 'photo_reference': 'AUGGfZnkWZZnN0XlWPwBY-gC-G8VpZ7PZhG_A5NBdPM9wPcgXBbyAzOBWP-zkT5bJT5qAJMSe2b6oSQJ85gnL8iq9ehugylrTCNZwMDOnvBWaolaJARC8kxhKMxX5S7TsP0ZGzEYL5PcZ1mhaBjjUuGisO0wCFxrf4vmVJ3WKbw-qkK1Ub8', 'width': 3456}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ-83vmjwo1i0RkV1oV4hiiOI
OPERATIONAL,"2JFP+CJC, Jl. Trunojoyo, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","{'location': {'lat': -7.9764328, 'lng': 112.6365191}, 'viewport': {'northeast': {'lat': -7.975079470107278, 'lng': 112.6379891298927}, 'southwest': {'lat': -7.977779129892722, 'lng': 112.6352894701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Trunojoyo Park,{'open_now': True},ChIJBVGM9Tso1i0R8U_5lMF8I7w,,4.4,ChIJBVGM9Tso1i0R8U_5lMF8I7w,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",2493,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100643129212439353151"">Bunda Shidqi</a>'], 'photo_reference': 'AUGGfZkcxgKrdH7Oo5fnS0EmwxCjc71z0qoGTNRpg6cFpudG6KHbpb4CkB-SJkHD5J59zHiLh8YxXJDWkY6X5qIYdt2IMAPW7llfHBcOlUPajb3XZUbnAJQf9FIIFvWyUa1AbvwD9HF6GxJIrKLA4GZCYrq9YqUirufpHYZEyqIoZPZZzVqf', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJBVGM9Tso1i0R8U_5lMF8I7w
OPERATIONAL,"2JGJ+V9V, Jl. Jaksa Agung Suprapto, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia","{'location': {'lat': -7.9727599, 'lng': 112.6309237}, 'viewport': {'northeast': {'lat': -7.971386520107278, 'lng': 112.6322345298927}, 'southwest': {'lat': -7.974086179892722, 'lng': 112.6295348701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,White Kampung Malang Travel,{'open_now': True},ChIJXwlGRiUo1i0R64MWy9n-NkQ,,4.3,ChIJXwlGRiUo1i0R64MWy9n-NkQ,"['tourist_attraction', 'point_of_interest', 'establishment']",229,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102038212472979771281"">Ren San</a>'], 'photo_reference': 'AUGGfZmGYHxMoFTuL0xpZwQS0laKRlY6NBf9ogLGTvV6gqzHCgy7Qn1aUC0pdBIShm1g6t5fenLER9fWDMhFiK1quiHv9BhsXeaaRISxdNw04YmhRd1mDDv33piZesfb_QPIU2wFtG7GOmji8Uyddoty8yJJhhhjBu_pTLpaS5lUIV49TWB1', 'width': 4032}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXwlGRiUo1i0R64MWy9n-NkQ
OPERATIONAL,"Jodipan, Blimbing, Malang City, East Java, Indonesia","{'location': {'lat': -7.983608599999999, 'lng': 112.6375232}, 'viewport': {'northeast': {'lat': -7.982256970107276, 'lng': 112.6388748798927}, 'southwest': {'lat': -7.984956629892721, 'lng': 112.6361752201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Warna Warni,,ChIJ3__ZfFMp1i0RZf7DgqJQR2E,"{'compound_code': '2J8Q+H2 Kesatrian, Malang City, East Java, Indonesia', 'global_code': '6P4J2J8Q+H2'}",4.4,ChIJ3__ZfFMp1i0RZf7DgqJQR2E,"['tourist_attraction', 'point_of_interest', 'establishment']",961,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102398626384442957391"">Maylia Dwi</a>'], 'photo_reference': 'AUGGfZmPG-liJPQbmXxY3okdTTw6xGEsujE3AF5Z6K-fjaHXS2bzR26jF7yIr6voo2Q_v78HYFRwjkt-4Cp5L-Ka5F0CiVa-lKEgQmcgmS2n5u87RdBDPbOb8zEiw_FI_Cu0NHz-JxNsLhh7wX6UWNdEpYg4PooVkq_5bvQ1tBz03BE8r23N', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ3__ZfFMp1i0RZf7DgqJQR2E
