business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,price_level,url
OPERATIONAL,"F6PJ+JRF, Tandikat, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.5134323, 'lng': 100.2320568}, 'viewport': {'northeast': {'lat': -0.50931585, 'lng': 100.2340782798927}, 'southwest': {'lat': -0.51480445, 'lng': 100.2313786201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pincughan Jilatang,,ChIJg8PZfYkZ1S8RCP9H94owwCw,0.0,ChIJg8PZfYkZ1S8RCP9H94owwCw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJg8PZfYkZ1S8RCP9H94owwCw
OPERATIONAL,"Anduring, 2 X 11 Kayu Tanam, Padang Pariaman Regency, West Sumatra 25584, Indonesia","{'location': {'lat': -0.5547803, 'lng': 100.3396626}, 'viewport': {'northeast': {'lat': -0.5533749701072778, 'lng': 100.3410346298927}, 'southwest': {'lat': -0.5560746298927223, 'lng': 100.3383349701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Anduring Adventure,{'open_now': True},ChIJCYjZ_qXf1C8RbzPbNze0Dow,5.0,ChIJCYjZ_qXf1C8RbzPbNze0Dow,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110751369822260957351"">A Google User</a>'], 'photo_reference': 'AUGGfZkq9WrJH0KnFMju2n9SsxqyEnzQpV3J5qdMsSxaeW3i71MO657-qjTl2wpO7JVA2qSqRdGKKSKOPUszu41MeBkGEO67HovKG-i7NbStL8HRCFVK-5n0WbTXZ1SR7GoP1FO1GdGri3opN6ldz19kbDP59A4noRssj446ZnrPjwa_Hy_I', 'width': 4000}]","{'compound_code': 'C8WQ+3V Anduring, Padang Pariaman Regency, West Sumatra, Indonesia', 'global_code': '6PF2C8WQ+3V'}",,https://www.google.com/maps/place/?q=place_id:ChIJCYjZ_qXf1C8RbzPbNze0Dow
OPERATIONAL,"G62C+P9Q, Gunung Padang Alai, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.4981611, 'lng': 100.2209856}, 'viewport': {'northeast': {'lat': -0.4969787701072778, 'lng': 100.2222957798927}, 'southwest': {'lat': -0.4996784298927223, 'lng': 100.2195961201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Tabie,,ChIJIbdvqXAZ1S8Rh20oVyzqgis,0.0,ChIJIbdvqXAZ1S8Rh20oVyzqgis,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJIbdvqXAZ1S8Rh20oVyzqgis
OPERATIONAL,"G9F5+2WW, W Trans Sumatera Hwy, Singgalang, Sepuluh Koto, Tanah Datar Regency, West Sumatra 27211, Indonesia","{'location': {'lat': -0.4773931, 'lng': 100.3598285}, 'viewport': {'northeast': {'lat': -0.4760145701072777, 'lng': 100.3611957298927}, 'southwest': {'lat': -0.4787142298927222, 'lng': 100.3584960701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tikungan Patah,,ChIJ2zsmLs4l1S8R4dUvr7p04fw,4.3,ChIJ2zsmLs4l1S8R4dUvr7p04fw,"['tourist_attraction', 'point_of_interest', 'establishment']",11,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109466010982930460935"">Rivaldo 0</a>'], 'photo_reference': 'AUGGfZl52PdMt70cJOZ3XXcNWoJrp4-J_eDAyKtQVjBP0iQU_qnzb2QaS9EB3wDJboVqIvPLkHpkgH93xOEza7Ix6QYnqpIEGMRFdMO0_gp5YRIHd4cZqmxW2ljJfK4x_8FyvviqY_Yl8QPytzak41OBnAg8-et0BXtCjasXvex1U_kE-VbT', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ2zsmLs4l1S8R4dUvr7p04fw
OPERATIONAL,"H4PJ+36G, Jl. Ladang Rimbo, Kuranji Hulu, Kec. Sungai Geringging, Kabupaten Padang Pariaman, Sumatera Barat 25562, Indonesia","{'location': {'lat': -0.4148231000000001, 'lng': 100.1305797}, 'viewport': {'northeast': {'lat': -0.4135043701072778, 'lng': 100.1319193798927}, 'southwest': {'lat': -0.4162040298927222, 'lng': 100.1292197201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang Manggis,,ChIJZ_fgKnQR1S8RaygVsuhrhqU,5.0,ChIJZ_fgKnQR1S8RaygVsuhrhqU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 502, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116276732756903673885"">A Google User</a>'], 'photo_reference': 'AUGGfZkmR0M0ZjGN-LXIABp_v_ya2-etAW9oGECQi3MMrbfyoQH92Ln9N7Vt565BIkY5PlM6KHpS0My2GV2U1O5DNEc0GKLajtYd6ZJ5tb35UmjEQm3fa11x66qiAdohkTs0ti_G5XsU_JMHVIge1ZZGjuvNuCEr7-H1hNlVZvqvio3lbywe', 'width': 524}]",,,https://www.google.com/maps/place/?q=place_id:ChIJZ_fgKnQR1S8RaygVsuhrhqU
OPERATIONAL,"852J+MPJ, Ulakan, Ulakan Tapakis, Padang Pariaman Regency, West Sumatra 25571, Indonesia","{'location': {'lat': -0.6982931, 'lng': 100.1817757}, 'viewport': {'northeast': {'lat': -0.6969518701072775, 'lng': 100.1831148298927}, 'southwest': {'lat': -0.6996515298927221, 'lng': 100.1804151701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ulakan,{'open_now': True},ChIJKW1cXo_m1C8R8036qe5MCis,4.4,ChIJKW1cXo_m1C8R8036qe5MCis,"['tourist_attraction', 'point_of_interest', 'establishment']",121,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101079818210561036374"">Aciak bara bere</a>'], 'photo_reference': 'AUGGfZl6_Er4DVz3cq40f769YUPUaSsbphQxDwwCCjQo2thhDhtgdOdPxKKSTPTb__-ZLcDAD-HtPfN2c1LP1E5pvOHM5Ds3zA0StoWV5zYLHRf75dZZDWuiyQv2Xm-wXGjcM_0Hn5CLPZw3ncSkyk_BEI0kVb8xUzSGvm6xzY__nl4XYEel', 'width': 4128}]",,,https://www.google.com/maps/place/?q=place_id:ChIJKW1cXo_m1C8R8036qe5MCis
OPERATIONAL,"C7PG+3CM, Kalalang bari, Sicincin, Kec. 2 X 11 Enam Lingkung, Kabupaten Padang Pariaman, Sumatera Barat, Indonesia","{'location': {'lat': -0.5647886999999999, 'lng': 100.2760576}, 'viewport': {'northeast': {'lat': -0.5634180701072778, 'lng': 100.2774581298927}, 'southwest': {'lat': -0.5661177298927222, 'lng': 100.2747584701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lahan ternak ayam borneo,,ChIJJfSAeQAh1S8RCQQGS8fp6XA,0.0,ChIJJfSAeQAh1S8RCQQGS8fp6XA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJfSAeQAh1S8RCQQGS8fp6XA
OPERATIONAL,"G62J+538, Tandikat, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.4995766, 'lng': 100.2302054}, 'viewport': {'northeast': {'lat': -0.4982224701072777, 'lng': 100.2315374298927}, 'southwest': {'lat': -0.5009221298927222, 'lng': 100.2288377701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampuang Paneh,,ChIJNQfYbZEZ1S8RlvzUZwJN6io,5.0,ChIJNQfYbZEZ1S8RlvzUZwJN6io,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112968336522744643462"">Rizky Elyas</a>'], 'photo_reference': 'AUGGfZmOyxwUGm94j3jMJ2JZePoAiE-2cfTpn6mdx8Y5IBNodmENNMfymXrSnXdEkQDajV80Myt8qXdTJXhg0E46HCJLr2NCJiNrLTbNsBcx8WMo9rRoEeC6SCbzTVi7uJ8VQ7dzmGwy0AZJAatfaZKd_U4TMrJ5OgOhqh4YOoILQ6l9c36P', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJNQfYbZEZ1S8RlvzUZwJN6io
OPERATIONAL,"Gunung Padang Alai, Padang Sago, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.510085, 'lng': 100.2119107}, 'viewport': {'northeast': {'lat': -0.5083608500000001, 'lng': 100.2136670298927}, 'southwest': {'lat': -0.51525745, 'lng': 100.2109673701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampuang Tanjuang,,ChIJZVNbNcMZ1S8R5Xl5aQQh3VI,4.5,ChIJZVNbNcMZ1S8R5Xl5aQQh3VI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"{'compound_code': 'F6Q6+XQ Gunung Padang Alai, Padang Pariaman Regency, West Sumatra, Indonesia', 'global_code': '6PF2F6Q6+XQ'}",,https://www.google.com/maps/place/?q=place_id:ChIJZVNbNcMZ1S8R5Xl5aQQh3VI
OPERATIONAL,"G6R4+4M, Gunung Padang Alai, V Koto Timur, Padang Pariaman Regency, West Sumatra 25552, Indonesia","{'location': {'lat': -0.4596664, 'lng': 100.206734}, 'viewport': {'northeast': {'lat': -0.4586444701072778, 'lng': 100.2083666798927}, 'southwest': {'lat': -0.4613441298927223, 'lng': 100.2056670201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LANGKUIK IPUAH,{'open_now': True},ChIJrYS6okYZ1S8RCQZ0Vt1NnHs,4.5,ChIJrYS6okYZ1S8RCQZ0Vt1NnHs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110563872110464378476"">A Google User</a>'], 'photo_reference': 'AUGGfZktmIQN7jL31_FxPqY-wtI1BVRqMt7fu1N35L8QIAKhKQRutQQa2tEGyoDqx79PGx3fRIO4ZJ0t40HeM1T2zXJ6JDhvZD5DWajX3CTq501xZXKYaG4i88IwM7RvrPRSoQ0XWI1at_vlCyuBO_hzapiUNu9AqzoBvqwsvxf8ND2iUxiU', 'width': 899}]",,,https://www.google.com/maps/place/?q=place_id:ChIJrYS6okYZ1S8RCQZ0Vt1NnHs
OPERATIONAL,"H525+W98, Marunggai, Sikucur, Kec. V Koto Kp. Dalam, Kabupaten Padang Pariaman, Sumatera Barat 25562, Indonesia","{'location': {'lat': -0.4477161, 'lng': 100.1584506}, 'viewport': {'northeast': {'lat': -0.4463941701072777, 'lng': 100.1597724798927}, 'southwest': {'lat': -0.4490938298927222, 'lng': 100.1570728201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ikan Larangan Marunggai,,ChIJf8VIZl0b1S8RGUNP4WRxLi4,4.6,ChIJf8VIZl0b1S8RGUNP4WRxLi4,"['tourist_attraction', 'point_of_interest', 'establishment']",31,"[{'height': 692, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103137368315143049550"">supri adi</a>'], 'photo_reference': 'AUGGfZmrRbakea_DgbycCN9lFyd5XY6IB3dSiMbtK1oEdOKunfJaodnFz4hAObuHyHW8j8x28CwxBzWSLTS6PxhuxFWLnDBGWeDNCUNgs6D2SRkd9Ad8uXeDvm5RD3vkrkgw0ILEZBCCIYaW0G3KvGXq2Vi1zX4wBbXMIQ7v1iwU04Z5qk8', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJf8VIZl0b1S8RGUNP4WRxLi4
OPERATIONAL,"F8RR+X2X, Guguak, 2 X 11 Kayu Tanam, Padang Pariaman Regency, West Sumatra 25584, Indonesia","{'location': {'lat': -0.5075202999999999, 'lng': 100.3401062}, 'viewport': {'northeast': {'lat': -0.5062542201072777, 'lng': 100.34116025}, 'southwest': {'lat': -0.5089538798927222, 'lng': 100.33694405}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lubuak Taka,,ChIJNy5HvIkj1S8R-_6Vc4EpK9s,5.0,ChIJNy5HvIkj1S8R-_6Vc4EpK9s,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102778187178797307151"">UmRiL</a>'], 'photo_reference': 'AUGGfZlcQnk_amMCue54SDBzQJ7s9_d8HD4uqAZQezDvzxZtSpYCqrFhA19bMCKy8QRyYLDZBlUbEGXl-UgEEwWgxLymj9-Gwsc_gRGpXmwhQLXyxhIUdfDzWipKIJr_NbHATtu6wO3QXYo_9TE3tIoYCBT5-vzNJKfZIZWy2CbxGMgpOMR9', 'width': 3096}]",,,https://www.google.com/maps/place/?q=place_id:ChIJNy5HvIkj1S8R-_6Vc4EpK9s
OPERATIONAL,"86MX+VCR, Toboh Gadang, Sintuk Toboh Gadang, Padang Pariaman Regency, West Sumatra 25571, Indonesia","{'location': {'lat': -0.6652667999999999, 'lng': 100.2485061}, 'viewport': {'northeast': {'lat': -0.6639021701072777, 'lng': 100.2498561798927}, 'southwest': {'lat': -0.6666018298927222, 'lng': 100.2471565201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung ambio trantang panjang,,ChIJUTAAI5fh1C8R3P3gl4NPX94,0.0,ChIJUTAAI5fh1C8R3P3gl4NPX94,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111326314334585452044"">trirosma winda</a>'], 'photo_reference': 'AUGGfZkJpx3ITWd9M-NmAeioVDmQD1e0Q5MxUDQkCB8BK0K0Sr_ZXXzetq7CqlzZE6NVOxjq3ZcHEqCTfGXlrt_iV5Z21fcljPtoIsepWcIA8sNxj_iotbIIN-E1EHJ8O2en3v9J2nhprT4gdLZ-8T5NblP4f6LqyGF-INO30gRl0Zky2H_F', 'width': 1280}]",,,https://www.google.com/maps/place/?q=place_id:ChIJUTAAI5fh1C8R3P3gl4NPX94
