business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,url
OPERATIONAL,"FPVW+556, Akeguraci, Oba Tengah, Tidore Kepulauan City, North Maluku, Indonesia","{'location': {'lat': 0.4929154999999999, 'lng': 127.7453813}, 'viewport': {'northeast': {'lat': 0.4942653298927221, 'lng': 127.7467311298927}, 'southwest': {'lat': 0.4915656701072777, 'lng': 127.7440314701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Nasional Aketajawe Lolobata,,ChIJ49KuhEDinDIRruFdskFTORo,4.1,ChIJ49KuhEDinDIRruFdskFTORo,"['park', 'point_of_interest', 'establishment']",11.0,"[{'height': 652, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112591695577109411671"">To Mutung</a>'], 'photo_reference': 'AUGGfZl3ZJNYviE2ObFFTFutcIaBnOxm1aQIuWRR3T4Ms13h4c-W_HYAubvNJqQXp_xruW-6yMNwjS-oh1JC5AJOOL2BjQXkc6IE6MJUN245iXMpggrdMhaU6RCR1MtrSYa_TBlSQkJASFCFctD4YFCDo9Ku5qB8Mswx48acul1YCY88jsBR', 'width': 1062}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ49KuhEDinDIRruFdskFTORo
,"Bacan Timur Selatan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.8138816000000001, 'lng': 127.872846}, 'viewport': {'northeast': {'lat': -0.6788619, 'lng': 127.9062191}, 'southwest': {'lat': -0.871043, 'lng': 127.4993331}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bacan Timur Selatan,,ChIJy6JGgeBrYy0RTVDsMOAytxA,,ChIJy6JGgeBrYy0RTVDsMOAytxA,"['administrative_area_level_3', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJy6JGgeBrYy0RTVDsMOAytxA
OPERATIONAL,"89HW+RXP, JL. Peleri, Samsuma, Makian, Kabupaten Halmahera Selatan, Maluku Utara, Indonesia","{'location': {'lat': 0.329588, 'lng': 127.397461}, 'viewport': {'northeast': {'lat': 0.3309378298927222, 'lng': 127.3988108298927}, 'southwest': {'lat': 0.3282381701072778, 'lng': 127.3961111701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,gunung kie besi,,ChIJdbYRUFBAABARXnrstNsxsBI,5.0,ChIJdbYRUFBAABARXnrstNsxsBI,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115301835811118566150"">Mufti Aprizan</a>'], 'photo_reference': 'AUGGfZnuhHEVaGY5A5owDOCrH4wPnlNcbIicNYPbav4-rP_ca7m-z8auhzNgsvkjHNUCBN21HRC9p1VBqTkuE8VcjK5pCiTRugkoNLZwd8GJjnbSmiuemG5eh5Obocww-A1cLof2dozCJCsAMc-MVQfcYPVnRhiMdNGvz_3chQzkQNnkGgiV', 'width': 4624}]",,,https://www.google.com/maps/place/?q=place_id:ChIJdbYRUFBAABARXnrstNsxsBI
,"Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6276425999999999, 'lng': 127.601854}, 'viewport': {'northeast': {'lat': -0.3153661, 'lng': 127.7557909}, 'southwest': {'lat': -0.7015899, 'lng': 127.5251181}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bacan Timur,,ChIJ82jyTn4fYy0RGuzTqulBJN8,,ChIJ82jyTn4fYy0RGuzTqulBJN8,"['administrative_area_level_3', 'political']",,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100648278010091010013"">A Google User</a>'], 'photo_reference': 'AUGGfZmKAajThoRZmOVSd4kNtt6sIWduhRFddgkfsVH9l1xbnoL6rXwyESlXa6ADJ74viifnZSjynvo4xMexsxwAtPhZnQPuoi2jf7261bMsMbqZa9Bv-GN5Hx4BAUkkxm6wpK8a0emYqRfLDEyY8MQ9PT0ISOAe96huLkVZDMwG6T6eecPB', 'width': 1440}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ82jyTn4fYy0RGuzTqulBJN8
OPERATIONAL,"9FFH+J3G, Amasing Kota, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6259441, 'lng': 127.4777044}, 'viewport': {'northeast': {'lat': -0.6245775701072779, 'lng': 127.4789611298928}, 'southwest': {'lat': -0.6272772298927224, 'lng': 127.4762614701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bacan Sultanate Palace,,ChIJg39NNIY6Yy0RQPNbvPI28h0,4.6,ChIJg39NNIY6Yy0RQPNbvPI28h0,"['point_of_interest', 'establishment']",9.0,"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114039161114884877603"">r jawa konora jawa konora</a>'], 'photo_reference': 'AUGGfZk4YtyTCVMUNUYoviblxMCca7uuiiQhiMCayrq0ahWjgD0qRiYeZc2Q1sNYFs3-CBa3tC31DPrhZvMuHxHtWmbv8jy7R-0xlDajB_1bOjPyd2RIhdgfw8i8twVN1MOlMUuZXzQftjS7fJaDdJlhSvVKN9TFdcuUhjUaC__8TSKbMSNj', 'width': 4128}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg39NNIY6Yy0RQPNbvPI28h0
OPERATIONAL,"V879+6X9, Jl. Syaikh Muhammad Al-Khidhir, Sulamadaha, Kec. Pulau Ternate, Kota Ternate, Maluku Utara, Indonesia","{'location': {'lat': 0.8630399, 'lng': 127.319987}, 'viewport': {'northeast': {'lat': 0.8644394798927223, 'lng': 127.3211452798927}, 'southwest': {'lat': 0.8617398201072778, 'lng': 127.3184456201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Pantai Jikomalamo - Kota Ternate, Maluku Utara",,ChIJARuLaBetnDIRZfjkW10Wszo,4.6,ChIJARuLaBetnDIRZfjkW10Wszo,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2025.0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113327771602255432259"">Totok Orisa M</a>'], 'photo_reference': 'AUGGfZnwAZjOquRbgqEaJc4GU4AAqArtobRWdxBoGll2Y7dQ82ksTag5exsnuN-XlQh7TFtCT4U5yxViyTNLHnAWEJTWIkAc5v1r6SBnBmroUqV2S_t9DAqEIdBImyR1zZOm1diH4EHxleXg-_wu53sREljaVDt5TE3u4qSMWjg2SPJomzf0', 'width': 1080}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJARuLaBetnDIRZfjkW10Wszo
OPERATIONAL,"X6CP+VVG, Lelei, Kayoa, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.027815, 'lng': 127.2372097}, 'viewport': {'northeast': {'lat': -0.02646517010727778, 'lng': 127.2385595298927}, 'southwest': {'lat': -0.02916482989272221, 'lng': 127.2358598701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Guraici,,ChIJFU2vi7RVfS0R4n17Fy72Sgg,4.6,ChIJFU2vi7RVfS0R4n17Fy72Sgg,"['tourist_attraction', 'point_of_interest', 'establishment']",28.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100535956486563947553"">A Google User</a>'], 'photo_reference': 'AUGGfZn0FAc0yviVV7_otkzEknzbh2GpmD4yNQnbR_zk67EpOG0678xMFWpa-8-bqyqG4FG2s3r0r7ruPhZ2X2kpCSdgvTdndcLlH3fSUQHEFtw6ZNyhrG5PMH5rzaA4VLC9Va8FVhJqx2XYZxwUsO7dIUkfTRhEmgaCKoewD6RoqoHmpjyt', 'width': 4160}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJFU2vi7RVfS0R4n17Fy72Sgg
OPERATIONAL,"Jl. Pertamina Tobelo Selatan, Halmahera, Kabupaten Halmahera Utara, Maluku Utara, Indonesia","{'location': {'lat': 1.624343, 'lng': 127.995136}, 'viewport': {'northeast': {'lat': 1.626044779892722, 'lng': 127.99652925}, 'southwest': {'lat': 1.623345120107278, 'lng': 127.99095625}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kupa Kupa Beach,,ChIJIzJSAq5YmjIRFkdFDN_WiRI,4.4,ChIJIzJSAq5YmjIRFkdFDN_WiRI,"['lodging', 'point_of_interest', 'establishment']",107.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106049507801684984735"">A Google User</a>'], 'photo_reference': 'AUGGfZmsTd0ezWEa_bnp7BJN-E_S-7SmVcpl2no4aqRyyTp3n3_7zdguVmDONTpC-Tq90Ytpvu2G1pEnmY0Ec35eYXJbGt80gU_jSiYHB75F-uby2qIM_Kq5NafWNZ4-hxhDNQWE4wceON1lFneXraSoH5qAJlWlsK9jNH6iiMcf7v3MFs37', 'width': 3024}]",,"{'compound_code': 'JXFW+P3 Kupa Kupa, North Halmahera Regency, North Maluku, Indonesia', 'global_code': '6QH9JXFW+P3'}",https://www.google.com/maps/place/?q=place_id:ChIJIzJSAq5YmjIRFkdFDN_WiRI
OPERATIONAL,"PT Salibay Resort, Dusun Kalero Desa Sali Kec. Bacan Timur Kab. Halmahera Selatan, Maluku Utara, Sali kecil, Maluku Utara, Indonesia","{'location': {'lat': -0.428354, 'lng': 127.740925}, 'viewport': {'northeast': {'lat': -0.4274895701072778, 'lng': 127.7430002}, 'southwest': {'lat': -0.4301892298927222, 'lng': 127.7346994}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sali Bay Resort,,ChIJY0PGx-vjYi0RCMy6rcAcCEs,4.8,ChIJY0PGx-vjYi0RCMy6rcAcCEs,"['lodging', 'school', 'point_of_interest', 'establishment']",24.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116312058145171811369"">Ichink Piu</a>'], 'photo_reference': 'AUGGfZlzIVsY5sNmXBfckBAiCHPGmx-5bFzuX9T9hleyIOF3aYR6FQHA4jsoxzpN-7E4FMiBZl3aHOOs1GTdIVx4cmQxhniojWYFZuraMdy6aUx2_qqxJB8LeKuiSN_emkmlr1L2z_YXajZRSQF4Hi9tBOFu1yf8BQbnnbc8SfeHvpnru7C1', 'width': 4000}]",{'open_now': True},"{'compound_code': 'HPCR+M9 Sali Kecil, South Halmahera Regency, North Maluku, Indonesia', 'global_code': '6QF9HPCR+M9'}",https://www.google.com/maps/place/?q=place_id:ChIJY0PGx-vjYi0RCMy6rcAcCEs
OPERATIONAL,"8FVV+XC4, Papaloang, South Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.655123, 'lng': 127.4935729}, 'viewport': {'northeast': {'lat': -0.6540372701072777, 'lng': 127.4948552298927}, 'southwest': {'lat': -0.6567369298927223, 'lng': 127.4921555701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Sibalie turuntu,,ChIJLT-4Aes7Yy0RNRJ9MreTE8g,0.0,ChIJLT-4Aes7Yy0RNRJ9MreTE8g,"['park', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLT-4Aes7Yy0RNRJ9MreTE8g
OPERATIONAL,"7P9C+G8, Bibinoi, Bacan Timur Tengah, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.7311875, 'lng': 127.7208125}, 'viewport': {'northeast': {'lat': -0.7298376701072776, 'lng': 127.7221623298927}, 'southwest': {'lat': -0.7325373298927221, 'lng': 127.7194626701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Air Terjun Bibinoi,,ChIJmcXi4aZrYy0Rm5zORw1aMl4,5.0,ChIJmcXi4aZrYy0Rm5zORw1aMl4,"['park', 'point_of_interest', 'establishment']",1.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109815904877489448022"">A Google User</a>'], 'photo_reference': 'AUGGfZm20vS9KJGawUL-hQkQR9gv49qNZpHZ4VvCI2cO_zT8B4zI4riMVv2D638BvfcEiScrXP1PCMuq2jXoAaRWEYcMFqy9gGh4-d9n44-CP5r6qfMmwwFOKiPcojH51UYCtsd47WLeZYJpUQjyEd7LvXm7sSaeF1jb8E9UrupVGPdDdF1j', 'width': 3024}]",,,https://www.google.com/maps/place/?q=place_id:ChIJmcXi4aZrYy0Rm5zORw1aMl4
