business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,price_level,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,plus_code,url
OPERATIONAL,"946G+W4R, Riit, Nita, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6376369, 'lng': 122.125275}, 'viewport': {'northeast': {'lat': -8.636134420107279, 'lng': 122.1266282298927}, 'southwest': {'lat': -8.638834079892723, 'lng': 122.1239285701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Negri Di Awan Puncak KIMBUL,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106585376953318662895"">oswaldbl oswald</a>'], 'photo_reference': 'AUGGfZkGJWyIhSyE-T0fPUVkRqfSy-0XNih8o41UXpM1Tr_gVL9lDMeFFtQCGp6YUeIn-pELcRvBPxg70Kba4i7hA8XNWanqZxvOulj9GYGcOSM-_7OghD4HBqcU4F3Yp7ulUIh4ej1SWJU-E3J40sOgICmcsAz6-NSmMjClZFjDIkQk8ARd', 'width': 2048}]",ChIJvfl_uToRrS0Rkpndx3BTscA,,4.4,ChIJvfl_uToRrS0Rkpndx3BTscA,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,,https://www.google.com/maps/place/?q=place_id:ChIJvfl_uToRrS0Rkpndx3BTscA
OPERATIONAL,"F34W+G8W, Kolisia, Magepanda, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5436389, 'lng': 122.0958344}, 'viewport': {'northeast': {'lat': -8.542164670107278, 'lng': 122.0972179298928}, 'southwest': {'lat': -8.544864329892722, 'lng': 122.0945182701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Bintang Kolisia,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103547635402736146273"">A Google User</a>'], 'photo_reference': 'AUGGfZneN_hSQBo24wgTo2x0OOCS-ZlKwNJVZdcdWzT45MC2Ge1U91WfkS1WA4da0o9LvO9YabbF8VRIVxgwEU_wIdA37x-oT-06X43rYSkvlrjn1EpDTeBOddEFbZX3jerVpZQdBacuWtuoN_TsjhO5XiCSII3Ix56EesDFG2TNdn8lgBha', 'width': 2560}]",ChIJowJyEX4PrS0RSCPs4MPw4zM,,4.5,ChIJowJyEX4PrS0RSCPs4MPw4zM,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJowJyEX4PrS0RSCPs4MPw4zM
OPERATIONAL,"F44H+5H4, Jl. Raya Maumere - Magepanda, Kolisia B, Kec. Magepanda, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.5446134, 'lng': 122.1289381}, 'viewport': {'northeast': {'lat': -8.54334302010728, 'lng': 122.1303323798927}, 'southwest': {'lat': -8.546042679892723, 'lng': 122.1276327201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Wairii,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105244314827196352336"">novel yushar yahya</a>'], 'photo_reference': 'AUGGfZnOH8OHfIWRJgwbipr6Q9ZQpWvws_w8IQ8NTkYiXR9E5aEkpcG76qVagYDnjLAWtysUrqcvD2y4Xfe8e8dcybd_6ws1DdQhNaekGUeTqGr06W6pjrW5hS-BgvDuRCsuYuYOFKU-wrL5oh9jF3Gsr8DAwpdKCBAiW6X0YVu3uq2BegZT', 'width': 4032}]",ChIJ7xC5AVQPrS0RB6sBkeX-rEA,,4.1,ChIJ7xC5AVQPrS0RB6sBkeX-rEA,"['tourist_attraction', 'point_of_interest', 'establishment']",9,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7xC5AVQPrS0RB6sBkeX-rEA
CLOSED_TEMPORARILY,"F299+H5Q, Reroroja, Magepanda, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5310325, 'lng': 122.0179855}, 'viewport': {'northeast': {'lat': -8.529567120107279, 'lng': 122.0193737798927}, 'southwest': {'lat': -8.532266779892723, 'lng': 122.0166741201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai reroroja,,ChIJUygqk9QNrS0RSLYnIld-pZE,,0.0,ChIJUygqk9QNrS0RSLYnIld-pZE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,https://www.google.com/maps/place/?q=place_id:ChIJUygqk9QNrS0RSLYnIld-pZE
OPERATIONAL,"C4XV+894, Wuring, Alok Barat, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.551742599999999, 'lng': 122.1434614}, 'viewport': {'northeast': {'lat': -8.550547820107278, 'lng': 122.1446499798927}, 'southwest': {'lat': -8.553247479892722, 'lng': 122.1419503201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,patisomba,,ChIJ6yBvh1EPrS0ReBkoL_SppHI,,4.0,ChIJ6yBvh1EPrS0ReBkoL_SppHI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6yBvh1EPrS0ReBkoL_SppHI
CLOSED_TEMPORARILY,"F3G7+GPR, Jalan Raya Maumere, Magepanda, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.5236362, 'lng': 122.0642595}, 'viewport': {'northeast': {'lat': -8.522291370107277, 'lng': 122.0656149798927}, 'southwest': {'lat': -8.524991029892721, 'lng': 122.0629153201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung view,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101283952936615791854"">antonius eko setiawan</a>'], 'photo_reference': 'AUGGfZmdI0G6tehrkRVoEeTefo8WNek6i2QAl-k8jck9AOzBY_9iPjgmVplJ2LZsOlY5-voK3psvtcN_Xc1WpBpVtVAuCkgNd7znNflNxDdfjJSX9d7secMFenirVrgvEaO3SQhaeFotOdGNFsN6NPaH0IYhF0cvqt9uLmOLzhGL2a1nlJov', 'width': 4000}]",ChIJ07zTiKkNrS0R91KE1bAnot0,,5.0,ChIJ07zTiKkNrS0R91KE1bAnot0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,,https://www.google.com/maps/place/?q=place_id:ChIJ07zTiKkNrS0R91KE1bAnot0
OPERATIONAL,"Jl. Raya Maumere - Magepanda, Hewuli, Kec. Alok Bar., Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.573624299999999, 'lng': 122.1737474}, 'viewport': {'northeast': {'lat': -8.572842350000002, 'lng': 122.1750045}, 'southwest': {'lat': -8.575970149999996, 'lng': 122.1699761}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pintar Asia Beach,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105244314827196352336"">novel yushar yahya</a>'], 'photo_reference': 'AUGGfZnaKSqaE5QamD0nubRv8T9YPSutad_WHNyRVymlqDa8d1M_cM9g-flblJXi6R-jBLNWaduxm2v3o-OUx9JNjCRMvoWE76IHXhdu2VNjB9GF4wSbN8Tc5XWJFOkp3KZ9HaP0NUCqfqSOc-i3uIkpqFlMI8oguINVt6oS6Nm0dg8An90p', 'width': 4032}]",ChIJre_U_y8RrS0RQH-IIbshzD4,,4.3,ChIJre_U_y8RrS0RQH-IIbshzD4,"['tourist_attraction', 'point_of_interest', 'establishment']",143,,{'open_now': False},"{'compound_code': 'C5GF+HF Hewuli, Sikka Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q34C5GF+HF'}",https://www.google.com/maps/place/?q=place_id:ChIJre_U_y8RrS0RQH-IIbshzD4
OPERATIONAL,"jln poros, Jl. Raya Maumere - Magepanda No.km 20, Indonesia","{'location': {'lat': -8.5222871, 'lng': 122.0659295}, 'viewport': {'northeast': {'lat': -8.521261720107278, 'lng': 122.0671486298927}, 'southwest': {'lat': -8.523961379892722, 'lng': 122.0644489701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Maumere - tanjung kajuwulu,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103529803939247934956"">Ismal Mubaroq</a>'], 'photo_reference': 'AUGGfZleF4-jTLZQ5-SNvXmeu6zQ9d3mSBMNtVEbYUJe08cEb_HZ7NA-koPK1EJ5ydGow9nXK8IXL04ZZYWLAa1zLhIheCpHddMZq5FsARR6SLE_vnZ18Bqot6Tjr4sZavVqER724Re7-gvExN6Qa_JgurgLdPvUqAnr5zANU9UCuQCyQwjU', 'width': 4160}]",ChIJm460aDQNrS0RR7HDOQVqMiQ,,4.5,ChIJm460aDQNrS0RR7HDOQVqMiQ,"['tourist_attraction', 'point_of_interest', 'establishment']",17,,{'open_now': False},"{'compound_code': 'F3H8+39 Magepanda, Sikka Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q34F3H8+39'}",https://www.google.com/maps/place/?q=place_id:ChIJm460aDQNrS0RR7HDOQVqMiQ
OPERATIONAL,"F2CR+X92, Reroroja, Magepanda, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.527619099999999, 'lng': 122.0408766}, 'viewport': {'northeast': {'lat': -8.526293320107278, 'lng': 122.0422160798928}, 'southwest': {'lat': -8.528992979892722, 'lng': 122.0395164201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Wisata Mangrove,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105432342470204594050"">Aga Bluenight</a>'], 'photo_reference': 'AUGGfZlN4TM6zy9MT2Ino8Ve2-PvSNSBeFq7D6hNhYxw0g-9iJM8IboeVV7M96Z8u9-CYvW8gabc9n7njV3Vs9WuRkvAPUj2gv3SPI45KMGkMxrQeom4XbiU5Dpml96G4ExBJTSWVCP7_bwq-h6UProlJh02-0tmLanAcX16s0A5Wt3-hIwY', 'width': 4624}]",ChIJtxVLzFUMrS0Rn-n0aVEBA_8,,4.0,ChIJtxVLzFUMrS0Rn-n0aVEBA_8,"['park', 'point_of_interest', 'establishment']",28,,,,https://www.google.com/maps/place/?q=place_id:ChIJtxVLzFUMrS0Rn-n0aVEBA_8
OPERATIONAL,"93FX+QM7, Nirangkliung, Nita, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6255816, 'lng': 122.0991596}, 'viewport': {'northeast': {'lat': -8.624231770107277, 'lng': 122.1005094298927}, 'southwest': {'lat': -8.626931429892721, 'lng': 122.0978097701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Soru Sao Air Terjun,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106200011088322766971"">eliseus mitan</a>'], 'photo_reference': 'AUGGfZmcHz9OBvxtbo3jgR9oIouFvC0kRY0xJv3UdxZPdAuZ_Gx1INv1ONqePWuPx4P_TMLqPTtiJKl59br3j75KG6d4_fDi70hfMuwC-menOW8WkV5AobdTySzsPCyG5gZERksb3f_PkbaaT2OT74AY-5SjcYnXc12sC7qYLQ5wWRECBmcG', 'width': 640}]",ChIJrwyn5akRrS0RanrfCA0H-sc,,5.0,ChIJrwyn5akRrS0RanrfCA0H-sc,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJrwyn5akRrS0RanrfCA0H-sc
OPERATIONAL,"F2GW+29V, Reroroja, Magepanda, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.524876299999999, 'lng': 122.0459259}, 'viewport': {'northeast': {'lat': -8.523526470107276, 'lng': 122.0472757298927}, 'southwest': {'lat': -8.52622612989272, 'lng': 122.0445760701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mangrove Magepanda,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110363011911137462632"">dian lestari</a>'], 'photo_reference': 'AUGGfZk5Rmv1xDz4YLJXFpKTkfMO3sjlwZj2RYJ7JAMD1He19Ko0AVRrxS4vUAlsGatW4rHMvoxtkTsQXjs006juWDSLFWTnOZEisqYd0H7mr56f2GXWmcxHGFsd5x6aJeFwtCJY4JcgMM0y5uMkVOIisBDhlmeqYZxi8RZ5wrS5bVb4rxat', 'width': 5312}]",ChIJ25eCEVEMrS0ReIqmPtqLvww,1.0,4.4,ChIJ25eCEVEMrS0ReIqmPtqLvww,"['restaurant', 'food', 'point_of_interest', 'establishment']",72,,,,https://www.google.com/maps/place/?q=place_id:ChIJ25eCEVEMrS0ReIqmPtqLvww
