business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,price_level,permanently_closed,plus_code,url
OPERATIONAL,"8G5H+PR, Kadumbul, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6907354, 'lng': 120.5296232}, 'viewport': {'northeast': {'lat': -9.689866270107277, 'lng': 120.5331209}, 'southwest': {'lat': -9.692565929892721, 'lng': 120.5284573}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai maujawa,ChIJPTHi8UTzTCwRpR4Jcmu_PP8,4.6,ChIJPTHi8UTzTCwRpR4Jcmu_PP8,"['tourist_attraction', 'point_of_interest', 'establishment']",29,"[{'height': 2624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115473124826520826514"">Gusti Nugraha</a>'], 'photo_reference': 'AUGGfZmlvDnHZhiFmQrgjV-CBGsXxez4XdGA83vphitpmjVR7xkcvf9j6fkWWYyDuLBlnktzLhJHRVexxuLih4yXeBKfAxsoyntJrnZWsT4lXB8dSnw5sk6z0vJjbYiV-MFXf-5k9d8_yyYkNZ9x0FdxHuqoE8T4wV7ywh1d-1pm3m4U0XN2', 'width': 3936}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJPTHi8UTzTCwRpR4Jcmu_PP8
OPERATIONAL,"9CCG+HH3, Unnamed Road, Watumbaka, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.628613699999999, 'lng': 120.4264078}, 'viewport': {'northeast': {'lat': -9.627797720107276, 'lng': 120.4278979298927}, 'southwest': {'lat': -9.63049737989272, 'lng': 120.4251982701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Dancing Tree sumba,ChIJV9y07_iRTCwR8ZD_JSIX59s,4.7,ChIJV9y07_iRTCwR8ZD_JSIX59s,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 850, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117066434074962659257"">Jo Lee</a>'], 'photo_reference': 'AUGGfZlJV2ZLTX68yZg7pw5WZx6iZZvnhg9fhkkoY6_yaR8lVCA3fOdqPxrfoucIRVbygGs-SnURSiIE4pVahb7FS4Le-np74JjY5CDzOF6TRv5B5aGPjcZhT_tLHQuAqCG-a_q-14fBTBc8EkTjwOOOYt1GRgX8xoz45N00SXp8uy6Autza', 'width': 1332}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJV9y07_iRTCwR8ZD_JSIX59s
OPERATIONAL,"9CCG+FWQ, Unnamed Road, Pandawai, Kabupaten Timur, Nusa Tenggara Tim., Watumbaka, Kec. Pandawai, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.628787599999999, 'lng': 120.427367}, 'viewport': {'northeast': {'lat': -9.627887520107278, 'lng': 120.4287255798928}, 'southwest': {'lat': -9.630587179892721, 'lng': 120.4260259201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Walakiri Beach,ChIJq3Ql37-RTCwRqIlC9Nv9-c4,4.6,ChIJq3Ql37-RTCwRqIlC9Nv9-c4,"['tourist_attraction', 'point_of_interest', 'establishment']",398,"[{'height': 1063, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111559418126005302320"">Abel Ahmad S</a>'], 'photo_reference': 'AUGGfZneCNW-6J3WVPAUGRSLB0TX46wpaAMEOmqLnc3RQGxZILBxZory-ajTxVfpy2brmJC4Nduy6eyKklrDxUCm8T6THCf7nzHtdsrqneZG00hssbDN9-IbbDuAsbMLCmCcCsjU2xi8d8HzOkThpdsOSWJqPRGta2lC43x0qmryzJvSfbzC', 'width': 1500}]",{'open_now': True},1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJq3Ql37-RTCwRqIlC9Nv9-c4
OPERATIONAL,"87FW+Q44, Mauliru, Kambera, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6756075, 'lng': 120.2953148}, 'viewport': {'northeast': {'lat': -9.674695620107277, 'lng': 120.2968977298927}, 'southwest': {'lat': -9.677395279892721, 'lng': 120.2941980701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Persaudaraan,ChIJLwsrNteETCwRRDUtIjmnzLs,4.6,ChIJLwsrNteETCwRRDUtIjmnzLs,"['tourist_attraction', 'point_of_interest', 'establishment']",268,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118442300676890398327"">adhy xblood</a>'], 'photo_reference': 'AUGGfZkKftF3kS_mc_0GMqBUyUyEZYBRNOPr2oPxwv4c_lXQR0k6b6TEdqL1P8E0V9EsS5fDGMaCYOl5pVgBY41hcmIBgimu8o3zlpxP3V3Bnw6taV1ZoxdXtN-gqStysujCfdSx2SL8QLRlKk0W_ZQD-7OlOYkuAgDgMaYxTeJ_fV2kvAtj', 'width': 1280}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJLwsrNteETCwRRDUtIjmnzLs
OPERATIONAL,"89C4+49Q, Kawangu, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6796677, 'lng': 120.3559924}, 'viewport': {'northeast': {'lat': -9.678296770107279, 'lng': 120.3573514798927}, 'southwest': {'lat': -9.680996429892723, 'lng': 120.3546518201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Harau City,ChIJQZrnfgCPTCwRifxCfoyMyB0,0.0,ChIJQZrnfgCPTCwRifxCfoyMyB0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJQZrnfgCPTCwRifxCfoyMyB0
OPERATIONAL,"9CFQ+JV6 Pantai Laipori, East Sumba Regency, Indonesia","{'location': {'lat': -9.6259528, 'lng': 120.4396292}, 'viewport': {'northeast': {'lat': -9.62460297010728, 'lng': 120.4409790298927}, 'southwest': {'lat': -9.627302629892723, 'lng': 120.4382793701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Cemara Laipori,ChIJR-Z-KkeTTCwRZ2my8YgND_E,3.8,ChIJR-Z-KkeTTCwRZ2my8YgND_E,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105747451768395861900"">Didik SS Saleh</a>'], 'photo_reference': 'AUGGfZlveO-BbX6UcTAAhXj6iDu-WenHwk-PSUjcGzdWwPBwKmclblkh2h-sNEK_aI49zaiyHpCXHVL91iI8Fam0TWxFKXqVCpFzyNxCbbRG67_5x3er6KCnbaS17ePi1Ry-nVpSudtzKvLvnhXPH8Ahv74QD_k3GU26sLfCBg8ojTEz34XD', 'width': 3264}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJR-Z-KkeTTCwRZ2my8YgND_E
OPERATIONAL,"88MJ+R47, Kawangu, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.665472699999999, 'lng': 120.3302911}, 'viewport': {'northeast': {'lat': -9.664355520107277, 'lng': 120.3316233798927}, 'southwest': {'lat': -9.66705517989272, 'lng': 120.3289237201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Wara malai,Kawangu",ChIJMbLmKNGFTCwROMgsrnSL1o0,4.5,ChIJMbLmKNGFTCwROMgsrnSL1o0,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103166923065382320445"">A Google User</a>'], 'photo_reference': 'AUGGfZmDSoLYcp9xAV6T4JAtYrQoHG99OHfJB2qsJXcKTP5RjE--lJRyNmpzAVWk3rhREirdvWz2lJZR7suTZ7ECJwHT5Gd6rqbI8GlVoMVdn-C1Cpbo-FoJsdbgxkyvgqP0UWG8ts15jNfZvcqUdtq72ToXpanlU_FsEoRpKtVBEXjQ4Rft', 'width': 2322}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJMbLmKNGFTCwROMgsrnSL1o0
CLOSED_TEMPORARILY,"9FCH+7RF, Palakahembi, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6293028, 'lng': 120.479549}, 'viewport': {'northeast': {'lat': -9.62758632010728, 'lng': 120.4803918798927}, 'southwest': {'lat': -9.630285979892724, 'lng': 120.4776922201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Palakahembi,ChIJT9Vk4SGTTCwRT-hMUkHolsI,0.0,ChIJT9Vk4SGTTCwRT-hMUkHolsI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJT9Vk4SGTTCwRT-hMUkHolsI
OPERATIONAL,"88JR+5Q, Kawangu, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6695862, 'lng': 120.3419141}, 'viewport': {'northeast': {'lat': -9.668296770107279, 'lng': 120.3437976298927}, 'southwest': {'lat': -9.670996429892723, 'lng': 120.3410979701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Kawangu,ChIJBT8MJQCFTCwRNtqrgKcizRY,0.0,ChIJBT8MJQCFTCwRNtqrgKcizRY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBT8MJQCFTCwRNtqrgKcizRY
OPERATIONAL,"88PM+4P, Kawangu, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6646875, 'lng': 120.3343125}, 'viewport': {'northeast': {'lat': -9.663656920107277, 'lng': 120.33516375}, 'southwest': {'lat': -9.666356579892721, 'lng': 120.33175875}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kawangu,ChIJuSVuHACFTCwRlNlSYHylhdM,5.0,ChIJuSVuHACFTCwRlNlSYHylhdM,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104031311299866904800"">A Google User</a>'], 'photo_reference': 'AUGGfZlcy5ME1R9ABA-69QzAKtq9YA7JZngN0h7wuQzmdOtn6s-JHLwwwevTSUWgAF75NQW5fo7JbKD8d51G30M1Nv228FrK_c5G1gv4M57PC6y-CTpi0roRNdPI9Qjv9EXSO5q52Sn30KaDS8RZP_IsWM7r7v2fWFSYzynlzq3k4_tHbubm', 'width': 3120}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJuSVuHACFTCwRlNlSYHylhdM
CLOSED_TEMPORARILY,"8FH5+3GM, Palakahembi, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6722848, 'lng': 120.4588059}, 'viewport': {'northeast': {'lat': -9.670934970107279, 'lng': 120.4601557298927}, 'southwest': {'lat': -9.673634629892723, 'lng': 120.4574560701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panorama alam,ChIJUzyGaFSNTCwRieVbj6Lu398,0.0,ChIJUzyGaFSNTCwRieVbj6Lu398,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,,https://www.google.com/maps/place/?q=place_id:ChIJUzyGaFSNTCwRieVbj6Lu398
OPERATIONAL,"Bukit Tanau, Desa Tanau, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.703785, 'lng': 120.2999195}, 'viewport': {'northeast': {'lat': -9.702443470107278, 'lng': 120.3012981298927}, 'southwest': {'lat': -9.705143129892722, 'lng': 120.2985984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanau Hills,ChIJd97XcwGFTCwR1o-0sP1cNWs,4.8,ChIJd97XcwGFTCwR1o-0sP1cNWs,"['tourist_attraction', 'point_of_interest', 'establishment']",424,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101322306920686954161"">Remond Jonathan</a>'], 'photo_reference': 'AUGGfZk8DDVuGhg1im-IWxG2cwdBmtPSNktOQmTbH_WGN1fgBL2L_D91BGXgVUrhg3eh1qTWpCTFpbqJrNKSs9Yzaq55HC-l6v7j6wI6FzdZjYgZlzMpUuwPP21eEssvjGkDFOmAnHlaCw-PhdJck5tnCMbyc3e3aJztrq6UT2b39qMW_kpa', 'width': 4160}]",,,,"{'compound_code': '77WX+FX Mauliru, East Sumba Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2277WX+FX'}",https://www.google.com/maps/place/?q=place_id:ChIJd97XcwGFTCwR1o-0sP1cNWs
CLOSED_TEMPORARILY,"8FH5+3GM, Palakahembi, Pandawai, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6722848, 'lng': 120.4588059}, 'viewport': {'northeast': {'lat': -9.670934970107279, 'lng': 120.4601557298927}, 'southwest': {'lat': -9.673634629892723, 'lng': 120.4574560701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai kadumbul,ChIJ7TQIam6NTCwRzQ85c0S6-7w,0.0,ChIJ7TQIam6NTCwRzQ85c0S6-7w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1520, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107098138062729667897"">A Google User</a>'], 'photo_reference': 'AUGGfZk3f4lpx7DV9ZAyRqp9Nf9Re2p9Lrw2-UNocZ25DRu_rAnfsYjFFntRJRtSPvP3GuKaTIqqG2jPqfOM-S-6yWRFqGZ5DIgFS_RWz7nX-hb8-HC3bCLJAiAtbwyxOPm9_wPunmFSbsSg55Z_uDFdJixsMScz3uMhzGKbC8B3Ll6aZgrA', 'width': 720}]",,,True,,https://www.google.com/maps/place/?q=place_id:ChIJ7TQIam6NTCwRzQ85c0S6-7w
OPERATIONAL,"Tanau Hills, Desa Tanau, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.704553299999999, 'lng': 120.3003875}, 'viewport': {'northeast': {'lat': -9.703329070107278, 'lng': 120.3016518298927}, 'southwest': {'lat': -9.706028729892722, 'lng': 120.2989521701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pangginggi View Point,ChIJ25BIIwCFTCwROwT42rDG4bE,5.0,ChIJ25BIIwCFTCwROwT42rDG4bE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113720620428969381458"">A Google User</a>'], 'photo_reference': 'AUGGfZm-JTb5K2WfITj1d6qgCacDx3cFlAlax9GDsZingP0BKWzbA6qk9GRsvutJTUNwWt7kguB5c4BNktUJyDmT26dgkspxplKfIq9l8iq5a7-Ml5j9T6B16WDXS0Qw-oxFAHF94xy2GuB7qsj28snlRQfb5vsofyc3AIIhnU3goBifdBKZ', 'width': 3000}]",{'open_now': True},,,"{'compound_code': '78W2+55 Mauliru, East Sumba Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2278W2+55'}",https://www.google.com/maps/place/?q=place_id:ChIJ25BIIwCFTCwROwT42rDG4bE
