business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url
OPERATIONAL,"Jalan R.A Kartini, Mergelo, Kauman, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61382, Indonesia","{'location': {'lat': -7.465697699999999, 'lng': 112.4301774}, 'viewport': {'northeast': {'lat': -7.464291670107278, 'lng': 112.4315244798927}, 'southwest': {'lat': -7.466991329892722, 'lng': 112.4288248201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum Gubug Wayang Mojokerto,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112039504119369402539"">Wahyu Rizky</a>'], 'photo_reference': 'AUGGfZkivoNO__txjeofbn87VFYCT3CmGjjmnqkiv_8_o5Fc_kG-OPYA6mB7f0lIJazZZ1ncp7y00yMUjStofoi6HQ05CC5xrxwF8aRJn6QwG3kkw-VQ1yY_erbU5l4n4VNvtFnMVW-NOMt5rlAG2Dcia4ssZ_ma0_EzaBg7lK6sr3CZsL-s', 'width': 4160}]",ChIJDfkUaS4LeC4R2LEKzUhsChQ,"{'compound_code': 'GCMJ+P3 Kauman, Mojokerto City, East Java, Indonesia', 'global_code': '6P4JGCMJ+P3'}",4.7,ChIJDfkUaS4LeC4R2LEKzUhsChQ,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",426,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJDfkUaS4LeC4R2LEKzUhsChQ
OPERATIONAL,"Jl. Ketidur No.3, RT.08/RW.02, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328, Indonesia","{'location': {'lat': -7.484072399999999, 'lng': 112.4175093}, 'viewport': {'northeast': {'lat': -7.482659770107278, 'lng': 112.4188704798927}, 'southwest': {'lat': -7.485359429892722, 'lng': 112.4161708201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun KWT Srikandi Jaya 13,,"[{'height': 864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103367686048389489907"">A Google User</a>'], 'photo_reference': 'AUGGfZnvyTJRazbey3outIDXUGkJsn54RJUp1smalxoHCf3x_OaKsJ2DBOM4SnEVZMi0nUKMKY2_6u2AZC0mGbNGtgGBwA54Nt2RvdFGZ36Z4NYCq6LgId0AXFhwjfEVcumbWtN5BKXSRAD2FHR7BxXLsqaOZp3LJS3C5cltc155Egb-f9pE', 'width': 1125}]",ChIJX1gLmKUTeC4RU9s1c5qIz5Y,"{'compound_code': 'GC89+92 Surodinawan, Mojokerto City, East Java, Indonesia', 'global_code': '6P4JGC89+92'}",4.9,ChIJX1gLmKUTeC4RU9s1c5qIz5Y,"['tourist_attraction', 'point_of_interest', 'establishment']",15,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJX1gLmKUTeC4RU9s1c5qIz5Y
OPERATIONAL,"GFP6+W2M, Jl. Raya By Pass, Mergelo, Kedundung, Kec. Magersari, Kota Mojokerto, Jawa Timur 61316, Indonesia","{'location': {'lat': -7.462669000000001, 'lng': 112.4600606}, 'viewport': {'northeast': {'lat': -7.46131757010728, 'lng': 112.4614421298927}, 'southwest': {'lat': -7.464017229892724, 'lng': 112.4587424701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Prapatan Mandean,,"[{'height': 1496, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106644788545245942724"">m erfano</a>'], 'photo_reference': 'AUGGfZm0sncGgcwdMaAbQAdgqdddRj2G_dt9VMVyj5a0KwrwEtO4B73vvo5RPh129OBJTgxv5jbw2d0yQSWNFkx7O9KoXliQQt4fEJULsCv6jNJSVvuTVq7VP_DXsvu6TnrtsyLe04-MDuW9fEXJ_LnmDbdwCqdvHXQQfmSGjRk0DcdmOROC', 'width': 1496}]",ChIJ-XipCAANeC4RzF5-SzwApQA,,4.3,ChIJ-XipCAANeC4RzF5-SzwApQA,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJ-XipCAANeC4RzF5-SzwApQA
OPERATIONAL,"GFM6+CMC, Jl. Tirta Suam, Mergelo, Kedundung, Kec. Magersari, Kota Mojokerto, Jawa Timur 61316, Indonesia","{'location': {'lat': -7.466437399999999, 'lng': 112.4616362}, 'viewport': {'northeast': {'lat': -7.465087570107277, 'lng': 112.4629860298927}, 'southwest': {'lat': -7.467787229892721, 'lng': 112.4602863701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemandian Air Panas,,,ChIJ15-fQwANeC4RTsFRoZoTYU0,,0.0,ChIJ15-fQwANeC4RTsFRoZoTYU0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ15-fQwANeC4RTsFRoZoTYU0
OPERATIONAL,"No., Jl. Mager Sari-Ngares Kidul No.14, Lorsari, Mlirip, Kec. Jetis, Kabupaten Mojokerto, Jawa Timur 61352, Indonesia","{'location': {'lat': -7.456414799999999, 'lng': 112.4373694}, 'viewport': {'northeast': {'lat': -7.455063620107278, 'lng': 112.4386977298927}, 'southwest': {'lat': -7.457763279892721, 'lng': 112.4359980701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Brantas Indah,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102162394221964776918"">M.cholilul Rohman</a>'], 'photo_reference': 'AUGGfZnQKwCIQ23yihWDzc2xQFkb0MKgh00bdU2el_QFMXSTeYfXLWpQiKfgT6d-ILuIoRj3hDI0tue7CIgOHQb3aMDJUF0ThYN7aA74vIuM7IHoODZmmDZMkL8NYCqYo_bStCrryMskVXrb7Fi1db27-N6ZQgduOOGkLIZZw-8FiPOVX14n', 'width': 2560}]",ChIJ16YY8PANeC4RO1a5wfQyOb4,"{'compound_code': 'GCVP+CW Mlirip, Mojokerto Regency, East Java, Indonesia', 'global_code': '6P4JGCVP+CW'}",4.2,ChIJ16YY8PANeC4RO1a5wfQyOb4,"['amusement_park', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",494,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ16YY8PANeC4RO1a5wfQyOb4
OPERATIONAL,"GC6F+2G5, Mergelo, Surodinawan, Prajurit Kulon, Mojokerto City, East Java 61328, Indonesia","{'location': {'lat': -7.4899995, 'lng': 112.4238528}, 'viewport': {'northeast': {'lat': -7.488719720107278, 'lng': 112.4251679298927}, 'southwest': {'lat': -7.491419379892722, 'lng': 112.4224682701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Indonesiaa,,,ChIJp6nqHTgTeC4RMU-HtdPbdm0,,0.0,ChIJp6nqHTgTeC4RMU-HtdPbdm0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJp6nqHTgTeC4RMU-HtdPbdm0
OPERATIONAL,"Jl. Watudakon No.16, Mergelo, Pulorejo, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61325, Indonesia","{'location': {'lat': -7.460455899999999, 'lng': 112.4299058}, 'viewport': {'northeast': {'lat': -7.459113620107277, 'lng': 112.4311782798927}, 'southwest': {'lat': -7.461813279892721, 'lng': 112.4284786201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali pethuk,,,ChIJhaWbcXANeC4Rp7MqjoZfR0s,"{'compound_code': 'GCQH+RX Pulorejo, Mojokerto City, East Java, Indonesia', 'global_code': '6P4JGCQH+RX'}",0.0,ChIJhaWbcXANeC4Rp7MqjoZfR0s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJhaWbcXANeC4Rp7MqjoZfR0s
OPERATIONAL,"GCRQ+M3J, Jl. Hayam Wuruk, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318, Indonesia","{'location': {'lat': -7.458297699999999, 'lng': 112.4376316}, 'viewport': {'northeast': {'lat': -7.456973720107277, 'lng': 112.4389931298927}, 'southwest': {'lat': -7.45967337989272, 'lng': 112.4362934701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jogging Track Sungai Brantas Mojokerto,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116164346875359918472"">nilam cahya</a>'], 'photo_reference': 'AUGGfZnLAwnn4sbbHOt2EEBE5omtGYrjM4flMTJ8IYCQahluC_LXQ4YjY8Rl1Q6wDRh3l28SQw7zdti6WxB5Hl6XWa3Dv1HzknvQvDt7JjbktfkwUclM1WArZUo_9uI7B_VKDBZjsRLNq2fx02ITp93Si1aH0AvKxwRT8opCjEsoRurwcZPK', 'width': 3472}]",ChIJvfGSuvENeC4RzVPiRDq7Bjs,,4.1,ChIJvfGSuvENeC4RzVPiRDq7Bjs,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",414,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJvfGSuvENeC4RzVPiRDq7Bjs
OPERATIONAL,"GCFH+MX2, Miji, Kranggan, Kota Mojokerto, Jawa Timur, Indonesia","{'location': {'lat': -7.4758606, 'lng': 112.4298915}, 'viewport': {'northeast': {'lat': -7.474509170107279, 'lng': 112.4312152298927}, 'southwest': {'lat': -7.477208829892723, 'lng': 112.4285155701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kel.Miji kec Kranggan Mojokerto Jatim,,,ChIJL-wOKgANeC4RjOcx2_FGjUw,,0.0,ChIJL-wOKgANeC4RjOcx2_FGjUw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJL-wOKgANeC4RjOcx2_FGjUw
OPERATIONAL,"Jln Meri dukuan Rt 04 Rw 03 kelurahan meri, Mergelo, Kranggan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315, Indonesia","{'location': {'lat': -7.4749795, 'lng': 112.4522627}, 'viewport': {'northeast': {'lat': -7.473427820107277, 'lng': 112.4536149298927}, 'southwest': {'lat': -7.476127479892721, 'lng': 112.4509152701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam pancing syfa,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104325194680898617399"">A Google User</a>'], 'photo_reference': 'AUGGfZnB4ZcyzDgJkKiC_xTp8MWRO9vpsBeyPLWLbhUDTHqRo0jQ5h-Ec1j4M8ZaltmI2bWU6T4K_yhoU25hFyZUYJVLtg_5_RO-Nwme89v34-rR-mn9avWe6pzdqkEEF8iqOYdLZpCTS9_yzlVEx4jwGzuX_IXzTa_Eu8ex3ONIbcErJTxf', 'width': 2268}]",ChIJC74ZVMANeC4R3MIw0HhkPA4,"{'compound_code': 'GFG2+2W Kranggan, Mojokerto City, East Java, Indonesia', 'global_code': '6P4JGFG2+2W'}",5.0,ChIJC74ZVMANeC4R3MIw0HhkPA4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJC74ZVMANeC4R3MIw0HhkPA4
OPERATIONAL,"CFV5+94F, Sudirman number No.2, Jlaget, Randugenengan, Kec. Dlanggu, Kabupaten Mojokerto, Jawa Timur 61371, Indonesia","{'location': {'lat': -7.5555893, 'lng': 112.4589789}, 'viewport': {'northeast': {'lat': -7.554183870107277, 'lng': 112.4603209298927}, 'southwest': {'lat': -7.556883529892721, 'lng': 112.4576212701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Desa BMJ - Majapahit,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108593803849524288860"">LhaiLy Lhely</a>'], 'photo_reference': 'AUGGfZmBimPgWnIbDOD_ZhsfN08Lvb7uL0Vt7jsC1bOWku1hqlrM0IHwGo8MApemn2xIq-lVVA4WFinKFPk_5EwRZYP_3HD5kHR9aZxztnfT9T9T2IuJ6AcYvcFNFRysiUIKwv-AEF2xYbXMHQ4RyIbNLpcPk5s074xJY0XP1Z2yPbf08axb', 'width': 4000}]",ChIJlVf79fFyeC4RABYN-rBMBGs,,4.4,ChIJlVf79fFyeC4RABYN-rBMBGs,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",2966,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJlVf79fFyeC4RABYN-rBMBGs
