business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
CLOSED_TEMPORARILY,"357W+PR, Saluassing, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9356875, 'lng': 119.1970625}, 'viewport': {'northeast': {'lat': -2.934337670107277, 'lng': 119.1984123298928}, 'southwest': {'lat': -2.937037329892722, 'lng': 119.1957126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu sitodo',True,ChIJaVBZLnMTky0R_okEHeMYA7A,0.0,ChIJaVBZLnMTky0R_okEHeMYA7A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJaVBZLnMTky0R_okEHeMYA7A
CLOSED_TEMPORARILY,"362M+52, Limbadebata, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.949538, 'lng': 119.2325481}, 'viewport': {'northeast': {'lat': -2.948188170107278, 'lng': 119.2338979298927}, 'southwest': {'lat': -2.950887829892722, 'lng': 119.2311982701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sapingga Debata,True,ChIJg-PobHgNky0RB9P5P9WY6Uc,0.0,ChIJg-PobHgNky0RB9P5P9WY6Uc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJg-PobHgNky0RB9P5P9WY6Uc
CLOSED_TEMPORARILY,"362W+M6M, Salururu, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.9482884, 'lng': 119.2455367}, 'viewport': {'northeast': {'lat': -2.946938570107278, 'lng': 119.2468865298927}, 'southwest': {'lat': -2.949638229892722, 'lng': 119.2441868701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Lomb@k, Tanetemapapam",True,ChIJo7YXXIYNky0R_EcvTUF34ts,0.0,ChIJo7YXXIYNky0R_EcvTUF34ts,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJo7YXXIYNky0R_EcvTUF34ts
CLOSED_TEMPORARILY,"365W+Q7G, Unnamed Road, Salururu, Kec. Bambang, Kabupaten Mamasa, Sulawesi Barat 91366, Indonesia","{'location': {'lat': -2.9405705, 'lng': 119.2456993}, 'viewport': {'northeast': {'lat': -2.937791749999999, 'lng': 119.24663395}, 'southwest': {'lat': -2.941496750000001, 'lng': 119.24289535}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Salu Podda,True,ChIJl-0QJ3kNky0Rx1m2aeiEtU0,4.0,ChIJl-0QJ3kNky0Rx1m2aeiEtU0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJl-0QJ3kNky0Rx1m2aeiEtU0
OPERATIONAL,"27W2+WP, Limbadebata, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9526583, 'lng': 119.2517843}, 'viewport': {'northeast': {'lat': -2.951308470107278, 'lng': 119.2531341298928}, 'southwest': {'lat': -2.954008129892723, 'lng': 119.2504344701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Talinga pa'lampa',,ChIJyZWR8WoNky0RsziN2BDxXoc,0.0,ChIJyZWR8WoNky0RsziN2BDxXoc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116770517729800169858"">A Google User</a>'], 'photo_reference': 'AUGGfZmAOsZTl49M3dkeYc5g0WQanTHR-MUKU5lvK-VUUClLuaqh_q1vqW9Uz2209G7HscgqTrVtow62r4w8rzH8fj1InLjP_NRGyPsivm1qKUR7n3qQMQNREvW5DyR4jxerLaxu8zXo3_DZqjb6Mq_U78-V_j5djfh8u4SOEbFI3HEi-g2h', 'width': 3120}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJyZWR8WoNky0RsziN2BDxXoc
CLOSED_TEMPORARILY,"26X3+WG, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9501364, 'lng': 119.2038042}, 'viewport': {'northeast': {'lat': -2.948703870107277, 'lng': 119.2047130298927}, 'southwest': {'lat': -2.951403529892722, 'lng': 119.2020133701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jabatan Limba Kati,True,ChIJ42zAJO8Tky0RPHZS3yMuir0,5.0,ChIJ42zAJO8Tky0RPHZS3yMuir0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ42zAJO8Tky0RPHZS3yMuir0
CLOSED_TEMPORARILY,"3676+6W, Masoso, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9368803, 'lng': 119.2122673}, 'viewport': {'northeast': {'lat': -2.935378370107278, 'lng': 119.2133397798927}, 'southwest': {'lat': -2.938078029892722, 'lng': 119.2106401201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Salu Ahae,True,ChIJv2vMavMTky0RSURwNnAyU1w,5.0,ChIJv2vMavMTky0RSURwNnAyU1w,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJv2vMavMTky0RSURwNnAyU1w
CLOSED_TEMPORARILY,"36C8+48, Masoso, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9296361, 'lng': 119.2157739}, 'viewport': {'northeast': {'lat': -2.928875, 'lng': 119.2175985298927}, 'southwest': {'lat': -2.9319194, 'lng': 119.2148988701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok P.Aldi Masoso,True,ChIJPU3DKtoTky0RisAS4fwmRMY,5.0,ChIJPU3DKtoTky0RisAS4fwmRMY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJPU3DKtoTky0RisAS4fwmRMY
OPERATIONAL,"3773+FXG, Ulumambi, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.9363248, 'lng': 119.254954}, 'viewport': {'northeast': {'lat': -2.934974970107278, 'lng': 119.2563038298927}, 'southwest': {'lat': -2.937674629892722, 'lng': 119.2536041701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Sambabo,,ChIJGcCnBJYNky0RAUmqjHPgyzw,4.6,ChIJGcCnBJYNky0RAUmqjHPgyzw,"['tourist_attraction', 'point_of_interest', 'establishment']",32,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104459371831122629709"">Aldi Anwar</a>'], 'photo_reference': 'AUGGfZmS0Yb-WhjEvdXRfE3r0bdZBJCz6BJH-EgwCKhROf2azn5lKq47mnFl2HD5UDcO4xODXh_-DmQUgB24-lyPc-f_PxCnDrVs0N-cup9wh465Lfq1AmrAcugGm9aPFNmfHZ1eExVxvVYhgHYIp_IYPszLXxCf_XbB1hISuvxvtq1KleGQ', 'width': 4160}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJGcCnBJYNky0RAUmqjHPgyzw
OPERATIONAL,"367G+X8W, Salukadi, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.9353618, 'lng': 119.2261356}, 'viewport': {'northeast': {'lat': -2.934021420107278, 'lng': 119.2274823298928}, 'southwest': {'lat': -2.936721079892722, 'lng': 119.2247826701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Walni,,ChIJs5UeXkoTky0RkxugKuwzbC8,0.0,ChIJs5UeXkoTky0RkxugKuwzbC8,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJs5UeXkoTky0RkxugKuwzbC8
CLOSED_TEMPORARILY,"35GR+R5P, Unnamed Road, Saluassing, Kec. Bambang, Kabupaten Mamasa, Sulawesi Barat 91371, Indonesia","{'location': {'lat': -2.9229015, 'lng': 119.1904468}, 'viewport': {'northeast': {'lat': -2.922074470107277, 'lng': 119.1938806}, 'southwest': {'lat': -2.924774129892722, 'lng': 119.1893022}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak mongko',True,ChIJ9bpJKqgTky0RmM9sGZZMgyw,0.0,ChIJ9bpJKqgTky0RmM9sGZZMgyw,"['travel_agency', 'point_of_interest', 'establishment']",0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102276089967129134057"">Yogi fernandi</a>'], 'photo_reference': 'AUGGfZlwOv05daGv9h_PgORqwBe0NFF50M6zJmG6wozhcf90Dv24N9XKfJmRTBDny16z-CzY11ntD2PhYYhU-7X7_jhzXz2t2ifrprBumDlE7bbZaT8_oc8K4axYJs1xOJAs0UM_0_Yqa1zF07nl0xF329P2EDzKzp58qMukFdKUPBJBB2sb', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9bpJKqgTky0RmM9sGZZMgyw
OPERATIONAL,"26X2+4F7, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9521598, 'lng': 119.2012091}, 'viewport': {'northeast': {'lat': -2.950803120107277, 'lng': 119.2025159298927}, 'southwest': {'lat': -2.953502779892722, 'lng': 119.1998162701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Nindaaa,,ChIJE4owQAATky0RtQefyYz75y0,0.0,ChIJE4owQAATky0RtQefyYz75y0,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJE4owQAATky0RtQefyYz75y0
CLOSED_TEMPORARILY,"3699+WWP, Masoso, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9301657, 'lng': 119.2198126}, 'viewport': {'northeast': {'lat': -2.929091270107278, 'lng': 119.2212474798927}, 'southwest': {'lat': -2.931790929892723, 'lng': 119.2185478201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Masoso,True,ChIJrSrnmisTky0RW7rDCUxwUIs,4.5,ChIJrSrnmisTky0RW7rDCUxwUIs,"['travel_agency', 'point_of_interest', 'establishment']",2,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100982136137791114491"">irsan kambean</a>'], 'photo_reference': 'AUGGfZmdlqwsRLvsstWHZFaX17PJEN17cqlYRuOXtBvtAG8kRCX8CQYUU12qiihzkfQh9WZH4wjHkEz1b_TtSSV5sGUVlu6CqjXgIzDdJHZaNHzLBoudyPePyzcumxWehp2XbcorHeiUWuEHHK60kxhYdLKR-7_Fnli3CVizhn_WF-gRRqfy', 'width': 1152}]",,https://www.google.com/maps/place/?q=place_id:ChIJrSrnmisTky0RW7rDCUxwUIs
