formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Situ, Cikumpay, Campaka, Purwakarta Regency, West Java 41181, Indonesia",Situ cikumpay campaka purwakarta (Bebek Goes),"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103185786217996466018"">Reki Yulinus Nurak</a>'], 'photo_reference': 'AUGGfZk8_iPle8CzOpUIXnFkjZFVXUbrCooz0rfCnkbzerNiZN-wRQK3KLUzUAvmdUxW10revTtLeo_Ps73cFW_1IrAVWksB-MeyhceWD3AEmJ1iCnTOi5fArWKBv7JZbK0NPwwb_l33izmoTlgkldpCPe956FT1VqPbX-dsvqnYoAyXc_w', 'width': 4160}]",ChIJERY9g9gTaS4RGHxsQbD4ISk,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,101.0,-6.499783799999999,107.4932535,0,0,0,0,0
"Kp.cisumur, desa, Cirende, Kec. Campaka, Kabupaten Purwakarta, Jawa Barat, Indonesia",Kebun pintar aisyah,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105564940124277480371"">A Google User</a>'], 'photo_reference': 'AUGGfZl3cIkFgK3OBGzTHo47OFJk4b3QDVzpk1lud4uWA4CVDGXJOPiMJCaj59ZsWCnh7X2qcK2sg-MlCKHYw0f97N_ConbtHpwQkcXh2trd9Kd-AaqSsuk7kY_u9FCQZZDDtZubE9cS3I6qAzJKtObKQ74UJktzqaSGqaB86ZSFMn-aFKWY', 'width': 4608}]",ChIJvxTjywIRaS4RsDBEQcV06VU,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,10.0,-6.538616999999999,107.5064925,0,0,0,0,1
"Cirangkong, Cibatu, Purwakarta Regency, West Java 41181, Indonesia",Kampung Kahuripan Cirangkong,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108488992885596065834"">Aun Anwari</a>'], 'photo_reference': 'AUGGfZkoGwQBE2T6-kXLhZj4cucioQXvIarW6bTtJ5T4QOfBLV40208xX_ZurlqL2ReNqBLERjZpx0Dq7prBerAFi-aWpRiWCXl3fPTLMXYHt8Qjfl6i09KQcdBVUtLOFGQBMZTFDc8mFjxLcv-eTEVv9yxbUTkz7qaRRUlbXNulAadZx9y0', 'width': 2592}]",ChIJ49dTYH8RaS4Rh47oWNBiEtA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,964.0,-6.5246051,107.5272629,0,0,0,0,0
"Jl. SMP Negeri 5, Ciseureuh, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41117, Indonesia",Lapangan Ciseureuh Enterprise Purwakarta,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113698310137972452149"">A Google User</a>'], 'photo_reference': 'AUGGfZnqiRijt_jh23EzgEgKkcJZzoB-bXfOsblWy0UERzMHiGRyUh8eIvusKPRtviSrYO1NNtcWElSOdXrdS5tiqnNXcjYlt0ZgJkZrY_DWJAPvpK5gu_ViiZ-YdMoqfr-b-wd5-e5I43aXKmznQ6xAVUBQMruEECSs6V4QPNmbd4Rl2-b1', 'width': 4000}]",ChIJeyTKk4sPaS4R2SnU1PqcsQM,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,27.0,-6.5240442,107.457325,0,0,0,0,0
"Benteng, Campaka, Purwakarta Regency, West Java 41181, Indonesia",Urban Farming Center,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105217915888217448259"">Astia Irna Darwis</a>'], 'photo_reference': 'AUGGfZkVOwXw2ZxfiJc7oZBc-hBsWxA62RzkukeDa6CvJOn1HIzpoQhipVkb8_ymE8Mpn6TBatxd1zMWZq9kNtEZEiwYS53FkK5aK40Jnx-wERxEv07iwIHMo9rpSdiAvpAopt8ZFwqAhVVD-ggaJkEmLa5wuYBbv_puDrmP6ElnJh9iM4v6', 'width': 3024}]",ChIJMfq0zVQTaS4R1wPY5dcowI0,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.4,1319.0,-6.514021899999999,107.4936974,0,0,1,0,0
"CFXQ+WGJ, Kp. Pasir Jaya, RT.011/RW.006, Selaawi, Kec. Pasawahan, Kabupaten Purwakarta, Jawa Barat 41172, Indonesia",Taman wisata Pasir Jaya,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106920068578106826816"">Abu Uwais</a>'], 'photo_reference': 'AUGGfZlJjDLHueZgYVMBqWStLB1lXhZNUmpztFCnE9WRz5w278M2hX44pmPJavtZavCjj0uA-euDjfAIBOoUjCr26hrtbUydkaxommbmbPkcNfHxSyTts75SKCfGJz2zdzAQaWwuHIZMXuJ9VJlzd6hTTZCgnkI8W8JMI-8kz1JYDQCRwx5o', 'width': 1920}]",ChIJF1sflWIRaS4RuK6UpY4C8UQ,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,11.0,-6.5501526,107.4887508,0,0,1,0,0
"Jl. Terusan Ibrahim Singadilaga No.35 4115, Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41115, Indonesia",Niagara Waterpark (Hot Spring Water),"[{'height': 6944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109925542425309422405"">zasum pramana</a>'], 'photo_reference': 'AUGGfZl8pjv4hsUbg-Ul0LiHmXjHiBF248aRNEt-ydRNbj7FGabY88uhUhxko1WaxUAgHPBHyOXiJhjDIqCWNhCNyPc8LDYHC7IRkTkj9Pj2XPkJQD_j8tkdQ0SwwCX_PFllLl6zmc-E9Un6v3sXdN7BTjRqT6P_8xBPFjogDk8gR_QcKOrv', 'width': 9248}]",ChIJOw-s71YPaS4RQL4jMxyiork,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,227.0,-6.5339047,107.4426188,0,0,1,0,0
"CF9J+C6F, Pasawahan, Purwakarta Regency, West Java 41172, Indonesia",Bukit Kemiri Camping Ground,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107446346834241230893"">Aditya Fahmi</a>'], 'photo_reference': 'AUGGfZmN-TAuCCSH9TQbPZnu6aSooS5ry_4B-nxbEILyHXyDl-Nr6oo8xRbWNC2-u-u1NdvbRng8lu44-QBgkWt_w-MSBH4VuOP2RMWnlYWlTttTSIbqhvdzkPr_blPC-it7XZU5Yy48Go6vJuZcvlggzH-JFp7Bjv1wsUJXLT7xVsqk4_7d', 'width': 4000}]",ChIJUTe51qIRaS4RfVY0glc2KWA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,25.0,-6.5811244,107.4806911,0,1,0,0,0
"CCVR+FRF, Nagri Tengah, Purwakarta, Purwakarta Regency, West Java 41111, Indonesia",Maya Datar Park,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113451193712665767867"">maliq ibrohaem</a>'], 'photo_reference': 'AUGGfZlK3GWbWeZdrGBvQ30_3IXJkzt9e6pDK8uYcQBa1NNXqxjjMkSy_QYnCEedNXYtTHpcLZItexTAPUwiS8ZT_lJklZ5wHIqDCMItflccq4ut8Y6IZm-peU1-fybQCQmrjOaFdsGjnMe7GVaVcG6nvtgDYariU0i0eUTNPsTneO-TfXy7', 'width': 4160}]",ChIJ3zRpT1AOaS4Rl3thktY4vdQ,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.5,319.0,-6.556301599999999,107.4420618,0,0,1,0,0
"Jalan Raya Sukatani, Cisalada, Sukatani, Purwakarta Regency, West Java 41152, Indonesia",Cikao Park,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115992908519143827614"">muhan kholik</a>'], 'photo_reference': 'AUGGfZnUeqMV879nuD8UCkkhpHw0vswLWZg2QDgMG0x2I1RU9lOH5JUSd5bxKfHPhSWLgoZQQ7P_enOw5_8pS9enKilpVxKzMZhxw2pWR9DGnpIpAgJkjhZFJenU6LOx10ae2n2n3YL4Hsw2_O15sMmDn_IwF6cf5o1HHggFjNPP52OgwOgA', 'width': 3264}]",ChIJs4iE9JcPaS4RapSFBxpkttQ,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",4.2,7837.0,-6.5823247,107.4489338,0,0,1,0,0
"CGFQ+GJX, Jl. Raya, Wanawali, Kec. Cibatu, Kabupaten Purwakarta, Jawa Barat 41181, Indonesia",Panarawangan Bukit Cinta,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111525168985933873590"">R Nizar Prakas Rachmana</a>'], 'photo_reference': 'AUGGfZnePb5x5qIgoeUb9sDXTYULfN8HAow347p5VaZZK1MND41ta4XFoOpMEJvJaQP3sNIp1KOFFqvqP_u0-CaJqaO00zCfnbPM2WIBQFH_MlxKUn7M06CeEoAUG3-ly8M_m36hstl-QnY5_p_2MY-qvSY7ty85HTpbvoKtO0xfP-YXWA_K', 'width': 2048}]",ChIJK0UdBO4QaS4RKZRpz0Ruc_4,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,199.0,-6.5761414,107.5391005,0,1,0,0,0
"CCVR+CV5, Nagri Kidul, Purwakarta, Purwakarta Regency, West Java 41111, Indonesia",Taman Pancawarna,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106716380858277317093"">Visan Zhong</a>'], 'photo_reference': 'AUGGfZnQZYlaIM_BQluS-12r6pIJ3mrHxIkFbfkO04Y9mVSfUAX3tcQ76lrjDKK4VMmtj1a3RoIRH9wf0mLGU8fYCRqy_EE-zQgmmeGWKiEjl7qWjGOifFOC6kIrjlS4rnYm4N5nu81nc5rsUUYLe0dwpIMstjT7_1yfBCMLNunGbmuQBGtj', 'width': 4160}]",ChIJFfNIT1AOaS4R8dqYNBEgaC0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.6,302.0,-6.5564984,107.4422453,0,0,1,0,0
"Jl. Jend. Ahmad Yani No.165, RT.23/RW.8, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41113, Indonesia",Anven Waterpark dan Cafe,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104676294308811615507"">A Google User</a>'], 'photo_reference': 'AUGGfZnJGCw_EqHhZFdvRe1B0GLCp2utk_U1nWjv5wObr4BxPjBht3aXJVHa6dXj8DjEorPoZ3BySeCKrJtGTguXaYUahXNvas7Kx9uvM5UGYPQVMQLXlQJZFWbilFsf3T4LVzmEDhFPprDJwoonbg1ND_ldzGcyeY54LIkpCQ2_ud8f1sx8', 'width': 1920}]",ChIJ2W4RGVsPaS4R6Dv2hPsSKIc,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,310.0,-6.5572976,107.4364431,0,0,1,0,0
"Sukamulya, Tegalwaru, Purwakarta Regency, West Java 41165, Indonesia",Wisata Alam Gunung Bongkok,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116478690612895929842"">Hendra Yudha Pratama</a>'], 'photo_reference': 'AUGGfZmCEUfN_efNDX5XCxcURyucsnwuoN-eOphQUrR046NHHCmCwQSlPNv6WD2GbEH6DlfVLsmFy9oYJOED12Ard9m0QWjnXMYd4BMdPsp0Chx0doM6g6YSHF5Wv1gMyhy-nxwkR0ext8iNfm_58a24NAFupg7MDFFXwI-hmKOEp8TOBF2F', 'width': 6000}]",ChIJF4odSIEIaS4RQP2jkIim2w8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,535.0,-6.6046124,107.3420138,0,1,1,0,0
"Sukamulya, Tegalwaru, Purwakarta Regency, West Java 41165, Indonesia",Sasak Panyawangan,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101533662961864907202"">A Google User</a>'], 'photo_reference': 'AUGGfZk7uiCbHJgELbcP3XUQ8UUPicEUQP9Yhqszq4nJjE_IpKo4GlQJzrGdgAUHBdym2w_R2EkmsTVTzi9QbDFe-YSQamSvoZOi_nGsbJWSBATKbwRzJ-2KIgCVv5xdOPRRMwhrhVBpKXc6Ao9e8PwgGaiUd3ZmJ3Delx5dujIDCv7DQYzq', 'width': 2592}]",ChIJQUEbJ4kIaS4Rtmu05G8EQ9M,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,1277.0,-6.596178,107.342517,0,0,0,0,0
"F99W+FGP, Jatimekar, Jatiluhur, Purwakarta Regency, West Java 41152, Indonesia",Jatiluhur Water World,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109752705271678581779"">Jenal aroki wijaya</a>'], 'photo_reference': 'AUGGfZmD0rYE510G1XOmk424FyEJTKgfjVtwHVl4ksxq5JHkdvVyTBVPNQ5bjdVhTqzx3gZFxkzieZb5uhyHO3LwFwUkFOqtIFgJTtsf8awQF_8thh273YHvNxVHr39kQmtKzPT2kvu0l2yaRsw7sFPEUqaW7_jndidueJU7tKM2zRr9y1Yp', 'width': 5312}]",ChIJNc7FvagOaS4ROmvLQPnEAjA,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",4.2,2184.0,-6.5291952,107.3956677,0,0,1,0,0
"F8X5+M6, Kutamanah, Sukasari, Purwakarta Regency, West Java, Indonesia",Parang Gombong View Jatiluhur,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117876832041487948733"">Ridho Saputro</a>'], 'photo_reference': 'AUGGfZmkAlWeO6jWHeF3JlHyK13Qx5WeS2yh_NjSgFF7luYn00zzkDWYXu8w_lviZgWRBNOWDI3EAd4_GsMB13HNUqv8UIp6zJ1GZPeFdDfDr-r5kMCumdQpV8eqIlswPWCe_YwbKeIPhkoCgD0_IMJd0rd9OaJPNKGukhEDlTfg1QJTSJ2Q', 'width': 4000}]",ChIJsRkjH60LaS4ROci2Uh0d6bs,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,245.0,-6.4991789,107.3153205,0,0,0,0,0
"CCWW+8C8, Jl. K.K Singawinata, Nagri Tengah, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41114, Indonesia",Bale Panyawangan Diorama Nusantara,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104590567649996798284"">adb bagus</a>'], 'photo_reference': 'AUGGfZnPOWqCESUEvWtLd73jGU4V4pFd8iaY0JKhKm35uFMYjt3b2M2wwdrAMW8Se1OJqP6wOKYJMYup5Ysu_nAQ7DVgJkgiqU66EYQnccPo2NMiJc5zIiGGUHPZkKoslzIsGoXv2sJxqzXW1P2nDa0GNpmgpYU90vxZi3idKmE8zNuI94Hq', 'width': 4160}]",ChIJ2w16iU8OaS4R6y2Ea7PDQ2k,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,573.0,-6.554218199999999,107.4460768,1,0,0,0,0
"Kampung cihuni, desa, Sukamulya, Kec. Tegalwaru, Kabupaten Purwakarta, Jawa Barat 41165, Indonesia",Badega Gunung Parang,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111379441269548946806"">poernomo st</a>'], 'photo_reference': 'AUGGfZky9LE5YVkZn35DrT1K6iyGctoggGPXE4yjfCFGblIFO25QTRbFt2GrwmcW-ayRi3nNWdlkHE70axOWSs75qZ1w7MjJBS9Ed1JMH2647z4qQXIqH2HreorI6qn7N7D33OWyUejWEO5Wv331nRevaiFAiDwRpsjDS1uOSe3rdlyId33y', 'width': 4000}]",ChIJg1FHHewJaS4RrY4UTCNsPcY,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,164.0,-6.5883294,107.3499892,0,1,0,0,0
"FC6H+R8C, Purwamekar, Purwakarta, Purwakarta Regency, West Java, Indonesia","Nyawang Sawah, Cilégong - Purwakarta","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105730099627391728380"">A Google User</a>'], 'photo_reference': 'AUGGfZk0RyQDtt-WuoYEnL78KGGwc9uqj2iCx661-Tw7WUH9Fn9V1rQ3QvgG3lZf1_tPRdSwVJ0y_-s5o5oLM6Xc66yb-27JAcmbTAOCYsGZ9pFKqIFxkoGnP41Nz8X79cw-tvq0HUQSfZyV2ZX0Y2EW5vwofOKsiCvm7gIM9PjFybibnTLP', 'width': 1920}]",ChIJ6aPWRgAPaS4RlWk053S3KhE,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,21.0,-6.538165299999999,107.4268816,0,0,0,0,0
"Jl. Ipik Gandamanah No.41, Ciseureuh, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41118, Indonesia",Green Valley Waterpark,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102884444862389147957"">Aris Gunanza</a>'], 'photo_reference': 'AUGGfZm62dMiSheVVD-5ISOJxou8VxXFvQqWEKEH6t0obIVHEosR4s1B2nEotmFeW0VlIM6mmtM6bzkl5QFVPjinPtZVkITLfKEA9lAE1ZxkVi2IpKxU8d-nSWd9ysZ9I2fjZfiUS2uuta1rebD4IAGVvJXTXw26oOTec6WeN3J07-1uZ916', 'width': 3264}]",ChIJB8J8DPwNaS4RY6ifiF2QhrE,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.2,2136.0,-6.5180346,107.4720943,0,0,1,0,0
"FF67+5F4, Jl. Patinggi, Kp. Karang Sari, Desa, Jalan Raya Citalang, Citalang, Kecamatan Purwakarta, Citalang, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41111, Indonesia","RUMAH ADAT Tjitalang , Sundanese Paalwoning","[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112315582091601840828"">Toni Junaedi</a>'], 'photo_reference': 'AUGGfZknR2qCra5cl4DA49QAGrgtMLgFONZdKg5m6T1zZQ8MFtteKeqHICpoa_SRPEKdNFKBPAx_w0s8y8vR87cnVBjnEVnnyANXQxesoUYxjM92Ccdraud8i0K2Uq99T770Mftd2XB76xz-HDDXIsb2UuR0LANLxNJqJ6bQqN493POAWvk8', 'width': 4160}]",ChIJKS6g6RYOaS4R82t-7s9opfA,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.4,156.0,-6.5396233,107.4637193,1,0,0,0,0
"Cibodas, Sukatani, Purwakarta Regency, West Java 41167, Indonesia",Hidden Valley Hills,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114424412506225847174"">A Google User</a>'], 'photo_reference': 'AUGGfZlg1uAP9L-NEOviBqae8KVmAiSy_MIThMvE84MBAnvZ-_YXylxyP1tmooJ4Sl6Bp3wd3fjU8yaCzMXVDMcv6U3pKKpzuJ41t1S5AjJYnyAHHaQjuGiWv5Ie4c5f1gc2T_lCvCWD98b0h53YFZV8HoVOZitqdF5p-ppUVh7ACFyH6tn1', 'width': 1280}]",ChIJ6xudObsFaS4RdLktO3qk17c,"['tourist_attraction', 'cafe', 'lodging', 'park', 'food', 'point_of_interest', 'establishment']",4.4,1882.0,-6.634271,107.4201456,0,1,1,0,0
