formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Bau, Bonggakaradeng, Tana Toraja Regency, South Sulawesi 91872, Indonesia",Lembah Ollon,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110391186358055561927"">Ikhwan Mahmud</a>'], 'photo_reference': 'AUGGfZmRi7xa6CxTmt-GFlJe2lChyyuiTUz8VvNU3jwNxLM04YyEubj7pUT5Ee2upulSRouAKSRzRQB2byL3vdbLrLJAYwytambdDU3pKZFR8_pPahfwG3VMoORLWzIze6BMUJShfsHzy3KxEWlbWBUHYD7rGtSCtE8JPGL2hKucARlirVJT', 'width': 4032}]",ChIJu5By0byJky0R4HlX_MLsOZ4,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,83.0,-3.2276899,119.6696959,0,0,0,0,0
"VJ6P+XR, Mappa', Bonggakaradeng, Tana Toraja Regency, South Sulawesi, Indonesia",Jembatan sungai sadang Ollon,"[{'height': 3008, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117198777508996433290"">A Google User</a>'], 'photo_reference': 'AUGGfZlruPqQqEqM8RIyDCC7Fh5slDxHRrG8-KnseYJOsQBOfz6glV1wDRK66fZ_F9KproXF27gfbuns2sDeTcV5cPOh83JLqviQoy-a2sOBj1RFPaPSI5Kpl29m5AFm_3pj0SgXN8WPa7JhzfvzfSamNwCrRQfo1d9CuNx3KFA5C5Yn-hsX', 'width': 4016}]",ChIJ0d4pf3-Pky0RCFuCiasdLOw,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,3.0,-3.1376073,119.637103,0,0,0,0,0
"Bau, Bonggakaradeng, Tana Toraja Regency, South Sulawesi 91872, Indonesia",Buntu To'wai,"[{'height': 3008, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117198777508996433290"">A Google User</a>'], 'photo_reference': 'AUGGfZkrCH61GvJqxW1QZaKDgKL_qyqcgnDECWc1DaNrnST9FlVH3jYO57lM1i_8cYvFssWSCS9xhIjnvjQMc2yi7SY18fURl6YltGK1y2ego2fazL9KnvLNOBxpJUktNELFW8tCgRiJdrbJ5RHS5eRnfTGmBgBs1LxVifYguwDkwVWRXP-E', 'width': 4016}]",ChIJMQjJ7z11lC0Rt45vI4Iaj4Y,"['tourist_attraction', 'point_of_interest', 'establishment']",4.9,11.0,-3.2990428,119.7026743,0,0,0,0,0
"QMFW+27, Poton, Bonggakaradeng, Tana Toraja Regency, South Sulawesi, Indonesia",Bukit Bahagia,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111872250539487621872"">Huhu Huu Hi</a>'], 'photo_reference': 'AUGGfZknhQZGTebi_xm9rht-90vGGxljNuwOyHJeJFbqgUhObzujaA3Wm-dLWeM_pj7sG2Czuv84gES8p-7H0fa2wIZAl1pK3VD1ZNJ1w0xRWtApriFqR7JMDlbWSUyc4sIZcOy0e5LranmAJr0j7TfqcVcw5CYRGLfJ6tMq1FHgdCen2bbT', 'width': 1920}]",ChIJDYcLPACJky0RRld4BrwyRbQ,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-3.2274924,119.6957083,0,1,0,0,0
"Ollon, Bau, Kec. Bonggakaradeng, Kabupaten Tana Toraja, Sulawesi Selatan 91872, Indonesia",Attractions Ollon,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114021660636904758628"">Agus arruanpitu</a>'], 'photo_reference': 'AUGGfZlr2r6xnlLGCID-XcL3dA1-UAmesz1_xU7bjjeq1ldp-6_SLAzYZ-m-_X917uXn-XHAhReLFuUhG7sMwWh5IWKJ-ZNgeFqiRZpvTMye1xiu2GA583HtJHv_pyqDt9dkU-fyil65JpIS6oC_6Bt3iwIQgCg6nC1cJcgBMYmEFOLxpG8', 'width': 4160}]",ChIJZcbRf6OJky0RqX1Vmf0Oz2U,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.5,201.0,-3.2283055,119.6668326,0,0,1,0,0
"RP7M+QW, Buakayu, Bonggakaradeng, Tana Toraja Regency, South Sulawesi 91872, Indonesia",Buakayu,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115402443463862642831"">Irpa Papalangi</a>'], 'photo_reference': 'AUGGfZnSaES4dw9XHfl_DrgNYCi0SO4-Jo_DtK6oFelCGUKhFrWddWyNmU3ozrccpMbjA-2pGlbJymCnTI65jWfCJf6Itncg5vHg6SJuN9FhvrroX6GctYA6XGNdbbnsy4MG-I-r5R6QSeu2ZQg0Sh6xY5U7LaHKxLSAfTTKAONRJPXAsyt9', 'width': 2268}]",ChIJ921KboKLky0R5gLnAjPVGF4,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,3.0,-3.1855109,119.7347955,0,0,0,0,0
"MP75+97, Bau Selatan, Bonggakaradeng, Tana Toraja Regency, South Sulawesi 91873, Indonesia",Bukit bau selatan,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109419510424755000445"">guntur jafar</a>'], 'photo_reference': 'AUGGfZm3Vkf_NgIrKqkR389o1ZJMVdfJA-5GCSN_aZOoATsgxHlAk4QOxHfJ5drKwaEDODOtyaq3BJjQgkpZZZdWuhYi2z4vU6wBqFCaCLQj3s7FCINI0Tq12feAOWqiKmLENRYRXpO2OhFI70d1V9r0FwxTugiGqbI2OE8BBBPRLNeorT0k', 'width': 3472}]",ChIJyfpFUgtzlC0Rm4wdarS_bb8,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,3.0,-3.336505,119.708189,0,1,0,0,0
"RP8J+7MR, Buakayu, Bonggakaradeng, Tana Toraja Regency, South Sulawesi 91872, Indonesia",Bukit Teletubies Tappion Buakayu,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107707369444341301090"">Yulius Iswandy Aso&#39; Wandy</a>'], 'photo_reference': 'AUGGfZl7iCO8YOPK5n2qRCwVgRsc4YPmfFW_GSF9SRpyRITxrUqorEJGfTWatYBp_WAYK9QkXvpiCJEZeeU8gFkYIktSNYH-eZr0t8SA41Z2Sx0foePbeBdDb6H8kdiQNmkksHkEnuj14cyq-VrnwnwJH-n560I5TA1uSD5osIzlyyIlSRUQ', 'width': 1920}]",ChIJzyUYPQuLky0Rtvz2nf0u9DM,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,4.0,-3.1842579,119.7316385,0,1,0,0,0
"JPQ3+VXJ, Lamba', Lembang Bau Selatan, Tallu Bamba, Kec. Bonggakaradeng, Kabupaten Tana Toraja, Sulawesi Selatan 91711, Indonesia",LMB CITY,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116360975615503743604"">A Google User</a>'], 'photo_reference': 'AUGGfZk7JUnufYJ5gh1QvBUWmqbi0RJA7r3JqFwWj0hBd_YLYUgqsayB2s8N1N7nel0r5KmdAXbHlIhCNMtyAjANvNSK8qP9J4939MNexfnCIDcrWBFd4pqJ7guSUt-ez_oD6YnOzo3duedu9-MQVbXSnp5k8Gk95I1IfY6K85PwimB7YfYK', 'width': 3120}]",ChIJgR6OJm1zlC0ReqVwWnoIOO8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,1.0,-3.3602663,119.7048645,0,0,0,0,0
"QP8V+7C4, Rano Tengah, Rano, Tana Toraja Regency, South Sulawesi 91872, Indonesia",Wisata Maninnik,"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116916476959662598249"">A Google User</a>'], 'photo_reference': 'AUGGfZl1pdH_YyY1HdUxfYfp1IDYCRS2D9i3wiq8D37bTx_VBaAkhLTQ4bZk8FB7NxzUDCCy63tZGWMoJMMIuq1Yy9Jbt0FbXjzzKF9tBePHji_3E2e_iJslwlr4lYyJU4blffl96wnNbL6bm22pCdkpjSgX5NM37q6F1uoZ94MsYJlWMXKc', 'width': 4000}]",ChIJyRk0Hl-Lky0RieNehGUK0Pg,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-3.2343657,119.7435924,0,0,1,0,0
"Rano Utara, Rano, Tana Toraja Regency, South Sulawesi 91872, Indonesia",Buttu batu puru,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102954231649422896618"">A Google User</a>'], 'photo_reference': 'AUGGfZn03ljFxqtCnneVr93YD5wK9EKHmBkVZehE-zO3N9070BcWfAOFC8VvJ-nnzQuROXiFJtN2ohPUsrWlVPuahzP9A9rquUs8qgFxECDCogShishK-eQSNSpOAltweuxkwVNqjJUAllGtDPTGIBMGsYLspmTZR2n2kuWSaoif9WpuATMs', 'width': 1599}]",ChIJg4ZjIouLky0RREgKuikCigU,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,4.0,-3.194548,119.7558515,0,0,0,0,0
"VR3H+RX5, Kelurahan Pasang, Makale Selatan, Tana Toraja Regency, South Sulawesi 91815, Indonesia",Pango-Pango Makale,"[{'height': 681, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112235880356418519700"">makassar guide</a>'], 'photo_reference': 'AUGGfZkLbex9wiF9juO5_YWkvzwHnNqgvrQqDq-qG0deKm9QctGSgzLpjpROCr5zD3nysKcmWddTW0PYiEbDcEJ1OnUgfgtkcrA_sCDAX6PrPuy3bQpAJL9rZf8gzZdOyfJDz73y_b2fXCtls5edli6GVbDnmxNd7D5owWCLUAAo35zuztNv', 'width': 1024}]",ChIJx3134APzky0Rt5ZyBs6sgEU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.5,998.0,-3.1454757,119.829969,0,0,1,0,0
"WM5F+3H, Balepe, Malimbong Balepe, Tana Toraja Regency, South Sulawesi, Indonesia","Bukit Beang ""Negeri di Atas Awan""","[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111401726866945760240"">M Zaky Alfarizi</a>'], 'photo_reference': 'AUGGfZlcYhYIKl0KyvpxZGZgYXNAyg0cOnHndKFS429FyAACFHX_gleS0G5gbitXDBNNOJ9_aL9uOkYr9UGKtrdP2XCw_95cAv2n5pjwM7B2-_sJH-mVOyw0gnt4Mu0lujx3HxHoIN67ola9Xq3N5GpuEleDk8oADXXmbp_yDeamA7FAzr44', 'width': 2604}]",ChIJP7aDCw6Rky0RGrQ3PizJ10I,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-3.0923125,119.6739375,0,1,0,0,0
"WPM3+Q8C, Burasia, Bittuang, Tana Toraja Regency, South Sulawesi 91856, Indonesia",Talondo Tallu Waterfall,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118277766665337800190"">irwan chanel</a>'], 'photo_reference': 'AUGGfZls2PoBOO6E8gQuzYGMdbyZzG9eAAkCEOxCTINWRsBG6bUh255a3QwFTsirZSmjIM8BQ7jMcgJ-tvfbJoo9-mHAGa1Nb-sS9k9iB0qQIolySh9dbbOtxH80cF-dooKbx0Nsga6funXXfOT7fhCgK_RzUQ5-pf6OdkzQd6d7ezQEf34q', 'width': 3264}]",ChIJH83GNNqTky0Rjy36mmkUvi8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,14.0,-3.0655635,119.703252,0,0,0,0,0
"WP7V+838, Lemo Menduruk, Malimbong Balepe, Tana Toraja Regency, South Sulawesi 91861, Indonesia",Givonia's Home,,ChIJeXIpIGaTky0RjJYQZUeQKEE,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,1.0,-3.0867117,119.7426905,0,0,0,0,0
"RR3P+45C, Gandangbatu, Gandang Batu Silanan, Tana Toraja Regency, South Sulawesi 91815, Indonesia",Buntu Suriak,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115400412330745462198"">A Google User</a>'], 'photo_reference': 'AUGGfZmJCj6BRdbvCvOiksJfdjbpxp8lNBcDirqmxFwFfFYIdpmgl-BIGmlILhihez-IE76EXH8htaoH-N2ERlvYsk6gRnqZAhfKUVosFTR7pVvpts0w6_xw9X9Wt4uc-N9yo8Uz6pdwzqgyPgjqYieV-TZp7MaH0c1DhtMXZ-S4AE0fOnnV', 'width': 3000}]",ChIJQS7Ve3L1ky0RI0wkvyzB4qs,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,1.0,-3.1971879,119.83538,0,0,0,0,0
"QR7R+RG, Garassik, Gandang Batu Silanan, Tana Toraja Regency, South Sulawesi 91871, Indonesia",Garden House,"[{'height': 1796, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111949561518720663567"">A Google User</a>'], 'photo_reference': 'AUGGfZmrtgH--YzUPnM4IG-mXMhlx2zn3dKx8pootWaEIjYIlZUZCwbLnyfUi9e1mlQrEgY5CFjQg74VXhPZc71nG6yScwYGpWdbV9QY49CS5JOqyqkiomyk4Y6ZsKE38gFP3Hou5f2-q2nOWftque8ovP3x_Ocqapiy0YYgerXaLx39RJeW', 'width': 1059}]",ChIJfRlyouj1ky0RQ4kyReWOepo,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,2.0,-3.235374,119.8413323,0,0,0,0,0
"RR6V+45P, Perindingan, Gandang Batu Silanan, Tana Toraja Regency, South Sulawesi 91815, Indonesia",Buntu Tiroan,"[{'height': 1822, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108453919456786164903"">A Google User</a>'], 'photo_reference': 'AUGGfZlVBvgGQ4tdx5f9xosf8hJXmzjjnKYyds9S8Tqg9JwZGgxL7Nq15cs0FFUMkcQwQ0REMqNcI16HdhMoglGDORj_nFqhMeT_lyJ5XOd109tCuRcr1fHO_TUXnCHyhA5CNLBIKtnRwTwrLm2X1KjdnQPPGWoGuNJY3dY26cg9E_K6GDdT', 'width': 4080}]",ChIJic8rlI31ky0RVce_2nBV534,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,4.0,-3.1901875,119.8446875,0,0,0,0,0
"PV92+W52, Jl. Poros Enrekang-Makale, Salubarani, Kec. Gandang Batu Sillanan, Kabupaten Tana Toraja, Sulawesi Selatan 91871, Indonesia",Gapura Selamat Datang Toraja Salubarani,"[{'height': 1327, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117557414923920008272"">Barracuda x</a>'], 'photo_reference': 'AUGGfZmNG3nZSkw-he8I3I7eUtNBz_58N3dmJRDdSOvQmf5X9PVk_e6d3T1Dhy4Xlc3EW8qLxR8V14E6-pxDpFJwak47sASzF4rv1esjZnn-vBxbKBDtPjkMRF21wH_f4LzwPKZOqf6HN-Y0yZZB6kTsPywALI5VT-iVQkDMt1Vy7hH_oSZu', 'width': 1984}]",ChIJlyQ2T0wKlC0Rm8F0xIuYZLM,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,105.0,-3.2802333,119.8503936,0,0,0,1,0
"QVP5+FW7, Pemanukan, Gandang Batu Silanan, Tana Toraja Regency, South Sulawesi, Indonesia",Kebun Percontohan Vanili KSP BALO'TA Kerjasama LPDB-KUMKM,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104432861046208025604"">A Google User</a>'], 'photo_reference': 'AUGGfZlf6Be2U4O3GQyHW9G5OyaLh8XIdl6-59tU1-jv4D8OLfgGAAN47UCcuvOs8LNi0_jqmBhkZm-NLmmbCbaCEhVgux91b7hXHhJ_CBepOyezPW7bER9Nc6XVd-2bTPPa1PI0XH7QHZRhpsd9S-Sv39XvRPkf54VIxHnhzRska1C8J48C', 'width': 1920}]",ChIJhfxLgdf1ky0RLqn-xmOYlPE,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,2.0,-3.2138488,119.8597938,0,0,0,0,1
"RRFM+8C6, Perindingan, Gandang Batu Silanan, Tana Toraja Regency, South Sulawesi 91815, Indonesia",Wisata perindingan,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117822593842886541368"">A Google User</a>'], 'photo_reference': 'AUGGfZmQqMdlsv2QDPYDACLYC6gu-Wi2TMxxgG1BEs2YefaVu1M7uFqoMBs6SZsSaB6ppZcyKJT8UtJVhxxnVgJiDMxfXL9yF_3UflqN8KSLWtXtyNXM0f437HvEHkfwBTpry504KM360lNzotKXlwlxhRIWEOrrmHUvZTbXCo2qUMwQYCQj', 'width': 3264}]",ChIJ57fNta3zky0R6MsxE7VlZQE,"['park', 'point_of_interest', 'establishment']",5.0,1.0,-3.1767151,119.8335236,0,0,1,0,0
"QRVX+R86, Buntu Tabang, Gandang Batu Silanan, Tana Toraja Regency, South Sulawesi 91815, Indonesia",Petagarian,,ChIJbWkARK71ky0RwUPnXRbbj7Y,"['park', 'point_of_interest', 'establishment']",5.0,1.0,-3.2054625,119.8482656,0,0,1,0,0
"Patengko, Mengkendek, Tana Toraja Regency, South Sulawesi 91871, Indonesia",Pa'tengko Desa Kecil Penuh Damai,,ChIJ42hsYjT3ky0RXaIP8upiJEg,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",5.0,1.0,-3.2246247,119.9043426,0,0,1,0,0
"VV28+C35, Ke'pe Tinoring, Mengkendek, Tana Toraja Regency, South Sulawesi 91814, Indonesia",Batu Piak,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113651284016174609830"">Yuris Triawan</a>'], 'photo_reference': 'AUGGfZkcU6SGJ3zseoO-DSQj9N_Vtr5OVKN0va1e4SG6rJgPsgu15QP4VLNMIOpiQ8MVYnM8O6_D4f4z2DGCRMW89xBRkCHIEQZDtXhVPxvRLvYFCKkVeRK9UlrlksgSW_VkM65bf6ElHpIiTOMrWt1mqzPYQG7MF1b8v2EOZ_EFFOIvEVJI', 'width': 3264}]",ChIJt97ml5Dzky0R6LS__4tAvP8,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,3.0,-3.1489798,119.8652293,0,0,0,0,0
"RV9V+PVX, Unnamed Road, Rante Kalua, Kec. Mengkendek, Kabupaten Tana Toraja, Sulawesi Selatan 91871, Indonesia",Mapongka Hills,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107477617604612908222"">A Google User</a>'], 'photo_reference': 'AUGGfZmJLtjcEiKaeROfTDoVJWKnDYQg9BLvMjIIKSnV8BGO8rwQzGBRp-iZAXJ69ZwLSMvleFLR3jti3JZKiWmFyvTjMCvcBAQkkA3x5buoBus2U5j-XMOGp4kGR9en1P9kpje5DPRDibeQfWPjGt4zY63Oq8pAigz48-gMT9qH_2-i9y7q', 'width': 4000}]",ChIJS_VPnRn3ky0RRx3v-MgDdqY,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,-3.1806452,119.8947363,0,1,0,0,0
"RV3W+9J, Tampo, Mengkendek, Tana Toraja Regency, South Sulawesi, Indonesia",Hutan Pinus Mangngunda'pa (Tampo),"[{'height': 2416, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103115816271361827630"">A Google User</a>'], 'photo_reference': 'AUGGfZkYHe3YMgl7Z5ULN_XMLzAN9823aPDnau25rbM81hOfmOXtivsPiGETjx5vn8pNpJ2i4w0ZKN25nwQ4j_NapEeoSurYJmRtpEvtg_BApS7sjeuTLgEHxxu2IAKwlQFFKYc5Ihia5wzy4CeqPWkYMfmDYcU3T44-5PLAbCZ9BVgeX9oa', 'width': 2192}]",ChIJPQlIaX33ky0RZK6LIjNgpRI,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,4.0,-3.1965247,119.8966151,0,0,0,0,0
