formatted_address,name,photos,place_id,types,rating,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"XMCJ+Q4, Usaha Jaya, Misool Timur, Raja Ampat Regency, West Papua, Indonesia",Bal Bulol,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114473530145099972700"">Никита Подогов</a>'], 'photo_reference': 'AUGGfZnWcFu28YgLtmeHT5XA-nHI-ZwDs-e-OAxv1riuFq1_nMqYyR8NGJkjVTT_R0p7uOYygT5fE4rKplhYO0VL9NKXDHf79TxH8PRS6w6HBUYwTp-h38roOd_y06a0vfPNUsJ_rtF1rXabg9crP7YW8iom54ekFDsTMuQqS2uC5I1OQV5i', 'width': 3024}]",ChIJux4ITxMnQy0RRGphgTaM0D0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,2.0,-2.0280965,130.6802923,0,0,0,0,0
"3654+F5F, Paksong, Laos",Danyai Bolaven Plateau,"[{'height': 2864, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104180076729138437362"">สุธีรา นำเจริญวุฒิ</a>'], 'photo_reference': 'AUGGfZldusa6zdOLSwhCk7W7xkTnKgL6xnpZD9XiD16m6dgKID8nNMkZEltjgX-XUWHgNIaMUnYLwX5yTVAgqhvcsc_tXn25ygF5aYYLINzPvGBJiiyp6OIs4Jtn-Ah3AZ-ZQdoCoy3OnEtY0-9Qwtzglkg3A_6BZb1i7LuKzg4rMLe6ZyOE', 'width': 6272}]",ChIJ-6o_tFLcFDERKlFZ8AXzutc,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,25.0,15.0586781,106.2054351,0,0,0,0,0
"CMVR+F5H, Yenbuba, Meos Mansar, Raja Ampat Regency, West Papua, Indonesia",Cape Kri,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101672313925720797543"">A Google User</a>'], 'photo_reference': 'AUGGfZlG3076OLPbZZjDWNK7UZGqsXeZh1VUy-peXUkctTy5b5y49Ro2FVb41IgUyw4ZaO_G3nAohjnuzhIuI0Nd2e4R_y2tirn-5VaKJ3ELUCAuP5vhHzEdo0ljBDRUCdyxsg96HnbxGGKhwlA4OM5drm6Jae4i79gEcK0Wo9toAKpH6W-3', 'width': 3120}]",ChIJvaFVrbj5Xi0RNWizdduYJUo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,87.0,-0.5563237999999999,130.6904922,0,0,0,0,0
"G452+W8H, 790104",Sela Lake,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106060023113305630660"">Taping Bamin</a>'], 'photo_reference': 'AUGGfZk9Mm-XiiZai1zHCMgqKRmjzlf1goeJ1Q-6p06IVTh0QxYj0DlNbX7JfF6dKdPD2ucXOV36hS3K9TP7HB7kQSOjZ-sD2gMDzgiYDXPVlXwg7I_8vRTsNY-pFLU9ORLyjqiydd2GrJ0lC65vxRQ34WLmo2fqpTCOdRqTB7ebGqtMPBPj', 'width': 4000}]",ChIJMQ1TEjuVXDcROmbPL9wz9Fo,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,168.0,27.5098079,92.100854,0,1,0,0,0
"Chariduar - Tawang Rd, 790105",Sela Pass,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100877266360141669132"">Sneha Shaw</a>'], 'photo_reference': 'AUGGfZkWA5QqDp9kiB4tdxavBEkbukdEsOjPt59RmzTZXm4zl9mG7oW8tSXaOIPYSrIBLhAkXlCQxHgNPg7Az1ztdktiLGQ8sYW5fOnNBK1k_Gw_9dKIHq3R0dkMPcw9GJeSUPaW87OEi5r9DlE_yQ30y6ZJVnwr_vSqe85M5eCZf2cDiy_2', 'width': 4000}]",ChIJaeQcrOSVXDcRxqkpyJYk9KI,"['tourist_attraction', 'point_of_interest', 'establishment']",4.8,71.0,27.5034929,92.1044897,0,0,0,0,0
"Chariduar - Tawang Rd, 790105",Sela top,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101414674489909982564"">ravi chandra</a>'], 'photo_reference': 'AUGGfZlLWVDM7XIwzXx0M7qUVIemzFDqSInBXmVudinw-gSQ2PRG5rWtcJSB1quDq3Fz3jSd5oLRe8QiXT37CGzIARZ_PpGO6fJYyIIjWTO4J8UPOD_T7um6y7cGcl1DVB9TSJXiMSC7-oldVDxkbqJFxtToes-mUZQPt2Zo0lxWJeB9QxwD', 'width': 4000}]",ChIJKwbZ94uVXDcRRU1kyGKT5bA,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,13.0,27.5016386,92.1042456,0,0,0,0,0
"PVCR+FV9, Tawang, 790104",Bumla Pass- India,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116462384369443049695"">Tapan Chakraborty</a>'], 'photo_reference': 'AUGGfZn7kLpnrvBQ1FTOEXjJvUnZ26Fh9OyManR3OoHiXb0cBORRqcmuAIqk-hlnDkuWHQd9Lw6tXvnCw0RHuSfMdpS1rZClyKwZVmWSPUC8zBnGt_dowy8zU7vQ3g3-F88ZCOZLqIYPU0ZixjPeJGiOV8dMSFvcZee4oU8owVRDZwBG7qlp', 'width': 2560}]",ChIJRbG_CzD3XDcR8amaYUuETmI,"['tourist_attraction', 'landmark', 'point_of_interest', 'establishment']",4.8,1464.0,27.7211597,91.892227,0,0,0,0,0
"JVQ4+5FH, Panga Teng Tso lake, Arunachal Pradesh, India, Tawang",Panga Teng Tso lake,"[{'height': 1696, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117633555270732959247"">Abhay Deshpande</a>'], 'photo_reference': 'AUGGfZk7V35mFh6uKcI1kVWef1rbifaoP5ThgkUuyp_YyGXxhKjDr1gHTWHhH5OpJl4i8NmjMGwpDiUXjJI-1C-ELgUpcxh7sMAB39TpjIe1rWc-P_eRis-Zx7--BUWDgrfg4VSmHcUXK0JBN4ikvas6K-NV3THVULMbCrHsCAGYNvOnYxiG', 'width': 3296}]",ChIJ-bF44nP2XDcRgQbLp-4SLzg,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,424.0,27.6379321,91.8562193,0,1,0,0,0
"G472+HMR, Arunachal Pradesh 790105",Selatop,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106779065424904222979"">Angelo 868</a>'], 'photo_reference': 'AUGGfZmai4VEw6Qa616sSa9fGStpk1Hf1mmvTg3VSownRCCRFtPhIlBuUQGqDGiMjhKT8sQT64AJ_zvQWUc0Z84xkfFaY9UApSoLCu-kL3Yih0ChIamjuYo7U_xojO7JaH_ULyjuYRUmqNphEt9RqOURt2agmtd6yo2n5WLrfvLmhW--wj7W', 'width': 4624}]",ChIJQwz0EISVXDcRlkPZdC_UpMg,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,12.0,27.5139945,92.1016469,0,0,0,0,0
"C45M+C2W, Between Dhirang and Sela Pass, Melongkang Village",Nyukmadung War Memorial,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100817971078151961110"">thonta prasad</a>'], 'photo_reference': 'AUGGfZkMrqFKGTY2LWTHCdGS9XKAtZ85Q_R1Rc3jT0atjjYh_Jq3cc9e_eKbdTuZutwcYtoz1eViEu-Vl-RHkA-my6bWE1xjpN6DiUP5hyoZqpK20J0KOw3B8XXPpOU215Tj4ZDW1jBfYQV4048-HZXBOuQn7KcO6twPI_DTzj1LimQzLWgn', 'width': 4032}]",ChIJNSt4nzuWXDcR_5xKpRai0os,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,272.0,27.4086219,92.1325861,0,0,0,0,0
