business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,url
OPERATIONAL,"6RJ5+WV, Jorjoga, Taliabu Utara, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.7677, 'lng': 124.80974}, 'viewport': {'northeast': {'lat': -1.766357520107278, 'lng': 124.8110130798927}, 'southwest': {'lat': -1.769057179892722, 'lng': 124.8083134201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Taliabu Bush Warbler Camp,,ChIJ6c-xBsAVeC0RZpFUlkcrClw,0.0,ChIJ6c-xBsAVeC0RZpFUlkcrClw,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",0,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100233271202020728046"">child island</a>'], 'photo_reference': 'AUGGfZmo9rV4UuVWfIzRbjlJyD7JYV7_brKwJPh-3Z6hOMt5VpdJfcsygdZrYCRo5yAmH5474MPk7ZmUHkOD6Zg8U3sh2udX3vFMg721PVx4AwqIsSaWaXIcSDb8A4mjWnFmjkWejHNj9ZlWvNCS39YUhUssAFtEqzJuxqu1RCmuZuQCB72q', 'width': 2250}]",https://www.google.com/maps/place/?q=place_id:ChIJ6c-xBsAVeC0RZpFUlkcrClw
OPERATIONAL,"7RPM+M5, Tanjung Una, Taliabu Utara, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.71328, 'lng': 124.83292}, 'viewport': {'northeast': {'lat': -1.711907720107278, 'lng': 124.8342782798927}, 'southwest': {'lat': -1.714607379892722, 'lng': 124.8315786201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,Talibu Birding Lodge,{'open_now': True},ChIJTQxNBLZreC0RI07pLcD0nAY,0.0,ChIJTQxNBLZreC0RI07pLcD0nAY,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",0,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116136664705421581162"">Gunasegeran Sellappan</a>'], 'photo_reference': 'AUGGfZk45WAgG7hOfCvDTDC0vj1io-WXWwOfnQoZl3beoUz6GrlCs0X_U5-5z82XE8w_2M6hA5vfKHTP-uEMoULpY4JAD1TQWfli1tupr7rjmiSXOEVRPGt1qHpQyevtxNui6QRzoNXiHuRoRg7Cs_S81BeTXBzzoLJkHM18L71DYwqNGuv8', 'width': 4000}]",https://www.google.com/maps/place/?q=place_id:ChIJTQxNBLZreC0RI07pLcD0nAY
OPERATIONAL,"8FP9+H4G, Todoli, Lede, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.6626001, 'lng': 124.4686151}, 'viewport': {'northeast': {'lat': -1.661686920107278, 'lng': 124.4700273798927}, 'southwest': {'lat': -1.664386579892722, 'lng': 124.4673277201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai katapang,,ChIJSaTEfQCdgi0RZGY5_Dh51WY,0.0,ChIJSaTEfQCdgi0RZGY5_Dh51WY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJSaTEfQCdgi0RZGY5_Dh51WY
OPERATIONAL,"4R8J+CHH, Pencado, Pulau Taliabu, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.8839364, 'lng': 124.831472}, 'viewport': {'northeast': {'lat': -1.882483970107278, 'lng': 124.8329780298927}, 'southwest': {'lat': -1.885183629892722, 'lng': 124.8302783701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kabuta Wayo,,ChIJrbeLAH0XeC0R1ZbGR4eE39o,4.7,ChIJrbeLAH0XeC0R1ZbGR4eE39o,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 338, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101405603064257278597"">A Google User</a>'], 'photo_reference': 'AUGGfZlZVTrCtepcu9k6wBVvB7DrmeTPRnrbWbDZvLAlZSzy2goSJ0YfxDZpjwil8y6g6n7iYNR7uAw0o2hrvG0DfNipgfdhYX828oZHCHI4iBjbGDWYivEYREWExLC6rCr0tJL8mFTQG4jTMNJW0472omCqkKbHPfA7m6R8NmArtXg6lXhc', 'width': 720}]",https://www.google.com/maps/place/?q=place_id:ChIJrbeLAH0XeC0R1ZbGR4eE39o
OPERATIONAL,"4V42+XX4, Tabona, Taliabu Selatan, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.8930225, 'lng': 124.8525106}, 'viewport': {'northeast': {'lat': -1.891587220107277, 'lng': 124.8538473298927}, 'southwest': {'lat': -1.894286879892722, 'lng': 124.8511476701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kerikil,,ChIJuzapqccZeC0RoDr-iML6yj4,4.5,ChIJuzapqccZeC0RoDr-iML6yj4,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118174734298154006206"">echal tabona</a>'], 'photo_reference': 'AUGGfZlQfrj6Bl8XuietGtJIxzx6SfR8rO_nIVjQhwBS809jUY9U_IE3GtIDGGXsAx8qFO8Xg3RayuQpnaZd3yuJHmcIt-qbyLNEU6ht6VbZ52JbzpufrgRnCjz8Q7bi9naJvfaDNxA9Q-J--G5pmKsFuveKbw4O682jiXCRYJF0vUsr61dc', 'width': 4624}]",https://www.google.com/maps/place/?q=place_id:ChIJuzapqccZeC0RoDr-iML6yj4
OPERATIONAL,"696M+M97, Salati, Taliabu Barat Laut, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.7883303, 'lng': 124.3834154}, 'viewport': {'northeast': {'lat': -1.786980470107278, 'lng': 124.3847652298927}, 'southwest': {'lat': -1.789680129892722, 'lng': 124.3820655701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Air Terjun,{'open_now': True},ChIJe0QYfgCjgi0RZdCshgCKcU0,0.0,ChIJe0QYfgCjgi0RZdCshgCKcU0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJe0QYfgCjgi0RZdCshgCKcU0
CLOSED_TEMPORARILY,"69MC+2W5, Desa, Onemay, Kec. Taliabu Bar. Laut, Pulau Taliabu, Maluku Utara, Indonesia","{'location': {'lat': -1.7674887, 'lng': 124.3723428}, 'viewport': {'northeast': {'lat': -1.766135620107278, 'lng': 124.3737463298927}, 'southwest': {'lat': -1.768835279892722, 'lng': 124.3710466701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MAGOHI GEOPARK,,ChIJ85TXvmSZgi0RebcKyN91Tbo,0.0,ChIJ85TXvmSZgi0RebcKyN91Tbo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103037747795815563844"">A Google User</a>'], 'photo_reference': 'AUGGfZnJhA96mH_6r46mu8BNMIDl0xGCPpglKS72PF4h81YU-c-GvnR2Wj_j7pjbzVzXkVUv6L4bFFt7FrKp72gQatpf4DRapHKpC5Ap-sRhHWVn2cW_dX7ZHpxLb5sf-IzXgC8zKd7GdxgW93tBmOYAPei6v4Ev5g8_ubN-7x70tM77wpLf', 'width': 4080}]",https://www.google.com/maps/place/?q=place_id:ChIJ85TXvmSZgi0RebcKyN91Tbo
CLOSED_TEMPORARILY,"74R5+C5J, Penu, Taliabu Timur, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.7089219, 'lng': 125.1078901}, 'viewport': {'northeast': {'lat': -1.707572070107278, 'lng': 125.1092399298927}, 'southwest': {'lat': -1.710271729892722, 'lng': 125.1065402701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pelabuhan,,ChIJNQHEcqdJeC0Rye9UsSncJuA,4.0,ChIJNQHEcqdJeC0Rye9UsSncJuA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,https://www.google.com/maps/place/?q=place_id:ChIJNQHEcqdJeC0Rye9UsSncJuA
OPERATIONAL,"3C78+7V, Bobong, Taliabu Barat, Kabupaten Kepulauan Sula, North Maluku, Indonesia","{'location': {'lat': -1.9368354, 'lng': 124.4171408}, 'viewport': {'northeast': {'lat': -1.93486245, 'lng': 124.4182709298927}, 'southwest': {'lat': -1.94275425, 'lng': 124.4155712701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Permandian,,ChIJaTurdbavgi0Roep0jSjNFeQ,0.0,ChIJaTurdbavgi0Roep0jSjNFeQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJaTurdbavgi0Roep0jSjNFeQ
OPERATIONAL,"9H33+RHC, Sahu, Taliabu Utara, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.6454498, 'lng': 124.5539062}, 'viewport': {'northeast': {'lat': -1.644069470107278, 'lng': 124.5552945798928}, 'southwest': {'lat': -1.646769129892722, 'lng': 124.5525949201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Supardin Nompo Home,,ChIJybHkupt3eC0R1oS9LNdpTNk,0.0,ChIJybHkupt3eC0R1oS9LNdpTNk,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJybHkupt3eC0R1oS9LNdpTNk
CLOSED_TEMPORARILY,"2MGX+R7, Pulau, Taliabu Selatan, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.9728907, 'lng': 124.6981575}, 'viewport': {'northeast': {'lat': -1.971540870107278, 'lng': 124.6995073298927}, 'southwest': {'lat': -1.974240529892722, 'lng': 124.6968076701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PULAU WOLIO,,ChIJN5JPCuQdeC0RdXd5EHf9EpQ,0.0,ChIJN5JPCuQdeC0RdXd5EHf9EpQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJN5JPCuQdeC0RdXd5EHf9EpQ
OPERATIONAL,"3X6H+Q55, Kawadang, Taliabu Timur Selatan, Taliabu Island Regency, North Maluku, Indonesia","{'location': {'lat': -1.9381244, 'lng': 124.977979}, 'viewport': {'northeast': {'lat': -1.936774570107278, 'lng': 124.9793288298927}, 'southwest': {'lat': -1.939474229892723, 'lng': 124.9766291701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung tabuka,,ChIJndKdoRQleC0RUQievwgtuCM,0.0,ChIJndKdoRQleC0RUQievwgtuCM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJndKdoRQleC0RUQievwgtuCM
OPERATIONAL,"XFJH+32, Holbota, Taliabu Barat, Kabupaten Kepulauan Sula, North Maluku, Indonesia","{'location': {'lat': -2.0198448, 'lng': 124.4775465}, 'viewport': {'northeast': {'lat': -2.018494970107278, 'lng': 124.4788963298927}, 'southwest': {'lat': -2.021194629892722, 'lng': 124.4761966701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Holbota,,ChIJj9VsWH2rgi0RrQWfcsJcQyk,5.0,ChIJj9VsWH2rgi0RrQWfcsJcQyk,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114386953566847295778"">A Google User</a>'], 'photo_reference': 'AUGGfZl9NaQBFj1C7uGVZxYxDK5bu609tmsCVgOtLiYCb2d8ewYk1SYIIfnTonFiJZ4j6VxGOzyP5lOQ9_fwF9NCoV4feD3PfWzRhUQHdlDGQ1XHkRhvz2IhzJtZw2CtbvcKwTl8wHP9l-rEwfv2sGUSmOAmz7jGNOb9YVjrdU6b-nXjMG26', 'width': 3060}]",https://www.google.com/maps/place/?q=place_id:ChIJj9VsWH2rgi0RrQWfcsJcQyk
OPERATIONAL,"28H8+3X, Pulau, Taliabu Barat, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -1.9723389, 'lng': 124.3174374}, 'viewport': {'northeast': {'lat': -1.970989070107277, 'lng': 124.3187872298927}, 'southwest': {'lat': -1.973688729892722, 'lng': 124.3160875701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai pulau empat,,ChIJw76QXgCzgi0R0cl59tz1y_E,0.0,ChIJw76QXgCzgi0R0cl59tz1y_E,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJw76QXgCzgi0R0cl59tz1y_E
OPERATIONAL,"XGQV+H49, Kawalo, Taliabu Barat, Kepulauan Sula Regency, North Maluku, Indonesia","{'location': {'lat': -2.0110821, 'lng': 124.542864}, 'viewport': {'northeast': {'lat': -2.009523570107278, 'lng': 124.5441339798927}, 'southwest': {'lat': -2.012223229892722, 'lng': 124.5414343201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kawalo,,ChIJoSX8kx4BeC0Rfu9TIupbe-c,4.0,ChIJoSX8kx4BeC0Rfu9TIupbe-c,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110396188281051503239"">A Google User</a>'], 'photo_reference': 'AUGGfZkUuZKaZx5UOAAAx7w8BrO5Gd7OmdsRL4i_ZUn0skUWF4rqxFiaHk8wick24E3wSUNCnK2U6HhjqridoG4F48Ce15_qU-xC3-Zl1vK699HqzQy3VXKkR_RWRfZm775tn4_LeuKJcuAd7UboRWlIp7JT8JicRJydzD1QiBMaY3ewMhKH', 'width': 3000}]",https://www.google.com/maps/place/?q=place_id:ChIJoSX8kx4BeC0Rfu9TIupbe-c
