business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,photos,url
OPERATIONAL,"HJPC+W86, Winong, Bawang, Banjarnegara, Central Java 53471, Indonesia","{'location': {'lat': -7.4127036, 'lng': 109.6207522}, 'viewport': {'northeast': {'lat': -7.411407970107277, 'lng': 109.6221020298927}, 'southwest': {'lat': -7.414107629892721, 'lng': 109.6194023701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Lodra Jaya,ChIJjaS3BJarei4R0x_ZkNb2WDI,4.1,ChIJjaS3BJarei4R0x_ZkNb2WDI,"['tourist_attraction', 'point_of_interest', 'establishment']",163,{'open_now': False},,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115760181975957114853"">Cahyo Prihantoro</a>'], 'photo_reference': 'AUGGfZk9mW54aiDbte_9KwazY9-USNatgsijqdykEbHMyMlvDoIloqXEiQ9-w2dRy_CdozYb5Sszou5ZHcLxUkkGO2drVsBIXuI2BEdIGZgNwr1l1X4bUKXP0nghdGgvejSsJrNR-9qFwITSxrTRzkgaIqIHQ77tDnyyb7Gd9saDzZX1LmT2', 'width': 2448}]",https://www.google.com/maps/place/?q=place_id:ChIJjaS3BJarei4R0x_ZkNb2WDI
OPERATIONAL,"GH5X+93C, Jl. Raya Kayubima, Kayubima, Petir, Kec. Purwanegara, Kab. Banjarnegara, Jawa Tengah 53472, Indonesia","{'location': {'lat': -7.4915716, 'lng': 109.5976557}, 'viewport': {'northeast': {'lat': -7.490338570107277, 'lng': 109.5988595298927}, 'southwest': {'lat': -7.493038229892721, 'lng': 109.5961598701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Pundung Sewu Petir,ChIJ0e3GF5etei4RY2vCxBDkAEc,4.1,ChIJ0e3GF5etei4RY2vCxBDkAEc,"['tourist_attraction', 'point_of_interest', 'establishment']",17,{'open_now': False},,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116056098431402544238"">Syarif Rohman</a>'], 'photo_reference': 'AUGGfZk6c9a3f7QJA-Nf1U7sMme2t7ZnTwaW0LRdyYqtgrWEyeW3-kJV7ria7v0sOyUWxSqN5fXnB_R-NCee0ZzDeEJIxZCsx_rq386YpU6-c0fNGMRdpt-ItziDYZZoWuxzJ_9nAar44_WoB9_1ZB-lzfKKPCcuzl5SpmhQIasfuXtDxegH', 'width': 3120}]",https://www.google.com/maps/place/?q=place_id:ChIJ0e3GF5etei4RY2vCxBDkAEc
OPERATIONAL,"JG2X+4HG, HGXX+QJ Jembatan Timbang Kejobong - Badamita, Mergayasa, Bandingan, Kec. Rakit, Kab. Banjarnegara, Jawa Tengah, Indonesia","{'location': {'lat': -7.3996963, 'lng': 109.5489559}, 'viewport': {'northeast': {'lat': -7.398496720107277, 'lng': 109.5499818798927}, 'southwest': {'lat': -7.401196379892721, 'lng': 109.5472822201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Ambatron,ChIJUzkWcgBVZS4Rb7lAUlheJpE,0.0,ChIJUzkWcgBVZS4Rb7lAUlheJpE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJUzkWcgBVZS4Rb7lAUlheJpE
OPERATIONAL,"HJ4J+7QQ, Majalangu, Majalengka, Bawang, Banjarnegara, Central Java 53471, Indonesia","{'location': {'lat': -7.444289999999999, 'lng': 109.63197}, 'viewport': {'northeast': {'lat': -7.442940170107279, 'lng': 109.6333198298927}, 'southwest': {'lat': -7.445639829892722, 'lng': 109.6306201701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wadas Tumpang,ChIJncqMl0Osei4R-wYt-maiZRw,4.2,ChIJncqMl0Osei4R-wYt-maiZRw,"['tourist_attraction', 'point_of_interest', 'establishment']",44,{'open_now': False},,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106283707779335214048"">A Google User</a>'], 'photo_reference': 'AUGGfZlbsAM5BuV0UwPKiyhcc2Fo6aJa2qZaj0cVfzo08KagAjxypwu59_Zl5SMVnfbC0WzoXC5g71XPlfHhRHJR4VBc_1O_54UXjzj76JlFixRe3G7s5_vXjS0V0_4I9uOGvBF3wGfTTu4gS4Xx5b4krQ5YiIm7G3Hk3XF5LSDbQexbd3A2', 'width': 1280}]",https://www.google.com/maps/place/?q=place_id:ChIJncqMl0Osei4R-wYt-maiZRw
OPERATIONAL,"FGXQ+JRG, Kalicilik, Kalitengah, Kec. Purwanegara, Kab. Banjarnegara, Jawa Tengah 53472, Indonesia","{'location': {'lat': -7.500943299999999, 'lng': 109.5395896}, 'viewport': {'northeast': {'lat': -7.499779420107277, 'lng': 109.5408084298927}, 'southwest': {'lat': -7.502479079892721, 'lng': 109.5381087701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Kalicilik,ChIJNXRDUplSZS4ReeV2xJmGZp0,4.4,ChIJNXRDUplSZS4ReeV2xJmGZp0,"['tourist_attraction', 'point_of_interest', 'establishment']",7,{'open_now': False},,"[{'height': 591, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102268215964303117615"">A Google User</a>'], 'photo_reference': 'AUGGfZkTcgfmlRCz-5nHyaZKaEbsdVFCzgE3hISW7Iot7lKDJR6Q0DFBgW93aqUYExaLYn2InJQjW6XDXC9ykOd0W7RSUhrTWWcbaRayRHe4cTwTikFV61LBXBQVl7rYvw3N3PygDkLZDo5A6bIkSZerg1zdRpBWjBZNY0zzWkXPCXTHOFf7', 'width': 450}]",https://www.google.com/maps/place/?q=place_id:ChIJNXRDUplSZS4ReeV2xJmGZp0
OPERATIONAL,"GJX2+GXV, Gerdu kelesem, Pesangkalan, Pagedongan, Banjarnegara, Central Java, Indonesia","{'location': {'lat': -7.4511435, 'lng': 109.6024167}, 'viewport': {'northeast': {'lat': -7.449791620107276, 'lng': 109.6037805798927}, 'southwest': {'lat': -7.45249127989272, 'lng': 109.6010809201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kelesem,ChIJwYjLcQCtei4R_JgzPD4hASo,0.0,ChIJwYjLcQCtei4R_JgzPD4hASo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102251042179314220512"">A Google User</a>'], 'photo_reference': 'AUGGfZmIgZxy-7Ny4rKyzPHlQ59gAd6KzMaJzt3w_fvU-DDAIdih4-OVmJn0gceucNH1t7IarC5XAYiGu_Q0syyXYsB2pHVndn9u0QI_ZL1f-U35C91ygtrj3gJjtSVfdwPIeC5kky5yGHwNHbh-c4fssLMtm6-2vqeqDpnOGx6ayT10wngT', 'width': 1920}]",https://www.google.com/maps/place/?q=place_id:ChIJwYjLcQCtei4R_JgzPD4hASo
OPERATIONAL,"HJ6V+58W, Jl. Wiradrana, Wiradrana, Majalengka, Kec. Bawang, Kab. Banjarnegara, Jawa Tengah 53471, Indonesia","{'location': {'lat': -7.4395025, 'lng': 109.6433394}, 'viewport': {'northeast': {'lat': -7.438515670107279, 'lng': 109.6466466}, 'southwest': {'lat': -7.441215329892723, 'lng': 109.642237}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Lanang,ChIJjTbNyT-sei4RreI1to9dVug,4.4,ChIJjTbNyT-sei4RreI1to9dVug,"['tourist_attraction', 'point_of_interest', 'establishment']",143,{'open_now': True},,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118007408870880964188"">Ragil Arifin</a>'], 'photo_reference': 'AUGGfZnvd7RqogNwM3ZD3-LkVDDgsufGmnEH86OxSYbYugZvJWjF_TPyA_VITdIusWnJLYlQadsTjtmkMnznc4DlE9oLdd3ZXfqEHV_6LAETRcP7ID2747Pyg0starFtU1YZRAvnl9y_PQWFEoA4k-e1yxzMKBS5789LT8n2ABMiYXLTaj3p', 'width': 3264}]",https://www.google.com/maps/place/?q=place_id:ChIJjTbNyT-sei4RreI1to9dVug
OPERATIONAL,"HJ2J+47Q, Majalangu, Majalengka, Kec. Bawang, Kab. Banjarnegara, Jawa Tengah 53471, Indonesia","{'location': {'lat': -7.4496509, 'lng': 109.6307385}, 'viewport': {'northeast': {'lat': -7.448301070107277, 'lng': 109.6320883298927}, 'southwest': {'lat': -7.451000729892721, 'lng': 109.6293886701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area Pesawahan Bleder,ChIJewQehTWtei4Ry3R-2hCie2g,5.0,ChIJewQehTWtei4Ry3R-2hCie2g,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJewQehTWtei4Ry3R-2hCie2g
OPERATIONAL,"GFF7+88, Jl. Banjar Dawa, Dusun Banjar Anyar, Pagak, Kec. Purwareja Klampok, Kab. Banjarnegara, Jawa Tengah 53474, Indonesia","{'location': {'lat': -7.4739178, 'lng': 109.4613921}, 'viewport': {'northeast': {'lat': -7.472575120107277, 'lng': 109.4627932798927}, 'southwest': {'lat': -7.475274779892721, 'lng': 109.4600936201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Pagak,ChIJt85X3ZZRZS4RnuyTCPRV1R4,4.1,ChIJt85X3ZZRZS4RnuyTCPRV1R4,"['tourist_attraction', 'point_of_interest', 'establishment']",207,{'open_now': False},,"[{'height': 590, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114730942507371246112"">A Google User</a>'], 'photo_reference': 'AUGGfZmuCtTMNffCm4UE0y5PGHF2hPuVOI7Z_eBUmWqKXJZCLBWIHMiIHT3qoUngt4GFSZgoo1Demp4VmPYzCyhfq8heYBNudYM47BlOrLmwChHKI4HWUhuIaNqilE5cDnYj30AawYRsbdAP-0kgx6_3T5DEo89cyGv_gEU-QjTiEY7MlUnC', 'width': 1280}]",https://www.google.com/maps/place/?q=place_id:ChIJt85X3ZZRZS4RnuyTCPRV1R4
OPERATIONAL,"GG6M+PGH, Jalatunda 1, Jalatunda, Mandiraja, Banjarnegara, Central Java 53473, Indonesia","{'location': {'lat': -7.4879204, 'lng': 109.5350583}, 'viewport': {'northeast': {'lat': -7.486440920107278, 'lng': 109.5363269798927}, 'southwest': {'lat': -7.489140579892722, 'lng': 109.5336273201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Prupug,ChIJR3-8uMdTZS4R_8hBe_T69hY,5.0,ChIJR3-8uMdTZS4R_8hBe_T69hY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJR3-8uMdTZS4R_8hBe_T69hY
OPERATIONAL,"JH5X+437, Tapen Jurang, Tapen, Wanadadi, Banjarnegara, Central Java 53461, Indonesia","{'location': {'lat': -7.392202699999999, 'lng': 109.5976634}, 'viewport': {'northeast': {'lat': -7.390697020107277, 'lng': 109.5990758798927}, 'southwest': {'lat': -7.393396679892721, 'lng': 109.5963762201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Punthuk patung sejarah,ChIJt5A_Vgarei4RTeChwvK5NvQ,4.5,ChIJt5A_Vgarei4RTeChwvK5NvQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115644140282318258016"">Bima Setyawan</a>'], 'photo_reference': 'AUGGfZkhhoWozVT5cyiYg0oX6vlbuux-wxkwq7rQOg06GeV5SYmY5pk7WYiA22zHwVx3jDl6XJ-Yrygx3R9p9OFmvcl_s-5L5AWuUeRR7J38jCo1WnX72PJv5JXHEBJipoXlTn6LSbUbdITSJZ_0XiRYKlHATC9t_Ah_mCQqGugt8ukv92Oe', 'width': 3024}]",https://www.google.com/maps/place/?q=place_id:ChIJt5A_Vgarei4RTeChwvK5NvQ
OPERATIONAL,"JJ62+R7G, Tapen Krajan, Tapen, Wanadadi, Banjarnegara, Central Java 53461, Indonesia","{'location': {'lat': -7.387941499999999, 'lng': 109.6007044}, 'viewport': {'northeast': {'lat': -7.386606320107278, 'lng': 109.6020827298927}, 'southwest': {'lat': -7.389305979892722, 'lng': 109.5993830701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Mrican,ChIJkc3J7g-rei4RUGGyjgkGMd4,4.3,ChIJkc3J7g-rei4RUGGyjgkGMd4,"['tourist_attraction', 'point_of_interest', 'establishment']",287,{'open_now': True},,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117133046863838059863"">Umam Prabangkit</a>'], 'photo_reference': 'AUGGfZl_La3y713zCJGMxaBll6YqqdbfkXGR-ObvDr9zlIIUtz31ej_rz7gLrsCh7ZsY5Y0O0qelUQY_KjFr609dQgCkn68ziBSdZynZU-G3A1RqBrcaa9ttkUszu_ZqR0V4qU9WD4BjetDU_A2oBmI_GXORyn1DbV7M-PFbpxyo2IViIhnL', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJkc3J7g-rei4RUGGyjgkGMd4
OPERATIONAL,"RT.03/RW.03, Tapen Jurang, Tapen, Kec. Wanadadi, Kab. Banjarnegara, Jawa Tengah 53461, Indonesia","{'location': {'lat': -7.394779900000001, 'lng': 109.5971086}, 'viewport': {'northeast': {'lat': -7.393455570107279, 'lng': 109.5984238798927}, 'southwest': {'lat': -7.396155229892723, 'lng': 109.5957242201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WT Green Banjarnegara,ChIJwZE6uzqrei4RP4UZ4rrQd8c,4.3,ChIJwZE6uzqrei4RP4UZ4rrQd8c,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,"{'compound_code': 'JH4W+3R Tapen, Banjarnegara, Central Java, Indonesia', 'global_code': '6P4FJH4W+3R'}","[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102524392751087379859"">Tuh Yanto</a>'], 'photo_reference': 'AUGGfZkrgRxEDUuDR7vEkCEQPxc4y908MRkPHsCQ8_6k9F-k5m23uHzC8cgwGTJ53GY4HMCzFpyetswlJL0D_qz9-f5UF4ZJJg97FmZjy_PjXfTLhW3yWJNPAyhXX4nddnw8xqW0hBt-nuyJtYN1KxbZK8TMyDImEMeKi_GpJ-O6bQElnBmQ', 'width': 3264}]",https://www.google.com/maps/place/?q=place_id:ChIJwZE6uzqrei4RP4UZ4rrQd8c
