business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,opening_hours,price_level,url
OPERATIONAL,"CGHX+FQV, Jl. Hawai Sentani, Nendali, Kec. Sentani Tim., Kabupaten Jayapura, Papua 99359, Indonesia","{'location': {'lat': -2.5634286, 'lng': 140.5447109}, 'viewport': {'northeast': {'lat': -2.562060220107278, 'lng': 140.5460859298927}, 'southwest': {'lat': -2.564759879892722, 'lng': 140.5433862701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,The Heaven,,ChIJy2Wb--fxbGgR22pc6hrwqxk,0.0,ChIJy2Wb--fxbGgR22pc6hrwqxk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJy2Wb--fxbGgR22pc6hrwqxk
OPERATIONAL,"9GP9+MFH, Danau, Kec. Sentani, Kabupaten Jayapura, Papua 99359, Indonesia","{'location': {'lat': -2.6133004, 'lng': 140.518734}, 'viewport': {'northeast': {'lat': -2.611950570107277, 'lng': 140.5200838298927}, 'southwest': {'lat': -2.614650229892722, 'lng': 140.5173841701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sentani Lake,"[{'height': 399, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117603689323509031369"">Bonifacius Suksmodardo Sulaksono</a>'], 'photo_reference': 'AUGGfZmtsthVkmtwLLtSlgozOFlubChEdNEUnI75cV7c505lbcWEoCIMGN-XCMLw_1yWORGDzzBaoGPJSYsiNI0vZ4jekaAdarqjIPSOjoONq6r63nR1ig5RvuWHTXdwvMun59XTm7vEqlOavKbl-ALzL75p3uajwzV85sK4Q2ArrDbJBwbj', 'width': 600}]",ChIJWbws6qrzbGgRcKaWv3T5S-w,4.8,ChIJWbws6qrzbGgRcKaWv3T5S-w,"['tourist_attraction', 'point_of_interest', 'establishment']",13,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWbws6qrzbGgRcKaWv3T5S-w
CLOSED_TEMPORARILY,"CH2C+46R, Asei Besar, Sentani Timur, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.599646, 'lng': 140.5705088}, 'viewport': {'northeast': {'lat': -2.598112020107278, 'lng': 140.5748189}, 'southwest': {'lat': -2.600811679892722, 'lng': 140.5690721}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Yomokho Prehistoric Site,"[{'height': 349, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114862168029339202837"">ivancov catalin</a>'], 'photo_reference': 'AUGGfZnPtjow1MiJjDIS_WA-m8RFu_cX_B7RFF4SOAXa70MgbERvj-JEhK8qlegwUIE57iuiaxWfruhM0jVaes5ye8E1ActexHiqep84mrw_3UUYnoJ6brbAz48i-nlIlKgiE-EhIHW3iYVzG5L8m6hY613k03fU8rq6zlgK88cQk7I4q6UZ', 'width': 620}]",ChIJfbk-HeDzbGgRttgqPKC3X_Q,0.0,ChIJfbk-HeDzbGgRttgqPKC3X_Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJfbk-HeDzbGgRttgqPKC3X_Q
OPERATIONAL,"CGPV+H78, Sentani Kota, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5635794, 'lng': 140.5432081}, 'viewport': {'northeast': {'lat': -2.562155220107278, 'lng': 140.5446175798927}, 'southwest': {'lat': -2.564854879892723, 'lng': 140.5419179201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pohon Love,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106714419024937424355"">Eky Putra</a>'], 'photo_reference': 'AUGGfZl2MSxUg7IYndNNmisx0GyckQbncOLHlWuX4t_YicgamKlA32D0P2UV3wo6K5N1i2sedDzSpIrQtjPBH_UUs_C7Ii1PrQ29TGWfufOsK6gaDAt459ScqQy7tJE1kQpZlRKhN76E3HGRj1OAeAeR_olNGinZHMdWIAFu6CJxXPx_qPq1', 'width': 1280}]",ChIJnQCTi5fxbGgReGETByitQ_M,4.3,ChIJnQCTi5fxbGgReGETByitQ_M,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,,https://www.google.com/maps/place/?q=place_id:ChIJnQCTi5fxbGgReGETByitQ_M
OPERATIONAL,"CH3M+5QP, Tim., Asei Besar, Kec. Sentani Tim., Kabupaten Jayapura, Papua 99569, Indonesia","{'location': {'lat': -2.5970356, 'lng': 140.5844577}, 'viewport': {'northeast': {'lat': -2.595509420107278, 'lng': 140.5857773298927}, 'southwest': {'lat': -2.598209079892722, 'lng': 140.5830776701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hamenduchulu beach,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118410589347704908629"">Kalitinus Hagabal</a>'], 'photo_reference': 'AUGGfZkVXQjqDmQo_crpwNmvKqdTwK_2i5dwMc1vSt_uoAM7RWY8jtHxgZFTmjInAwbLtRwWisD6aWnd8G6hlFFwqWNsCx7yxijQjPeCN2NrDqVsru71kXGr040YNSB20BmRV009mdUYXpCkYYqYsoOOtqBPFTUvyFo4g5HeclSpZtTYvP00', 'width': 4608}]",ChIJ5UxawZLzbGgRELlaHbW8ziM,4.2,ChIJ5UxawZLzbGgRELlaHbW8ziM,"['tourist_attraction', 'point_of_interest', 'establishment']",14,,,{'open_now': True},1.0,https://www.google.com/maps/place/?q=place_id:ChIJ5UxawZLzbGgRELlaHbW8ziM
OPERATIONAL,"9GWQ+53, Hobong, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.6046157, 'lng': 140.5376579}, 'viewport': {'northeast': {'lat': -2.603265870107278, 'lng': 140.5390077298927}, 'southwest': {'lat': -2.605965529892722, 'lng': 140.5363080701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Masolo,"[{'height': 763, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110242681777832489209"">max time</a>'], 'photo_reference': 'AUGGfZnPcatii5Kkww5M3SCaikOBnwdWbfatDfW-H3Jwzw7g4om6OBJ3qMbr0m1IUjdq0mszaGfDNA5wDsW9HBQknH0EI9Um1S0ChCN0wXKB4CdptEsqAL4b2_QjCTZMJubq9pX4tXN6uMO-q1bf6RQo7JOacP3TsvH7_wE76WSaYt5_6atS', 'width': 514}]",ChIJ2a5ieLvzbGgRgrYyofTdxAk,5.0,ChIJ2a5ieLvzbGgRgrYyofTdxAk,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2a5ieLvzbGgRgrYyofTdxAk
OPERATIONAL,"CGQG+WM5, Sentani Kota, Sentani, Jayapura Regency, Papua, Indonesia","{'location': {'lat': -2.5602431, 'lng': 140.5267279}, 'viewport': {'northeast': {'lat': -2.556433699999999, 'lng': 140.52775125}, 'southwest': {'lat': -2.5615129, 'lng': 140.52365785}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ekspedisi Sentani,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113585460046493406158"">enrico nirwan histanto</a>'], 'photo_reference': 'AUGGfZnWz75ox-0i3K8C1VCSCh-6R2w8qKWPkADFoVAW8dpjkKKYRI7rrvnK0mJPzDx4Z7JYHYzIgQfSBocCXxMCtJTlPOCtJg0DeMC-oiQI6LvL_eyMA-u5dMIr2oNyb6FwXzo5678WM8vRLjgyMxxF0XnlifgKkrvCW95cmsFoh29N796q', 'width': 4160}]",ChIJN5juR5DxbGgRYR8p9dFSK-c,0.0,ChIJN5juR5DxbGgRYR8p9dFSK-c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJN5juR5DxbGgRYR8p9dFSK-c
OPERATIONAL,"9GQJ+9JH, Hobong, Sentani, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.6115544, 'lng': 140.5316122}, 'viewport': {'northeast': {'lat': -2.610279570107278, 'lng': 140.5329739298927}, 'southwest': {'lat': -2.612979229892722, 'lng': 140.5302742701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bhanjibey,"[{'height': 6944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116775554064026604966"">Rhenzo Leonardo</a>'], 'photo_reference': 'AUGGfZnCAiU-v0uV26UEISd0Ee4QkK8kfqYNpBRVVFQJ6Oa-7YESabx5YzBDUPDERWO1MSUtn9Gs3NS97EqKiZm0FI6KnfzH4xPyYm_JGajzUOJpTmp_cotN98pLonS2vWHsBa7wafAPC6w513KRSf2C7_ZPF12KaN8qkmVy-3d1RAy2XGnF', 'width': 9280}]",ChIJPSJ5q4vybGgRIYhfercksns,4.6,ChIJPSJ5q4vybGgRIYhfercksns,"['tourist_attraction', 'point_of_interest', 'establishment']",61,,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJPSJ5q4vybGgRIYhfercksns
OPERATIONAL,"FH33+W78, Nolokla, Sentani Timur, Jayapura Regency, Papua 99359, Indonesia","{'location': {'lat': -2.5452148, 'lng': 140.5532112}, 'viewport': {'northeast': {'lat': -2.544285149999999, 'lng': 140.5552299}, 'southwest': {'lat': -2.54800375, 'lng': 140.5471551}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Suembak,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103765648169315421458"">A Google User</a>'], 'photo_reference': 'AUGGfZkDY-eMV0k6GUniXXbnq8fd8zhAkN7_Cu3a9ZPoVl0emsdmaS-PkzZoM2QK9T-NydDlpyoKMxkCi1r0Rv4sHN6GjpkFQ30U1zOaCnRp2OXT77KEhxdfc2wmJTJCnMo9fdXJh6mCaTuO5BRSsWoL01EOhZ0MSml3068gfrJAqzZTBlBK', 'width': 4000}]",ChIJBdGkQVzxbGgRpFO7DypwNpI,4.6,ChIJBdGkQVzxbGgRpFO7DypwNpI,"['tourist_attraction', 'point_of_interest', 'establishment']",22,,,,,https://www.google.com/maps/place/?q=place_id:ChIJBdGkQVzxbGgRpFO7DypwNpI
OPERATIONAL,"CHCM+XGR, Jl. Raya Airport Sentani, Asei Kecil, Kec. Sentani Tim., Kabupaten Jayapura, Papua 99359, Indonesia","{'location': {'lat': -2.5775075, 'lng': 140.583753}, 'viewport': {'northeast': {'lat': -2.576157670107277, 'lng': 140.5851028298927}, 'southwest': {'lat': -2.578857329892722, 'lng': 140.5824031701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Kampung Harapan,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106106833931878584173"">iran khomeini</a>'], 'photo_reference': 'AUGGfZk4kK4e1lCBN1aih4ciIUyR8o0r6MLeoYE-gP6q1kZaFIeGiwJtCeCWaSZmWxqVzctROhcArHrIKoMpMOxtBUQ1bRL90EOnyS8xfY_Div_rR5DSlI76GUN1sAuc9es_YyuoZC52e6angAHROQopDliSEQUz8CA0_GWvmPQ-x6Tsk30b', 'width': 3264}]",ChIJH8aQa-7xbGgRmdpaOAPFmfs,1.0,ChIJH8aQa-7xbGgRmdpaOAPFmfs,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJH8aQa-7xbGgRmdpaOAPFmfs
CLOSED_TEMPORARILY,"CJ93+FV9, Jl. Buper Waena, Kp. Waena, Kec. Sentani Tim., Kabupaten Jayapura, Papua, Indonesia","{'location': {'lat': -2.5813499, 'lng': 140.6047446}, 'viewport': {'northeast': {'lat': -2.580126520107277, 'lng': 140.60995845}, 'southwest': {'lat': -2.582826179892721, 'lng': 140.60300665}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pintu Angin,,ChIJ2yIvS0j3bGgRqOOC7QvCSt4,0.0,ChIJ2yIvS0j3bGgRqOOC7QvCSt4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2yIvS0j3bGgRqOOC7QvCSt4
OPERATIONAL,"CJH5+JF8, Asei Kecil, Sentani Timur, Jayapura Regency, Papua 99351, Indonesia","{'location': {'lat': -2.570304, 'lng': 140.6086077}, 'viewport': {'northeast': {'lat': -2.569474220107277, 'lng': 140.6101954298927}, 'southwest': {'lat': -2.572173879892722, 'lng': 140.6074957701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Buper Dalam,"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114509456720902919628"">A Google User</a>'], 'photo_reference': 'AUGGfZna7AoHy2O_xZJfkTCMD6PhkbO5vnmR-0c2CKtfD8LxvaLrI8-eLhruj4Vnrykh6fKrVpKy6x9ZUuLLixv-q5b6RD49F_1TzqoJFy_10BOUQcsy-l255l-ixaZ6_e5pfaKbNGbQz8H2lZo_UujBci5oQj2aaR8MNQ2o6e1XjB4w_2mh', 'width': 4080}]",ChIJ8ZLN4qj3bGgRE8tS5A5S4vc,4.0,ChIJ8ZLN4qj3bGgRE8tS5A5S4vc,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8ZLN4qj3bGgRE8tS5A5S4vc
